TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2023ycd,16:01:17.550,+27:18:41.47,2023-11-11 20:52:48.000,2023-11-20,18.97,ABMag,G - Gaia,0.09143616895320718,0.2341060810430027,Galaxy,-19.64359903492226,528.104425628112,0.12559,"['240.323151' '27.31153' 'Galaxy' '528.104425628112' '0.12559'
 '0.09143616895320718' '0.2341060810430027']",,,,,,,,,,,S.T. Hodgkin,Yes
2023ycz,10:57:06.650,+39:56:52.10,2023-11-18 15:19:26.400,2023-11-20,20.42,ABMag,r - P1,0.10782152094902409,0.731007596965946,Galaxy,-20.308207848824665,1398.432697130381,0.3513,"['164.277739' '39.947787' 'Galaxy' '1398.432697130381' '0.3513'
 '0.10782152094902409' '0.731007596965946']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2023ycr,11:37:59.010,+29:57:21.04,2023-11-19 14:33:06.912,2023-11-20,18.245,ABMag,cyan - ATLAS,0.5741355751019306,0.3837312634148681,Galaxy,-17.45218929447496,137.8598681812539,0.0321,"['174.495879' '29.955685' 'Galaxy' '137.8598681812539' '0.0321'
 '0.5741355751019306' '0.3837312634148681']",,,,,,,,,,,J. Tonry,No
2023ycy,10:24:28.893,+43:16:11.86,2023-11-18 15:17:34.080,2023-11-20,20.45,ABMag,r - P1,0.9220122353955211,6.943384288148901,Galaxy,-20.506298256092865,1553.315411570184,0.3945,"['156.120248' '43.269726' 'Galaxy' '1553.315411570184' '0.3945'
 '0.9220122353955211' '6.943384288148901']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2023yci,13:04:30.306,+19:22:33.97,2023-11-17 14:53:43.296,2023-11-20,18.275,ABMag,cyan - ATLAS,0.9678881251172008,1.3037491709643172,Galaxy,-18.94397008433849,277.8395179901885,0.06517,"['196.126528' '19.375979' 'Galaxy' '277.8395179901885' '0.06517'
 '0.9678881251172008' '1.3037491709643172']",,,,,,,,,,,J. Tonry,Yes
2023yby,13:31:05.990,+41:49:57.72,2023-11-11 13:40:47.000,2023-11-20,18.06,ABMag,G - Gaia,1.1566227306025771,1.8874130324366496,Galaxy,-19.57550179814898,336.5893416714348,0.0792,"['202.774804' '41.8324' 'Galaxy' '336.5893416714348' '0.0792'
 '1.1566227306025771' '1.8874130324366496']",,,,,,,,,,,S.T. Hodgkin,No
2023ybh,10:33:10.347,+40:39:07.92,2023-11-18 14:50:36.672,2023-11-20,19.026,ABMag,cyan - ATLAS,1.2604805648043662,2.1088992225610093,Galaxy,-18.66372403082799,345.09987832280325,0.08124,"['158.292702' '40.65204' 'Galaxy' '345.09987832280325' '0.08124'
 '1.2604805648043662' '2.1088992225610093']",,,,,,,,,,,J. Tonry,Yes
2023ycc,13:58:38.010,+37:24:51.62,2023-11-12 15:21:36.000,2023-11-20,18.1,ABMag,G - Gaia,2.227608372727854,8.771514692916707,Galaxy,-21.448304433982415,812.1960757459656,0.1964,"['209.65915' '37.414402' 'Galaxy' '812.1960757459656' '0.1964'
 '2.227608372727854' '8.771514692916707']",Galaxy,-19.856822004054337,390.2693102143756,0.0921,"['209.658961' '37.415536' 'Galaxy' '390.2693102143756' '0.0921'
 '4.6238688831674' '8.748725254499876']",Galaxy,-22.066518382645995,1079.701429898478,0.2655,"['209.657515' '37.415506' 'Galaxy' '1079.701429898478' '0.2655'
 '4.868286274319345' '25.483240437615244']",S.T. Hodgkin,Yes
2023ybx,14:16:29.040,+39:51:54.54,2023-11-11 07:32:09.600,2023-11-20,18.73,ABMag,G - Gaia,2.241803768041828,3.120118189591432,Galaxy,-18.559992918601576,287.0771220124513,0.06737,"['214.121758' '39.864928' 'Galaxy' '287.0771220124513' '0.06737'
 '2.241803768041828' '3.120118189591432']",,,,,,,,,,,S.T. Hodgkin,Yes
2023ydb,10:35:35.016,+40:59:54.76,2023-11-18 15:18:48.384,2023-11-20,20.79,ABMag,r - P1,3.327688134599551,8.908663085957361,Galaxy,-17.920475249046156,552.1982803234612,0.1315,"['158.896096' '40.997632' 'Galaxy' '552.1982803234612' '0.1315'
 '3.327688134599551' '8.908663085957361']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2023ycs,11:07:17.681,+58:41:30.71,2023-11-18 14:42:45.792,2023-11-20,19.194,ABMag,cyan - ATLAS,4.628557305430551,17.347850205583082,Galaxy,-20.247125758112556,773.0812703409396,0.1865,"['166.821277' '58.692189' 'Galaxy' '773.0812703409396' '0.1865'
 '4.628557305430551' '17.347850205583082']",,,,,,,,,,,J. Tonry,No
