TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023ywc,04:54:02.147,-00:42:47.88,2023-12-02 22:55:04.224,2023-12-06,19,ABMag,orange - ATLAS,0.036002655854063564,0.10226961203890282,Galaxy,-19.83918601228455,585.9184887534205,0.1398,"['73.508955' '-0.713296' 'Galaxy' '585.9184887534205' '0.1398'
 '0.036002655854063564' '0.10226961203890282']",J. Tonry,No
2023ywu,12:38:21.656,+54:25:01.60,2023-12-04 12:59:22.272,2023-12-06,18.367,ABMag,orange - ATLAS,0.12223671598913707,0.37836296672330383,Galaxy,-20.658660408103554,638.4576302563654,0.1528,"['189.590175' '54.417112' 'Galaxy' '638.4576302563654' '0.1528'
 '0.12223671598913707' '0.37836296672330383']",J. Tonry,No
2023yty,07:47:12.196,+22:53:31.79,2023-12-04 10:34:41.664,2023-12-06,20.23,ABMag,w - P1,0.2802392186387421,0.9116773620628607,Galaxy,-18.903686953533263,671.0229758885195,0.1609,"['116.800787' '22.892091' 'Galaxy' '671.0229758885195' '0.1609'
 '0.2802392186387421' '0.9116773620628607']",K. C. Chambers,No
2023yrx,23:05:58.789,+15:12:36.03,2023-12-03 07:33:35.136,2023-12-06,18.957,ABMag,cyan - ATLAS,0.32209421664048127,0.7627433779008378,Galaxy,-19.48710326010349,488.4506051793934,0.1159,"['346.495046' '15.209996' 'Galaxy' '488.4506051793934' '0.1159'
 '0.32209421664048127' '0.7627433779008378']",J. Tonry,No
2023ywm,02:35:50.606,+25:33:14.93,2023-12-04 06:23:32.640,2023-12-06,20.06,ABMag,w - P1,0.4716679119865783,0.6893533392295671,Galaxy,-17.33615342531782,301.4606873713047,0.0708,"['38.960992' '25.554096' 'Galaxy' '301.4606873713047' '0.0708'
 '0.4716679119865783' '0.6893533392295671']",K. C. Chambers,No
2023yww,13:39:24.538,+51:14:13.83,2023-12-04 15:03:35.000,2023-12-06,18.48,ABMag,orange - ATLAS,0.49540680878989146,0.6660032040890629,Galaxy,-18.734697402745514,277.29336661335293,0.06504,"['204.852089' '51.237274' 'Galaxy' '277.29336661335293' '0.06504'
 '0.49540680878989146' '0.6660032040890629']",J. Tonry,Yes
2023yvz,00:22:44.644,+17:41:25.79,2023-12-03 07:59:02.688,2023-12-06,19.309,ABMag,cyan - ATLAS,0.504291411113455,1.791053529722986,Galaxy,-20.01526063801052,732.5750570826584,0.1763,"['5.685944' '17.690619' 'Galaxy' '732.5750570826584' '0.1763'
 '0.504291411113455' '1.791053529722986']",J. Tonry,No
2023yrr,11:56:36.742,+12:22:35.04,2023-12-03 14:55:52.896,2023-12-06,18.679,ABMag,orange - ATLAS,0.5300713436547322,0.2644729512441243,Galaxy,-16.38336034189206,102.91343363574663,0.02392,"['179.153012' '12.376275' 'Galaxy' '102.91343363574663' '0.02392'
 '0.5300713436547322' '0.2644729512441243']",J. Tonry,Yes
2023ywx,11:07:52.890,+44:21:44.91,2023-12-04 14:04:33.600,2023-12-06,18.875,ABMag,orange - ATLAS,0.6002745485234415,0.9389451776347146,Galaxy,-18.66857719567725,322.63794225774365,0.07586,"['166.970144' '44.362452' 'Galaxy' '322.63794225774365' '0.07586'
 '0.6002745485234415' '0.9389451776347146']",J. Tonry,Yes
2023yud,10:22:36.586,+44:17:53.29,2023-12-04 13:02:02.112,2023-12-06,18.596,ABMag,orange - ATLAS,0.6344786338263582,1.1168957270065971,Galaxy,-19.2041038042511,363.09541163185673,0.08556,"['155.652196' '44.298124' 'Galaxy' '363.09541163185673' '0.08556'
 '0.6344786338263582' '1.1168957270065971']",J. Tonry,Yes
