TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter
2023wag,23:39:39.432,+23:21:11.85,2023-09-11 07:57:24.192,2023-10-30,21.94,ABMag,w - P1,0.4734969232438595,2.6357277974207984,Galaxy,-18.360042643554063,1148.1761692536859,0.2836,"['354.91439' '23.353394' 'Galaxy' '1148.1761692536859' '0.2836'
 '0.4734969232438595' '2.6357277974207984']",,,,,,,,,,,K. C. Chambers
2023wbi,05:19:26.930,+01:25:53.98,2023-10-26 14:22:18.048,2023-10-30,21.92,ABMag,w - P1,0.7635278292239989,3.828733347100417,Galaxy,-18.153276915619045,1034.3210971543206,0.2536,"['79.86208' '1.43183' 'Galaxy' '1034.3210971543206' '0.2536'
 '0.7635278292239989' '3.828733347100417']",,,,,,,,,,,K. C. Chambers
2018mkx*,12:16:29.958,+08:42:53.20,2018-06-08 05:11:02.400,2023-10-30,19.72,ABMag,g - ZTF,0.8178151122053298,1.197082758383814,Galaxy,-17.679470886776663,301.9215951565309,0.07091,"['184.124596' '8.714797' 'Galaxy' '301.9215951565309' '0.07091'
 '0.8178151122053298' '1.197082758383814']",,,,,,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vzl,21:24:45.413,+16:23:19.20,2023-10-23 07:14:49.344,2023-10-30,20.5,ABMag,w - P1,0.9389896024973626,2.3447820982684826,Galaxy,-18.059334197787216,515.0706928688267,0.1224,"['321.188949' '16.388662' 'Galaxy' '515.0706928688267' '0.1224'
 '0.9389896024973626' '2.3447820982684826']",,,,,,,,,,,K. C. Chambers
2023vzy,09:56:17.715,+20:57:31.22,2023-10-16 14:38:49.056,2023-10-30,21.27,ABMag,w - P1,1.049054417017478,2.329588274598018,Galaxy,-17.03453144088699,458.04303977709094,0.1085,"['149.07353' '20.958796' 'Galaxy' '458.04303977709094' '0.1085'
 '1.049054417017478' '2.329588274598018']",,,,,,,,,,,K. C. Chambers
2023vzu,01:36:03.602,+08:55:40.37,2023-10-22 08:16:01.344,2023-10-30,21.54,ABMag,w - P1,1.0899364787635517,3.7889133624365363,Galaxy,-17.737693099293146,717.0321351943121,0.1724,"['24.014844' '8.927625' 'Galaxy' '717.0321351943121' '0.1724'
 '1.0899364787635517' '3.7889133624365363']",,,,,,,,,,,K. C. Chambers
2023wav,09:40:37.448,+23:50:23.07,2023-10-27 14:51:36.288,2023-10-30,20.94,ABMag,w - P1,1.2009776607105451,6.790344404569045,Galaxy,-19.393910030570833,1166.2240845560525,0.2884,"['145.15638' '23.839638' 'Galaxy' '1166.2240845560525' '0.2884'
 '1.2009776607105451' '6.790344404569045']",,,,,,,,,,,K. C. Chambers
2023vzq,23:43:03.577,+32:25:16.67,2023-10-21 05:48:54.720,2023-10-30,21.65,ABMag,w - P1,1.3603653072666766,10.78986971694851,Galaxy,-19.41892893082305,1636.0093679854651,0.418,"['355.764652' '32.420985' 'Galaxy' '1636.0093679854651' '0.418'
 '1.3603653072666766' '10.78986971694851']",,,,,,,,,,,K. C. Chambers
2023wac,01:43:51.910,+13:05:44.42,2023-10-12 08:30:45.216,2023-10-30,21.51,ABMag,w - P1,1.5247784750151523,10.36985876018214,Galaxy,-19.224956109616887,1402.7853508014286,0.3525,"['25.965863' '13.095601' 'Galaxy' '1402.7853508014286' '0.3525'
 '1.5247784750151523' '10.36985876018214']",,,,,,,,,,,K. C. Chambers
2023vze,23:33:44.370,+26:44:39.08,2023-09-18 07:14:17.376,2023-10-30,21.46,ABMag,w - P1,2.0264267395240436,5.200739031511554,Galaxy,-17.158796437433423,529.3699534205053,0.1259,"['353.434313' '26.743934' 'Galaxy' '529.3699534205053' '0.1259'
 '2.0264267395240436' '5.200739031511554']",,,,,,,,,,,K. C. Chambers
2023waw,21:34:52.904,+07:30:09.42,2023-09-17 06:58:03.648,2023-10-30,21.13,ABMag,w - P1,2.085660395880934,6.926967427886221,Galaxy,-18.048623420893005,685.0538070566013,0.1644,"['323.719948' '7.502294' 'Galaxy' '685.0538070566013' '0.1644'
 '2.085660395880934' '6.926967427886221']",Galaxy,-17.922878460443126,646.5106628918095,0.1548,"['323.721169' '7.502498' 'Galaxy' '646.5106628918095' '0.1548'
 '2.6602524031726564' '8.338221027177866']",Galaxy,-18.95608375385756,1040.4393061013789,0.2552,"['323.720664' '7.501373' 'Galaxy' '1040.4393061013789' '0.2552'
 '4.5522664268604585' '22.962506345213168']",K. C. Chambers
2023wat,02:21:13.920,-09:52:17.62,2023-09-11 13:02:07.296,2023-10-30,21.71,ABMag,w - P1,2.188129932615916,8.603519392976576,Galaxy,-17.835140840156917,811.0136579173757,0.1961,"['35.308279' '-9.871019' 'Galaxy' '811.0136579173757' '0.1961'
 '2.188129932615916' '8.603519392976576']",,,,,,,,,,,K. C. Chambers
2023vzs,20:57:45.636,+04:47:48.31,2023-09-17 07:05:32.064,2023-10-30,21.57,ABMag,w - P1,2.5199683498826535,18.049806960355003,Galaxy,-19.27751304266546,1477.415355465361,0.3732,"['314.439502' '4.797023' 'Galaxy' '1477.415355465361' '0.3732'
 '2.5199683498826535' '18.049806960355003']",,,,,,,,,,,K. C. Chambers
2023wbp,10:57:58.668,+41:49:46.26,2023-10-27 14:24:32.832,2023-10-30,20.64,ABMag,r - P1,2.780731240647814,7.032021770126672,Galaxy,-17.946731618450073,521.6104982541038,0.124,"['164.494466' '41.830289' 'Galaxy' '521.6104982541038' '0.124'
 '2.780731240647814' '7.032021770126672']",,,,,,,,,,,D. O. Jones (UC Santa Cruz)
2023war,09:28:11.718,+18:35:43.25,2023-10-25 14:06:31.104,2023-10-30,20.97,ABMag,w - P1,2.8094252891699254,16.27245099558447,Galaxy,-19.41630309040238,1194.7048261516109,0.296,"['142.048048' '18.595089' 'Galaxy' '1194.7048261516109' '0.296'
 '2.8094252891699254' '16.27245099558447']",Galaxy,-19.961864049627124,1535.934904391074,0.3896,"['142.049947' '18.594988' 'Galaxy' '1535.934904391074' '0.3896'
 '4.0408555584216055' '30.089917948432']",,,,,,K. C. Chambers
2023vzo,22:40:50.975,-07:08:38.30,2023-10-17 05:19:11.424,2023-10-30,21.77,ABMag,w - P1,2.8344966705961654,17.92167249010071,Galaxy,-18.806638592527346,1304.1505188899846,0.3255,"['340.211714' '-7.144375' 'Galaxy' '1304.1505188899846' '0.3255'
 '2.8344966705961654' '17.92167249010071']",,,,,,,,,,,K. C. Chambers
2023vzr,22:42:29.968,+13:37:05.83,2023-10-15 05:37:45.984,2023-10-30,21.38,ABMag,w - P1,2.9049710108896822,13.983529116292155,Galaxy,-18.604500606741173,992.8876787523525,0.2428,"['340.625046' '13.619074' 'Galaxy' '992.8876787523525' '0.2428'
 '2.9049710108896822' '13.983529116292155']",,,,,,,,,,,K. C. Chambers
2023was,03:47:14.411,-11:40:20.52,2023-09-20 13:48:57.024,2023-10-30,21.14,ABMag,w - P1,2.918914964064666,14.718159365053465,Galaxy,-18.9452859562725,1040.0571195725063,0.2551,"['56.809295' '-11.672025' 'Galaxy' '1040.0571195725063' '0.2551'
 '2.918914964064666' '14.718159365053465']",,,,,,,,,,,K. C. Chambers
2023wae,02:12:31.780,+16:37:15.00,2023-10-15 12:19:14.304,2023-10-30,21.29,ABMag,w - P1,2.9403457977150027,22.046829612721496,Galaxy,-19.65686435253852,1546.581712267957,0.3926,"['33.133221' '16.620563' 'Galaxy' '1546.581712267957' '0.3926'
 '2.9403457977150027' '22.046829612721496']",,,,,,,,,,,K. C. Chambers
2018mkw,01:54:50.743,+15:26:31.81,2018-07-13 00:00:00.000,2023-10-30,19.21,ABMag,g - ZTF,2.954097314369311,20.189125689584557,Galaxy,-21.535589235779902,1409.671265202053,0.3544,"['28.71193' '15.442833' 'Galaxy' '1409.671265202053' '0.3544'
 '2.954097314369311' '20.189125689584557']",,,,,,,,,,,A. Baluta (MSU) and T. Pshenichniy (MSU) on behalf of the Fink broker report the discovery of a new...
2023wap,01:31:55.239,+28:28:01.32,2023-10-17 07:50:43.296,2023-10-30,21.59,ABMag,w - P1,4.128908777237933,15.364122977709332,Galaxy,-17.83548810029053,767.5339951061836,0.1851,"['22.979113' '28.466352' 'Galaxy' '767.5339951061836' '0.1851'
 '4.128908777237933' '15.364122977709332']",,,,,,,,,,,K. C. Chambers
2023vzh,02:16:14.532,+06:56:10.35,2023-10-10 11:36:41.184,2023-10-30,21.73,ABMag,w - P1,4.558757967290629,10.15981889915708,Galaxy,-16.5823228224148,459.6894794221258,0.1089,"['34.061825' '6.936249' 'Galaxy' '459.6894794221258' '0.1089'
 '4.558757967290629' '10.15981889915708']",,,,,,,,,,,K. C. Chambers
2023wab,03:25:34.181,+03:39:41.03,2023-10-15 11:12:07.200,2023-10-30,21.75,ABMag,w - P1,4.915851658288221,17.74370701427546,Galaxy,-17.60935360941923,744.5103196543135,0.1793,"['51.391671' '3.660255' 'Galaxy' '744.5103196543135' '0.1793'
 '4.915851658288221' '17.74370701427546']",,,,,,,,,,,K. C. Chambers
