TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023zcy,10:12:57.263,+39:28:50.28,2023-12-07 14:13:24.960,2023-12-09,20.36,ABMag,w - P1,0.009875303805551182,inf,Galaxy,-inf,inf,inf,"['153.238595' '39.480636' 'Galaxy' 'inf' 'inf' '0.009875303805551182'
 'inf']",K. C. Chambers,Yes
2023zct,01:17:06.060,+43:40:34.54,2023-12-06 12:07:12.000,2023-12-09,18.89,ABMag,G - Gaia,0.07120012560937095,0.20085211654939777,Galaxy,-19.93410392937058,581.8630590714226,0.1388,"['19.275268' '43.676276' 'Galaxy' '581.8630590714226' '0.1388'
 '0.07120012560937095' '0.20085211654939777']",S.T. Hodgkin,No
2023zcq,14:22:18.680,+45:54:07.27,2023-12-06 07:29:16.800,2023-12-09,18.87,ABMag,G - Gaia,0.37792256293878557,1.61892943130349,Galaxy,-20.86125115197883,883.5888571617264,0.2146,"['215.577785' '45.90192' 'Galaxy' '883.5888571617264' '0.2146'
 '0.37792256293878557' '1.61892943130349']",S.T. Hodgkin,No
2023zcg,01:00:58.819,-10:13:49.26,2023-10-17 08:46:02.784,2023-12-09,21.33,ABMag,w - P1,0.6861800085029133,3.133502008545209,Galaxy,-18.540085248146852,941.9265741599601,0.2296,"['15.245025' '-10.230167' 'Galaxy' '941.9265741599601' '0.2296'
 '0.6861800085029133' '3.133502008545209']",K. C. Chambers,No
2023zdh,02:16:45.878,-06:00:41.43,2023-12-08 06:29:36.384,2023-12-09,19.8,ABMag,w - P1,1.1538326916014543,3.2957327124627174,Galaxy,-19.051171380905064,589.1613873639716,0.1406,"['34.190955' '-6.011757' 'Galaxy' '589.1613873639716' '0.1406'
 '1.1538326916014543' '3.2957327124627174']",K. C. Chambers,No
2023zdd,00:40:32.517,+21:14:48.32,2023-12-08 07:29:23.712,2023-12-09,20.66,ABMag,w - P1,1.2213275815863087,7.062968967382042,Galaxy,-19.72290133134361,1192.8347050918244,0.2955,"['10.135275' '21.247031' 'Galaxy' '1192.8347050918244' '0.2955'
 '1.2213275815863087' '7.062968967382042']",K. C. Chambers,No
2023zdn,00:53:04.812,+19:02:11.32,2023-12-08 07:34:13.152,2023-12-09,20.61,ABMag,w - P1,1.4247873843485992,5.819499969306888,Galaxy,-19.017803711815617,842.4822165185788,0.2041,"['13.270092' '19.036084' 'Galaxy' '842.4822165185788' '0.2041'
 '1.4247873843485992' '5.819499969306888']",K. C. Chambers,No
2023zda,08:34:47.321,+22:09:02.95,2023-12-07 11:45:27.360,2023-12-09,21.6,ABMag,w - P1,1.751016663884714,13.730845182812695,Galaxy,-19.44416062236146,1617.4546934166601,0.4127,"['128.696757' '22.15052' 'Galaxy' '1617.4546934166601' '0.4127'
 '1.751016663884714' '13.730845182812695']",K. C. Chambers,No
2023zdu,02:01:37.816,-02:48:58.04,2023-12-08 06:26:49.632,2023-12-09,21.29,ABMag,w - P1,2.096720373680021,4.630983321380376,Galaxy,-17.002789174161478,455.5728505909448,0.1079,"['30.408132' '-2.816265' 'Galaxy' '455.5728505909448' '0.1079'
 '2.096720373680021' '4.630983321380376']",K. C. Chambers,No
2023zcf,08:46:24.547,+33:48:12.74,2023-10-17 13:41:32.064,2023-12-09,21.31,ABMag,w - P1,2.414164823708341,16.112306535086105,Galaxy,-19.384079656293085,1376.6258844587273,0.3453,"['131.601487' '33.803667' 'Galaxy' '1376.6258844587273' '0.3453'
 '2.414164823708341' '16.112306535086105']",K. C. Chambers,No
2023zcz,02:40:18.632,-01:26:39.37,2023-12-08 06:35:15.072,2023-12-09,21.45,ABMag,w - P1,2.5270087561337062,6.81499932587332,Galaxy,-17.27642101815159,556.2681617648424,0.1325,"['40.077478' '-1.444954' 'Galaxy' '556.2681617648424' '0.1325'
 '2.5270087561337062' '6.81499932587332']",K. C. Chambers,No
2023zcr,14:26:01.720,+52:56:59.78,2023-11-07 01:33:36.000,2023-12-09,18.91,ABMag,G - Gaia,2.6614382837667936,2.923436146250848,Galaxy,-17.866011729239613,226.56996931895068,0.053,"['216.508365' '52.94978' 'Galaxy' '226.56996931895068' '0.053'
 '2.6614382837667936' '2.923436146250848']",S.T. Hodgkin,Yes
2023zdf,00:03:23.302,+21:15:21.97,2023-12-08 07:19:50.880,2023-12-09,21.55,ABMag,w - P1,3.0186152913282434,12.461494668070138,Galaxy,-18.100937507337722,851.5055862448149,0.2064,"['0.847158' '21.256939' 'Galaxy' '851.5055862448149' '0.2064'
 '3.0186152913282434' '12.461494668070138']",K. C. Chambers,No
2023zdi,02:27:24.157,-04:36:33.64,2023-12-08 06:37:08.256,2023-12-09,20.73,ABMag,w - P1,3.0763348611175134,5.113402200513253,Galaxy,-16.945507401168538,342.84788938174967,0.0807,"['36.850395' '-4.610159' 'Galaxy' '342.84788938174967' '0.0807'
 '3.0763348611175134' '5.113402200513253']",K. C. Chambers,No
2023zdg,02:24:23.004,-04:34:16.18,2023-12-08 06:37:08.256,2023-12-09,20.47,ABMag,w - P1,3.123355495681769,13.361967172569006,Galaxy,-19.258370579161138,882.4175069847374,0.2143,"['36.096586' '-4.570698' 'Galaxy' '882.4175069847374' '0.2143'
 '3.123355495681769' '13.361967172569006']",K. C. Chambers,No
2023zdp,02:25:46.063,-01:56:22.05,2023-12-08 06:33:23.616,2023-12-09,21.41,ABMag,w - P1,3.4598229040573014,18.040420924369894,Galaxy,-18.74808965103978,1075.5186117342641,0.2644,"['36.441301' '-1.940186' 'Galaxy' '1075.5186117342641' '0.2644'
 '3.4598229040573014' '18.040420924369894']",K. C. Chambers,No
2023zdr,01:28:57.927,+01:39:31.81,2023-12-08 05:25:14.304,2023-12-09,20.59,ABMag,w - P1,4.19315799693961,21.04227053069528,Galaxy,-19.48488253105204,1035.0861706778046,0.2538,"['22.242523' '1.658731' 'Galaxy' '1035.0861706778046' '0.2538'
 '4.19315799693961' '21.04227053069528']",K. C. Chambers,No
2023zch,07:57:17.227,+50:12:10.27,2023-10-24 12:54:01.728,2023-12-09,21.42,ABMag,w - P1,4.56723082884886,34.14316872449801,Galaxy,-19.52037997947626,1541.970254115832,0.3913,"['119.32106' '50.204035' 'Galaxy' '1541.970254115832' '0.3913'
 '4.56723082884886' '34.14316872449801']",K. C. Chambers,No
2023zdc,00:19:48.221,+25:35:55.49,2023-12-08 07:11:07.296,2023-12-09,19.32,ABMag,g - P1,4.864907837490526,10.923638325886175,Galaxy,-19.00858914222721,463.1459049416279,0.10974,"['4.952222' '25.598077' 'Galaxy' '463.1459049416279' '0.10974'
 '4.864907837490526' '10.923638325886175']",D. O. Jones (UC Santa Cruz),Yes
