TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024ah,ZTF24aaacvit,,7.659570988733321,-0.43,-0.43,19.1275,19.5613,2024-01-02T12:46:08.999023,2.0,2.0,rising/peak,,NT,1.42,19.1275,19.5613,20.1492,20.069,0.08,0.00395833,60311.4,60311.5,184.66140339999998,24.034242149999997
2024dd,ZTF24aaaddud,,22.629848788958043,-0.32,-0.32,19.4884,19.8064,2024-01-02T12:55:08.999031,1.0,1.0,rising/peak,,SN,1.85,19.4884,19.8064,20.9068,20.7209,0.19,0.5,60311.5,60311.5,214.65304355,12.266182950000001
2024Y,ZTF24aaaazdc,,6.795219189021736,-0.22,-0.22,19.3957,19.6133,2024-01-02T10:27:49.000305,2.0,2.0,rising/peak,,SN,2.97,19.3957,19.6133,20.7912,20.6605,0.13,0.5,60311.3,60311.4,161.58084165,66.40807509999999
2024O,ZTF23abwanhl,,17.687846488785,-0.18,-0.18,18.711,18.8902,2024-01-02T10:44:55.000335,1.0,1.0,rising/peak,,SN,0.5,18.711,18.8902,-999.0,21.684,-1020.68,0.0735417,60311.3,60311.4,122.16550104999999,23.3543253
2024dp,ZTF24aaaakfn,,22.925820988602936,-0.15,-0.15,19.9732,20.1248,2024-01-02T03:19:30.002868,2.0,2.0,rising/peak,,SN,1.42,19.9732,20.1248,21.9512,21.6927,0.26,0.00708333,60311.1,60311.1,355.31089345,30.3814767
2024X,ZTF24aaabcls,,16.684351088944823,-0.11,-0.11,19.0601,19.1709,2024-01-02T10:46:16.000335,2.0,2.0,rising/peak,,SN,1.54,19.0601,19.1709,19.4377,18.8147,0.62,0.0361667,60311.3,60311.4,124.42873420000001,20.26054735
2024am,ZTF24aaadekf,,21.615462188608944,-0.1,-0.1,19.2478,19.3509,2024-01-02T12:27:14.999053,2.0,2.0,rising/peak,,SN,0.91,19.2478,19.3509,19.7161,19.1958,0.52,0.00645833,60311.5,60311.5,209.91215234999999,58.87314845
2023acjd,ZTF24aaaddxu,,1.6779390890151262,0.02,-0.09,19.3052,19.392,2024-01-02T12:55:49.995834,2.0,2.0,rising/peak,,SN,3.38,19.3052,19.392,-999.0,21.5435,-1020.54,0.5,60291.5,60311.5,212.49033235,15.522633125
2024ag,ZTF24aaaddqv,,20.58657328877598,-0.06,-0.06,19.2786,19.335,2024-01-02T12:53:07.002227,2.0,2.0,rising/peak,,SN,2.57,19.2786,19.335,19.4299,18.9428,0.49,,60311.5,60311.5,215.5590464,-1.4442753499999998
2024cf,ZTF24aaadebq,,20.58753398898989,-0.01,-0.04,18.9746,19.0147,2024-01-02T13:08:11.999046,1.0,1.0,,,SN,0.08,18.9746,18.9634,-999.0,-999.0,0.0,0.982869,60311.5,60311.5,232.10950116666663,22.5982198
2024aa,ZTF24aaadhyw,,,-0.21,-0.03,19.6109,19.6383,2024-01-02T12:34:06.997428,2.0,2.0,rising/peak,,SN,3.26,19.6109,19.6383,20.2311,19.7397,0.49,0.0114583,60311.5,60311.5,242.04639113333334,57.39156186666667
2023acjg,ZTF24aaaddvt,,22.59247608901933,-0.64,0.07,19.2383,19.1652,2024-01-02T12:58:32.998085,1.0,1.0,rising/peak,,SN,0.31,19.2383,19.1652,21.435,21.0966,0.34,0.0208333,60290.6,60311.5,221.35484343333334,8.385134133333333
2024ao,ZTF18aavpets,,22.631260788999498,0.09,0.09,18.9756,18.8897,2024-01-02T13:08:53.998092,2.0,2.0,rising/peak,,NT,0.25,18.9756,18.8897,19.2618,19.0356,0.23,0.0118333,60311.5,60311.5,229.0611197,30.392399349999998
