TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023wcv,ZTF23abnzopx,,-0.23,-0.58,19.1642,19.7456,2023-12-09T08:58:17.996170,6,1,,fading,SN,2.33,18.8997,18.894,20.5404,20.3254,0.22,0.588083,60258.5,60287.4,130.5747511666667,18.726033
2023wcx,ZTF23aboagnt,,,,,19.1988,2023-11-06T13:09:23.996162,2,2,,fading,SN,6.96,,18.6224,20.1462,19.7122,0.43,0.0332917,60246.5,60254.5,183.97847895,11.742085466666666
2023wcy,ZTF23abnrtcb,SN II,,,19.8658,,2023-12-12T05:06:44.997131,4,2,,fading,SN,0.78,18.7138,,20.7773,20.728,0.05,,60260.2,60290.2,9.488735940000002,-4.44609428
2023wdd,ZTF23abobwsd,SN II,0.11,-0.49,18.7965,19.29,2023-12-13T03:16:01.001266,5,2,,fading,SN,12.5,18.7965,18.0748,20.3492,20.253,0.1,0.173214,60261.3,60291.1,19.54595274,38.44239568
