tns_name,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023yoz,ZTF23absdyss,,,,,17.7785,2023-12-09T10:41:01.996810,1,1,,,SN,3.2,,17.7785,17.4616,16.8816,0.58,0.0773631,60287.4,60287.4,183.2828313,21.4946065
2023ypc,ZTF23absjfkl,,,,20.5214,,2023-12-13T11:42:27,1,1,,fading,SN,3.67,20.0742,,21.5342,20.4678,1.07,0.5,60287.5,60291.5,180.3158085,43.3190771
