TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024ppq,ZTF24aavwrmj,,0.6498708189465106,-0.64,-0.64,19.7514,20.3864,2024-07-16T10:24:45.996475,1.0,1.0,rising/peak,,SN,4.2,19.7514,20.3864,18.0472,17.3883,0.66,0.0133333,60505.4,60507.4,5.0888276,19.396114949999998
2024ppj,ZTF24aavyicb,,3.7228337191045284,-0.33,-0.33,19.2252,19.5535,2024-07-16T07:45:23.996154,2.0,2.0,rising/peak,,SN,1.18,19.2252,19.5535,20.0124,19.6347,0.38,,60507.3,60507.3,249.19049295000002,56.336146
2024poo,ZTF18aarunfu,,3.743724918924272,-0.32,-0.32,19.1573,19.4773,2024-07-16T07:48:48.003860,2.0,2.0,rising/peak,,NT,0.76,19.1573,19.4773,18.3968,17.7631,0.63,0.0300417,60507.3,60507.3,243.47214705,43.00374455
2024ppe,ZTF24aauvbms,,13.63445411901921,0.02,-0.17,19.7532,19.9261,2024-07-16T09:53:47.999023,2.0,2.0,rising/peak,,ORPHAN,0.0,19.7532,19.9261,19.9601,19.5125,0.45,0.00166667,60500.3,60507.4,269.7970831,83.3537888125
2024pps,ZTF24aavrelg,,3.619604618754238,-0.36,-0.17,19.7824,19.9555,2024-07-16T09:38:44.998092,2.0,2.0,rising/peak,,SN,1.38,19.7824,19.9555,-999.0,21.9813,-1020.98,0.5,60504.4,60507.4,337.53733743333333,17.606623066666668
2024pph,ZTF24aavzrue,,3.621965718921274,0.17,-0.01,19.723,19.7301,2024-07-16T09:35:19.003189,2.0,2.0,rising/peak,,SN,1.79,19.723,19.7301,18.9815,18.0121,0.97,0.025,60507.4,60507.4,330.5558738,14.499708
2024ppz,ZTF24aavzpcw,,1.8020004187710583,0.09,0.08,20.1067,20.0296,2024-07-16T07:41:50.000656,1.0,1.0,rising/peak,,SN,1.43,20.1067,20.0296,21.2014,20.8459,0.36,0.001875,60502.3,60507.3,226.2133107857143,59.9393304
2024ppl,ZTF24aauhayx,,39.57424581889063,0.12,0.12,18.4192,18.297,2024-07-16T09:24:43.004150,2.0,2.0,rising/peak,,VS,0.31,18.4192,18.297,17.6146,16.8054,0.81,0.0686131,60494.5,60507.4,19.5604975,23.92438635
2024ppk,ZTF24aavovrp,,5.795148518867791,-0.15,0.14,19.0828,18.9471,2024-07-16T07:37:01.001296,3.0,3.0,rising/peak,,NT,0.22,19.0828,18.9471,19.0649,18.3904,0.67,0.0025,60504.3,60507.3,230.83037376666667,7.273886833333333
2024ppf,ZTF24aaugufo,,2.634199518710375,0.08,0.26,20.4189,20.1636,2024-07-16T10:36:20.998092,2.0,2.0,,fading,SN,4.31,20.0961,19.9655,-999.0,-999.0,0.0,0.5,60499.4,60507.4,342.61178298999994,36.92388949000001
2024pox,ZTF18abvnjhp,,6.8125675190240145,,,,19.8496,2024-07-10T06:32:25.002243,,,,,AGN,0.15,,19.8496,18.2529,17.7914,0.46,0.0133333,60501.3,60501.3,259.1884494,11.3270829
2024poz,ZTF18abqzkzg,,247.83169951895252,,,19.5638,,2023-11-12T05:35:20.996154,,,,,VS,0.31,19.3736,,17.7519,17.8339,-0.08,0.9985,60230.4,60260.2,20.060218466666665,-8.123634183333333
2024ppp,ZTF24aavsvkl,,6.6258661188185215,,,19.7693,,2024-07-16T10:31:57.002868,2.0,2.0,,,SN,0.17,19.7693,,19.7229,19.6814,0.04,0.00291667,60504.5,60507.4,348.4697192,-8.7367108
2024ppr,ZTF24aavpzbc,,0.6808546190150082,,,19.7501,,2024-07-16T09:49:38.000625,1.0,1.0,,,SN,1.89,19.7501,,-999.0,19.9277,-1018.93,0.5,60504.3,60507.4,297.54963779999997,58.35651493333334
2024pqa,ZTF24aavzchn,,3.671028219163418,,,,20.2035,2024-07-16T06:35:34.002227,1.0,1.0,,,SN,2.08,,20.2035,20.3698,20.2268,0.14,,60507.3,60507.3,259.5072113,68.1545346
