TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024jay,ZTF24aamzpys,,10.883207484148443,-0.26,-1.14,19.2113,20.3557,2024-05-18T04:56:58.997779,3,3,rising/peak,,NT,0.89,19.2113,20.3557,19.5338,19.0904,0.44,0.00895833,60437.2,60448.2,151.29074,18.48692615
2024jbg,ZTF24aangmcn,,4.627663484308869,0.05,-0.27,19.73,20.0004,2024-05-18T08:42:16.001266,5,5,rising/peak,,SN,736.93,19.73,20.0004,22.0558,21.5664,0.49,0.00583333,60438.4,60448.4,259.9806979875,57.714204575
2024jbm,ZTF24aaoihlo,,2.7509273844771087,-0.2,-0.2,19.5339,19.7338,2024-05-18T09:05:52.995834,2,2,rising/peak,,SN,2.09,19.5339,19.7338,19.8267,19.2095,0.62,0.00125,60448.4,60448.4,255.4414018,11.55690255
2024jaz,ZTF24aalqrpz,,10.81851998437196,0.16,-0.08,18.8351,18.9144,2024-05-18T05:40:14.998100,7,6,rising/peak,,NT,0.48,18.8351,18.9144,19.8462,19.4926,0.35,0.00783333,60430.2,60448.2,160.7691983875,16.264814774999998
2024jbx,ZTF24aamzftx,,5.8660430843010545,0.14,0.01,19.1712,19.1622,2024-05-15T04:09:11.001586,3,3,rising/peak,,VS,0.69,19.1712,19.1622,18.1758,17.1808,1.0,0.0439881,60441.2,60445.2,170.7205550333333,-27.60544706666667
2024jbu,ZTF24aanieom,,3.6298740841448307,0.05,0.05,20.4651,20.4181,2024-05-17T09:15:38.001594,1,1,rising/peak,,SN,2.3,20.4651,20.4181,19.2886,18.1814,1.11,0.0102083,60443.4,60447.4,243.62598665000002,50.6949446
2024jcb,ZTF24aamqkcm,,6.654931984376162,0.51,0.25,19.1293,18.8781,2024-05-14T07:54:13.999679,3,3,rising/peak,,VS,0.07,19.1293,18.8781,18.3873,17.5919,0.8,0.0337083,60432.4,60444.3,243.3465132,-19.54966375
2024jby,ZTF24aanpkiz,,6.738068584352732,0.3,0.3,20.0828,19.7828,2024-05-14T06:49:51.997451,1,1,rising/peak,,SN,1.33,20.0828,19.7828,20.6499,20.1667,0.48,,60440.3,60444.3,216.5026381,-21.2961243
2024jax,ZTF24aaodngr,,2.7889249841682613,,,19.4415,,2024-05-18T05:16:27.998397,1,1,,,SN,3.81,19.4415,,-999.0,-999.0,0.0,0.5,60446.2,60448.2,184.91297895,48.29772115
2024jba,ZTF24aamrkny,,15.86088108457625,,,,18.6091,2024-05-18T05:38:13.001296,1,1,,,NT,1.26,,18.6091,19.4264,18.8658,0.56,0.00666667,60448.2,60448.2,142.6497274,10.4480529
2024jbb,ZTF24aankvon,,2.7153138844296336,,,19.1093,,2024-05-18T05:30:19.995857,2,2,,,SN,3.44,19.1093,,18.4067,17.7166,0.69,0.01875,60444.3,60448.2,204.5138235,3.1739861
2024jbi,ZTF24aagvvun,,1.567860184237361,,,,18.2609,2024-05-18T11:35:36.997436,1,1,,fading,SN,1.08,,17.9924,21.1317,20.911,0.22,0.5,60447.5,60448.5,15.3657899,22.81879545
2024jbl,ZTF24aaoikmz,,0.6820152844302356,,,,20.1099,2024-05-18T09:05:52.995834,1,1,,,SN,0.17,,20.1099,21.928,21.4142,0.51,0.0025,60448.4,60448.4,255.911194,15.0195837
2024jbs,ZTF24aanvjid,,0.8109273845329881,,,19.5287,,2024-05-18T08:46:08.996177,1,1,,,SN,0.23,19.5287,,-999.0,21.8726,-1020.87,0.00854167,60448.4,60448.4,211.0387619,38.7396412
2024jbt,ZTF24aanjcjn,,3.5938439844176173,,,,19.2613,2024-05-17T08:57:51.998397,2,2,,,VS,0.12,,19.2613,19.117,18.2556,0.86,0.050125,60442.5,60447.4,300.31178805,-11.29897695
2024jca,ZTF24aamtxrn,,5.6897351844236255,,,19.6859,,2024-05-17T06:23:21.001937,5,5,,,NT,0.22,19.6859,,19.0043,18.1538,0.85,,60438.3,60447.3,226.61928641999998,56.61518294
2024jcc,ZTF22aatxpah,,0.7859041844494641,,,19.7202,,2024-05-18T08:15:36.002861,2,2,,,NT,0.65,19.5235,,17.7273,17.2626,0.46,0.0748631,60446.4,60448.3,216.05785715,4.22317695
2024jcd,ZTF18aaqkitm,,3.8314828844740987,,,19.6473,,2024-05-15T06:40:09.998397,5,5,,,NT,0.31,19.4488,,18.5079,17.5536,0.95,0.0445417,60434.3,60445.3,175.55006006666665,47.29613228333333
