TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024lnf,ZTF24aaihwqa,,63.82345170574263,-0.07,-0.18,20.1332,20.3182,2024-04-16T06:37:22.995841,2,2,rising/peak,,SN,1.75,20.1332,20.3072,21.6119,21.3996,0.21,,60404.2,60416.3,170.0024823777778,16.894807755555558
2024low,ZTF24aaqtzil,,17.676368406042457,-0.0,-0.17,19.8138,19.9804,2024-06-15T08:57:30.000976,3,3,rising/peak,,SN,0.6,19.8133,19.9804,21.4732,21.2035,0.27,,60462.3,60476.4,247.1173093545455,42.624342390909085
2024loa,ZTF20aawwrcf,,27.66690080612898,-0.01,-0.11,19.4453,19.5579,2024-06-16T09:04:08.002555,19,10,rising/peak,,VS,0.15,19.4134,19.4966,19.4156,18.3763,1.04,0.0275,60450.4,60477.4,252.49732437894735,4.8895769842105254
2024lpk,ZTF24aaovreb,,4.686981806065887,0.1,-0.04,20.0643,20.0994,2024-06-12T08:20:02.996147,3,3,rising/peak,,SN,0.56,20.031,20.0881,-999.0,22.2388,-1021.24,0.0394107,60445.4,60473.3,248.34225717647058,44.21649862058822
2024lnz,ZTF24aaoywdz,,22.839400805998594,-0.05,0.04,19.8683,19.8302,2024-06-01T04:31:26.996147,1,1,rising/peak,,SN,18.73,19.8683,19.8302,-999.0,21.7653,-1020.77,0.0151667,60460.2,60462.2,190.07371286666668,-22.8769374
2024lon,ZTF24aasbpmj,,17.639771105721593,-0.01,0.08,20.0574,19.9741,2024-06-16T10:30:28.002220,4,4,rising/peak,,SN,0.94,19.9896,19.9741,22.1222,21.4206,0.7,0.00825,60462.4,60477.4,340.53973034,6.07608748
2024lpz,ZTF24aamxxsw,,36.667884605936706,0.07,0.13,20.4823,20.3548,2024-05-16T07:53:56.996147,1,1,rising/peak,,SN,0.23,20.4152,20.1679,21.9141,21.5898,0.32,0.00175,60431.4,60446.3,263.112648816,32.59608622
2024lob,ZTF18aagrkrz,,114.65859060594812,0.14,0.2,17.6062,17.4111,2024-06-15T08:41:34.995857,22,10,rising/peak,,AGN,0.03,17.5857,17.4111,17.5303,17.1772,0.35,0.0789583,60447.4,60476.4,247.11210300454547,27.938434263636363
2024lpj,ZTF24aappmpn,,20.691171606071293,0.22,0.22,20.762,20.5448,2024-05-31T06:23:18.003845,1,1,rising/peak,,SN,6.12,20.762,20.5448,21.928,21.179,0.75,,60457.3,60461.3,212.22181445,3.3981852999999997
2024lqf,ZTF24aajitok,,56.7133012060076,0.09,0.25,20.7869,20.5397,2024-05-04T08:40:26.999038,2,2,,fading,SN,5.19,19.8935,19.8759,20.6194,20.0999,0.52,0.00520833,60404.4,60434.4,244.88157178333333,52.482688716666665
2024loc,ZTF18aaovavv,,116.51060450589284,0.44,0.44,17.5947,17.1537,2024-06-16T07:53:33.002876,24,11,,fading,AGN,0.03,16.8789,16.4089,18.8346,18.3149,0.52,0.99875,60448.3,60477.3,235.20624815416667,14.7960760375
2024loc,ZTF18adjccuo,,116.51060450589284,0.49,0.46,17.2425,16.7835,2024-05-16T08:54:27.999343,27,18,,fading,AGN,0.14,16.7875,16.1291,18.8346,18.3149,0.52,0.99875,60416.5,60446.4,235.20624266666667,14.796074040740743
2024lng,ZTF24aajhkza,,17.852224805857986,0.39,0.55,20.2608,19.7068,2024-06-01T06:51:31.003189,13,6,,fading,NT,1.29,19.8969,19.7068,19.5335,19.6645,-0.13,0.5,60434.3,60462.3,212.4050898307692,38.97974642307692
2024lnm,ZTF18aalpioq,,4.804609105922282,,,19.4386,,2024-06-16T04:53:56.996147,1,1,,,NT,1.03,19.4386,,18.7544,18.0647,0.69,0.0129167,60477.2,60477.2,177.620253,27.2281526
2024lnv,ZTF24aaqahoc,,17.584215606097132,,,,19.8998,2024-06-01T11:16:12.999359,2,2,,fading,SN,0.31,,19.6989,20.6917,20.4619,0.23,0.0184375,60457.5,60462.5,17.02307335,46.50887376666666
2024lom,ZTF24aarrxmu,,3.7675721058622003,,,19.5311,,2024-06-15T05:45:02.001609,1,1,,,SN,3.29,19.5311,,21.1771,20.6932,0.48,0.0025,60476.2,60476.2,180.7772628,16.8404789
2024lpa,ZTF24aaqwomt,,,,,19.5986,,2024-06-15T10:11:19.003181,1,1,,,SN,4.67,19.5986,,20.0537,19.4033,0.65,0.0181667,60476.4,60476.4,350.9213255,5.9177
2024lpb,ZTF24aarxxmm,,,,,19.3181,,2024-06-15T10:11:19.003181,1,1,,,NT,0.2,19.3181,,20.0775,20.2186,-0.14,,60476.4,60476.4,354.1525842,1.1408934
2024lpc,ZTF24aasbqph,,,,,19.3544,,2024-06-14T10:56:24.999366,1,1,,,SN,0.17,19.3544,,19.6007,19.0099,0.59,0.000833333,60475.5,60475.5,343.0218938,-7.1209544
2024lpi,ZTF24aapeuyd,,22.736565106082708,,,20.6936,,2024-05-29T07:07:50.001579,1,1,,,SN,0.46,20.6038,,20.7005,19.7672,0.93,0.000625,60457.3,60459.3,211.2755371,2.4619231
2024lpo,ZTF24aapeaaf,,22.738521106075495,,,20.3813,,2024-05-29T05:39:22.000320,1,1,,,SN,0.26,20.3813,,-999.0,-999.0,0.0,0.917708,60457.3,60459.2,194.7691537,6.371086099999999
2024lpr,ZTF24aapeonr,,22.74444710602984,,,20.4922,,2024-05-29T06:46:46.997772,1,1,,,SN,0.64,20.4922,,22.2237,21.6507,0.57,0.000625,60459.3,60459.3,210.3528989,48.3547242
2024lqj,ZTF24aajowic,,71.72817390598357,,,20.5171,,2024-04-13T08:06:25.997756,1,1,,,SN,0.2,20.5171,,21.2542,20.9166,0.34,0.0025,60413.3,60413.3,218.9744555,3.3410542
