TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024bgx,ZTF24aaeaicm,,1.8339172028936446,-0.7,-0.78,19.0636,19.8481,2024-02-01T03:29:51.996475,1,1,rising/peak,,SN,1.69,19.0636,19.8481,20.7072,-999.0,1019.71,0.5,60334.2,60341.1,12.176612266666666,24.8842952
2024bhk,ZTF24aaecofw,,7.8116719028912485,-0.31,-0.31,19.7953,20.103,2024-02-01T06:03:03.997436,1,1,rising/peak,,SN,5.51,19.7953,20.103,19.1295,18.1801,0.95,0.003125,60339.3,60341.3,129.9739502,-1.4575162499999998
2024bgz,ZTF24aaecooj,,3.7085237028077245,-0.29,-0.29,18.1917,18.4814,2024-02-01T07:08:49.997756,2,2,rising/peak,,VS,0.06,18.1917,18.4814,18.5666,17.9139,0.65,0.051,60341.3,60341.3,146.01985485,-4.20136005
2024bik,ZTF24aaecxvz,,3.697783002629876,-0.19,-0.19,19.2589,19.4451,2024-02-01T09:17:19.996810,2,2,rising/peak,,VS,0.26,19.2589,19.4451,19.8777,19.8183,0.06,0.0307917,60341.3,60341.4,187.1414866,63.3287012
2024bgu,ZTF24aaeahkg,,5.833234402816743,-0.15,-0.15,19.2134,19.3629,2024-02-01T04:02:35.998092,1,1,rising/peak,,SN,4.63,19.2134,19.3629,-999.0,-999.0,0.0,0.5,60341.1,60341.2,71.32108199999999,-14.6007639
2024bgw,ZTF24aadrjtp,,7.8267413028515875,-0.14,-0.14,19.233,19.3757,2024-02-01T03:35:16.998733,3,3,,,SN,6.15,19.233,19.369,-999.0,21.9353,-1020.94,0.5,60339.3,60341.1,57.131532099999994,-5.168526866666666
2024bgr,ZTF24aaeahrt,,14.861706602852792,0.06,-0.13,18.4949,18.6237,2024-02-01T04:02:35.998092,2,2,rising/peak,,SN,6.8,18.4949,18.6237,18.3788,17.9068,0.47,0.00791667,60336.2,60341.2,72.08853273333334,-20.417381633333335
2024bhh,ZTF24aaecrsn,,3.7047506030648947,-0.12,-0.12,19.1562,19.2747,2024-02-01T07:11:34.002258,2,2,rising/peak,,SN,5.29,19.1562,19.2747,20.0836,19.1141,0.97,0.00375,60341.3,60341.3,150.72426595000002,26.8032375
2024bhf,ZTF24aaedeot,,3.7052251026034355,-0.09,-0.09,18.8059,18.8925,2024-02-01T07:10:52.996803,2,2,rising/peak,,NT,0.12,18.8059,18.8925,18.6711,18.0752,0.6,0.0170833,60341.3,60341.3,151.30797655,15.768800800000001
2024bhm,ZTF24aadkvnv,,13.669067702721804,0.16,-0.08,17.4539,17.5312,2024-02-01T10:02:03.001937,3,3,rising/peak,,NT,0.86,17.4539,17.5312,18.726,18.2288,0.5,0.137399,60335.4,60341.4,152.28989465,-26.7483595
2024bgt,ZTF24aadrkdt,,7.8562436029314995,-0.05,-0.07,18.6459,18.7122,2024-02-01T04:01:55.001296,2,2,,,SN,2.14,18.6459,18.6783,19.253,18.3151,0.94,0.0360833,60339.3,60341.2,76.8589138,-26.895514233333333
2024bin,ZTF24aaectnx,,3.7033038027584553,-0.23,-0.06,19.8214,19.8852,2024-02-01T08:36:10.995841,1,1,rising/peak,,SN,0.14,19.8214,19.8852,22.0173,21.462,0.56,0.0120833,60340.3,60341.4,162.486598,40.60875836666667
2024bii,ZTF24aaedohi,,2.736891802866012,-0.05,-0.05,20.0604,20.1074,2024-02-01T07:53:52.995849,1,1,rising/peak,,NT,1.39,20.0604,20.1074,20.4833,20.0411,0.44,0.00125,60341.3,60341.3,154.98291375,5.9206430999999995
2024bhl,ZTF24aadsfjx,,15.506070002913475,-0.1,-0.05,19.1163,19.1671,2024-02-01T08:36:52.001289,3,3,rising/peak,,SN,2.51,19.1163,19.1671,20.6645,19.983,0.68,,60339.3,60341.4,156.1914310666667,35.62070313333333
2024bho,ZTF24aaecxwe,,3.751035302877426,0.04,0.04,18.8662,18.829,2024-02-01T09:39:33.001937,2,2,rising/peak,,SN,5.18,18.8662,18.829,-999.0,18.5619,-1017.56,0.5,60341.3,60341.4,169.7031869,78.08254665
2024bhw,ZTF24aaeafen,,17.885884802788496,-0.21,0.05,19.7469,19.6934,2024-02-01T03:35:16.998733,2,2,,fading,SN,0.17,19.2013,19.6934,21.7268,21.2615,0.47,,60326.3,60341.1,56.35613812857143,-5.6752287857142845
2024bhq,ZTF24aaedpbn,,13.669067702721804,0.09,0.09,18.4528,18.3589,2024-02-01T10:02:42.996490,2,2,rising/peak,,SN,5.06,18.4528,18.3589,-999.0,20.1548,-1019.15,0.5,60341.3,60341.4,150.48818814999998,-25.838502
2023acmk,ZTF23abquznx,,3.7009427030570805,0.26,0.1,19.7328,19.6327,2024-02-01T07:41:05.003517,3,2,rising/peak,,AGN,0.34,19.7328,19.6327,18.7007,17.7527,0.95,0.00125,60322.4,60341.3,170.11464053333333,58.93707283333333
2024bhj,ZTF24aadrjst,,1.7242760029621422,0.16,0.16,19.686,19.5262,2024-02-01T06:48:40.000335,2,2,rising/peak,,SN,1.36,19.686,19.5262,19.9904,19.8002,0.19,,60340.3,60341.3,151.5961033,58.44330935
2024bgs,ZTF24aaeanrr,,2.7896580030210316,0.17,0.17,19.429,19.2565,2024-02-01T04:01:55.001296,1,1,rising/peak,,SN,2.24,19.429,19.2565,-999.0,-999.0,0.0,0.5,60341.1,60341.2,78.3986966,-23.0424925
2024bhi,ZTF24aaecssj,,0.7956996029242873,-0.11,0.22,19.7838,19.5643,2024-02-01T07:04:04.998741,1,1,rising/peak,,SN,5.23,19.7838,19.5643,-999.0,-999.0,0.0,0.830893,60339.3,60341.3,120.43010396666666,-13.4450679
2024bhp,ZTF24aaecxun,,3.6968339029699564,0.32,0.32,18.3889,18.0727,2024-02-01T09:39:33.001937,2,2,rising/peak,,SN,6.72,18.3889,18.0727,17.7166,16.9941,0.72,0.213423,60341.3,60341.4,188.4522225,77.71008979999999
2024bim,ZTF18acssnzg,,703.6909311027266,0.55,0.56,19.8324,19.2702,2022-03-02T07:56:46.996795,4,4,rising/peak,,NT,0.32,19.8324,19.2702,18.6383,17.6803,0.96,0.0136667,59636.2,59640.3,148.54114036,-4.6819111399999995
2020afho,ZTF20abeuvhs,,14.56339640263468,,,,19.4048,2024-02-01T09:48:04.999679,1,1,,,SN,0.25,,19.4048,20.1003,19.5189,0.58,0.596649,60327.4,60341.4,183.30672985,-10.53093235
2024bgy,ZTF24aadluxo,,14.841648702975363,,,18.5179,,2024-02-01T03:11:48.998405,1,1,,,SN,0.35,18.5179,,19.1603,18.8772,0.28,0.009625,60336.2,60341.1,9.332169,34.89776665
2024bhf,ZTF19aadoefm,,3.7052251026034355,,,18.8059,,2024-02-01T06:07:48.996490,1,1,,,NT,0.28,18.8059,,18.6711,18.0752,0.6,0.0170833,60341.3,60341.3,151.3079652,15.7688197
2024bhn,ZTF24aadshno,,0.7781418026424944,,,,19.7536,2024-02-01T07:53:52.995849,1,1,,,SN,2.78,,19.7344,19.0187,18.1449,0.87,0.0172083,60339.3,60341.3,156.93056635,3.6857439999999997
2024bhx,ZTF24aaedncr,,16.505028302781284,,,,18.6035,2024-02-01T08:33:59.996147,1,1,,,SN,28.26,,18.6035,19.4303,18.7531,0.68,0.5,60341.4,60341.4,186.0029579,7.777538
2024bib,ZTF24aaednll,,14.561023702844977,,,,19.66,2024-02-01T07:53:09.000953,1,1,,,SN,2.55,,19.66,-999.0,-999.0,0.0,0.5,60341.3,60341.3,150.4983308,-16.0580078
