TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023wea,ZTF23abnyvka,SN Ia,39.08098177332431,-0.4,-1.05,18.2254,19.2705,2023-12-09T03:52:56.003532,7.0,1.0,,fading,NT,1.44,18.0294,18.1996,19.6026,18.8093,0.79,0.013119,60258.3,60287.2,16.1661465125,-2.1233613250000003
2023wha,ZTF23ablnqxh,SN Ia,23.20230127358809,0.0,-0.33,19.4263,19.7519,2023-12-06T03:18:13.003204,8.0,1.0,,fading,VS,1.26,18.8382,18.8315,18.7899,18.0134,0.78,0.03075,60254.2,60284.1,330.82559515,31.2007271
2023wgu,ZTF23aboejiq,,17.20446557365358,0.13,-0.33,19.2691,19.5985,2023-12-12T03:50:56.002578,6.0,1.0,,fading,SN,3.61,19.2691,18.724,20.0102,19.1374,0.87,0.203583,60261.1,60290.2,306.64110661818177,59.18587858181817
2023whe,ZTF23abktouv,,75.14061137335375,-0.17,-0.24,20.4735,20.7122,2023-10-17T04:34:34.000328,1.0,1.0,rising/peak,,SN,3.27,20.4735,20.7122,21.2031,20.3465,0.86,,60227.3,60234.2,341.80658356666663,1.1058451666666667
2023wgv,ZTF23abobsse,,57.0681808735244,0.02,0.0,19.9517,19.947,2023-11-06T04:43:51.003822,3.0,3.0,rising/peak,,SN,2.74,19.798,19.947,20.8952,20.5087,0.39,0.00166667,60250.2,60254.2,9.37368195,25.578993850000003
2023wgb,ZTF23abmtzrl,,53.03747487347573,-0.02,0.01,19.048,19.0408,2023-11-09T04:02:53.001579,4.0,4.0,,fading,NT,0.39,18.8475,18.887,17.6641,16.9472,0.72,0.0825714,60244.2,60257.2,348.47449205,-10.9956115
2023whj,ZTF23aboeuae,,48.08897947333753,-0.05,0.07,20.3919,20.3174,2023-11-13T03:44:32.999984,3.0,3.0,,fading,SN,3.97,19.4276,20.1503,19.2831,18.2619,1.02,0.0146667,60245.3,60261.2,359.56893371111113,15.242934833333335
2023wgk,ZTF23abohxen,,54.88488227361813,0.07,0.16,20.0393,19.8824,2023-11-10T12:12:04.999687,3.0,3.0,,fading,SN,1.73,19.8311,19.8552,22.0139,21.91,0.1,0.0177083,60244.5,60258.5,149.74014979999998,42.84609915
2023wdz,ZTF23abobbkm,,58.025877573527396,0.17,0.24,19.9116,19.6746,2023-11-20T03:33:51.998390,12.0,8.0,,fading,SN,0.89,19.525,19.3364,20.5702,19.8497,0.72,0.000833333,60249.2,60268.1,18.502059207692305,5.626371492307692
2023wfh,ZTF23abnhkpq,,56.06929197348654,0.16,0.24,20.3815,20.1417,2023-11-05T06:59:21.001930,1.0,1.0,rising/peak,,SN,3.36,20.3815,20.1417,20.975,19.8974,1.08,0.000833333,60251.2,60253.3,28.499207733333336,-5.0593081
2023wfz,ZTF23abnqbkx,SN Ia,57.14140997361392,0.24,0.25,18.698,18.4467,2023-11-15T09:08:15.996467,6.0,6.0,,fading,SN,1.58,18.3337,18.1843,17.0287,16.3617,0.67,0.114083,60245.3,60263.4,358.1208173384615,39.96047850000001
2023wga,ZTF23abnlpvq,,45.103504973463714,0.19,0.26,19.6445,19.3833,2023-11-14T06:16:12,12.0,11.0,,fading,AGN,0.58,19.0278,18.9277,18.251,18.2308,0.02,0.0320417,60244.3,60262.3,30.5986451,12.788274699999999
2023wgi,ZTF23abnjklg,,73.79583127330989,-0.21,0.29,18.322,18.0284,2023-11-13T11:26:27.000938,4.0,2.0,rising/peak,,SN,0.37,18.2053,18.0284,20.0583,19.1664,0.89,0.00291667,60242.5,60261.5,152.78834443333335,-3.303955544444444
2023wee,ZTF23abnrmro,,48.19135217368603,0.16,0.42,19.0982,18.6754,2023-11-13T04:51:11.998092,6.0,6.0,,fading,SN,2.26,18.6267,18.6754,17.5615,16.9525,0.61,0.0674464,60250.2,60261.2,343.6246168857143,18.729414557142857
2023wgr,ZTF23aboenmn,,68.1679030735977,0.35,0.45,18.4334,17.9825,2023-11-07T03:15:39.003837,3.0,3.0,rising/peak,,SN,2.42,18.4334,17.9825,-999.0,-999.0,0.0,0.5,60250.1,60255.1,257.16109410000007,32.5645771
2023web,ZTF18abredfa,,54.03142157336697,0.03,0.46,19.6997,19.242,2023-11-13T07:09:40.999694,6.0,6.0,,fading,SN,1.43,19.1889,19.242,19.1956,18.3768,0.82,0.00125,60249.2,60261.3,29.648909222222226,-5.894673311111111
2023wgf,ZTF23abhupsb,,52.06407207343727,0.51,0.55,19.5719,19.0233,2023-11-14T04:53:29.002578,11.0,5.0,,fading,SN,2.27,19.3345,18.7748,18.3041,18.231,0.07,0.005,60232.2,60262.2,7.4891770187499995,-8.61398829375
2023wgx,ZTF23abnppel,,46.15705817332491,0.48,0.66,20.1466,19.4862,2023-11-15T03:22:30,10.0,9.0,,fading,SN,0.85,19.6896,19.265,20.1412,19.4135,0.73,0.00333333,60245.2,60263.1,331.50925017272726,14.325130990909093
2023wgw,ZTF23abnxcty,SN Ia-91T-like,15.939106773585081,0.27,1.06,19.7575,18.6967,2023-12-13T09:25:59.001602,3.0,2.0,,fading,NT,0.98,17.936,18.4643,18.5406,18.2326,0.31,0.049375,60263.5,60291.4,153.76499415,43.344602525
2023wgj,ZTF23aboixaz,,17.78081977367401,1.47,1.34,19.9676,18.623,2023-12-13T11:59:57.001907,2.0,1.0,,fading,SN,1.49,19.7008,17.8992,20.409,20.1158,0.29,,60261.5,60291.5,195.80249768,20.28986032
2023wdk,ZTF23abjiisq,,16.121942473575473,,,,21.1569,2023-12-14T02:56:48.001930,1.0,1.0,,,SN,2.87,,21.1569,21.7405,21.3795,0.36,0.00791667,60292.1,60292.1,37.9732668,25.5817147
2023wdz,ZTF23aaaarpb,,371.1139910733327,,,16.7417,,2023-01-07T04:39:25.004180,1.0,1.0,,,SN,1.19,16.7417,,20.5702,19.8497,0.72,0.000833333,59951.2,59951.2,18.5024541,5.6259474
2023wfz,ZTF21acdrdmq,SN Ia,819.995889173355,,,19.2575,,2021-10-11T08:17:05.997100,6.0,5.0,,fading,VS,0.29,18.9696,,17.0287,16.3617,0.67,0.114083,59480.4,59498.3,358.1210992833333,39.95993441666667
2023wgz,ZTF23absiycc,,19.998203973285854,,,18.7802,,2023-12-09T10:19:59.001609,,,,,VS,0.58,18.7802,,-999.0,-999.0,0.0,0.5,60287.4,60287.4,159.6874327,53.502082
