TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024gdt,ZTF24aainbbh,,3.725692722480744,0.04,-0.47,20.0243,20.4911,2024-04-09T07:45:24.998405,1.0,1.0,,fading,SN,1.93,20.0243,20.1065,21.7421,21.1281,0.61,0.5,60403.3,60409.3,189.47092980000002,11.017269124999999
2024gdi,ZTF24aaivvhw,,2.585565422195941,-0.16,-0.41,20.3621,20.7699,2024-04-09T09:14:02.002555,1.0,1.0,,fading,SN,5.02,20.3621,20.4304,20.6435,20.3395,0.3,0.0504167,60404.4,60409.4,244.98147427499998,19.5604927
2024gez,ZTF24aaiutya,,0.7422205223701894,-0.46,-0.39,19.6691,20.063,2024-04-10T08:59:12.998405,1.0,1.0,rising/peak,,SN,0.47,19.6691,20.063,20.6216,20.4705,0.15,0.0025,60409.2,60410.4,186.87539425000003,23.337624025
2024geg,ZTF24aaiuzzx,,3.7261673221364617,-0.08,-0.28,21.0013,21.2794,2024-04-10T08:19:47.003509,1.0,1.0,,fading,SN,0.18,21.0013,20.9549,22.0775,21.2145,0.86,0.010625,60409.2,60410.3,184.20662097499996,4.90880475
2024gdp,ZTF24aaiuymx,,6.81542652240023,-0.17,-0.19,20.6943,20.8863,2024-04-10T04:05:27.000946,1.0,1.0,rising/peak,,SN,4.4,20.6943,20.7824,20.8415,20.3164,0.53,,60408.2,60410.2,157.17416005,-3.0256933999999998
2024geo,ZTF24aainawc,,0.7574404221959412,-0.15,-0.15,20.0687,20.2171,2024-04-10T08:32:19.996810,1.0,1.0,rising/peak,,SN,2.85,20.0687,20.2171,19.1251,18.3167,0.81,0.006,60409.2,60410.4,179.233559075,27.3389807
2024gfk,ZTF23aaapjvb,,41.66473212232813,-0.11,-0.12,18.0941,18.2117,2024-03-19T05:38:14.003501,1.0,1.0,,,AGN,0.58,18.0941,18.1991,17.3724,17.302,0.07,0.5,60363.4,60388.2,168.02906720000001,35.461587533333336
2024gdk,ZTF24aaivksv,,0.8243154222145677,-0.11,-0.11,20.4838,20.5961,2024-04-10T08:02:32.000640,1.0,1.0,rising/peak,,ORPHAN,0.0,20.4043,20.5961,20.451,20.3319,0.12,0.75525,60407.3,60410.3,171.0441894,30.275804375
2024gdp,ZTF21aaktwmt,,1157.6895243222825,-0.1,-0.1,19.6628,19.764,2021-02-19T08:35:41.999984,2.0,2.0,rising/peak,,SN,2.38,19.6628,19.764,20.8415,20.3164,0.53,,59262.3,59264.4,157.17469303333334,-3.025317233333333
2024gei,ZTF24aaiutyh,,0.7422205223701894,-0.07,-0.09,19.7371,19.8304,2024-04-10T08:59:12.998405,2.0,2.0,rising/peak,,SN,0.62,19.7371,19.8304,21.9516,21.824,0.13,0.01725,60409.2,60410.4,190.261722575,25.2684117
2024ged,ZTF24aaivjkc,,0.8279149224981666,-0.1,-0.09,20.7365,20.8306,2024-04-10T07:50:00.000976,1.0,1.0,rising/peak,,SN,1.98,20.7365,20.8306,21.4253,21.0792,0.35,0.0853333,60409.2,60410.3,179.05131124999997,18.71730075
2024gdy,ZTF24aaiwaua,,1.7445237222127616,-0.06,-0.05,20.9131,20.9585,2024-04-10T11:27:04.999687,1.0,1.0,rising/peak,,SN,1.66,20.9131,20.9585,20.6781,20.4249,0.25,,60409.4,60410.5,250.72779333333332,41.20329803333333
2024gff,ZTF24aaivxia,,6.549211222212762,0.24,-0.03,19.9086,19.9377,2024-04-10T11:27:04.999687,4.0,4.0,rising/peak,,NT,0.41,19.9086,19.9377,19.6129,19.1363,0.48,,60404.4,60410.5,249.50200191999997,39.74627652
2024gec,ZTF24aaivvdr,,0.608111722394824,-0.1,-0.03,20.8128,20.8392,2024-04-10T11:14:18.000953,1.0,1.0,,,SN,1.84,20.6743,20.8392,19.9347,19.2643,0.67,0.00641667,60408.5,60410.5,244.1507933,22.677216825
2024geb,ZTF24aaivwxy,,2.585090922191739,-0.03,-0.03,20.5869,20.6132,2024-04-09T09:08:51.999366,1.0,1.0,rising/peak,,SN,3.31,20.5869,20.6132,21.478,21.4722,0.01,0.5,60409.3,60409.4,240.9687429,13.48673985
2024gel,ZTF24aaiusyx,,0.7574404221959412,0.03,-0.02,20.5726,20.5959,2024-04-10T08:32:19.996810,1.0,1.0,rising/peak,,SN,1.71,20.5726,20.5959,20.4997,19.6129,0.89,0.00858333,60409.2,60410.4,179.652900125,25.65270115
2024gdr,ZTF24aaiuicb,,12.562683522235602,0.08,0.03,20.4116,20.3839,2024-04-10T11:10:07.000305,5.0,5.0,,fading,VS,0.05,20.19,20.3086,19.8176,18.9648,0.85,0.00516667,60404.4,60410.5,245.60897538333333,11.9765392
2024gdf,ZTF24aaivypn,,1.7809126223437488,0.14,0.04,21.0368,21.0004,2024-04-10T11:18:27.999351,3.0,3.0,,fading,SN,0.26,20.7197,20.5656,21.3968,20.5958,0.8,0.001875,60404.4,60410.5,235.22483098333336,16.839585433333333
2024gdv,ZTF24aaiemyl,,0.7386325225234032,-0.07,0.04,20.8084,20.7668,2024-04-10T08:55:01.997756,4.0,4.0,,fading,SN,0.26,20.2365,20.4587,21.3231,20.4229,0.9,0.305637,60403.3,60410.4,190.2304253,19.36734318
2024gen,ZTF24aaiuodq,,2.7624983224086463,0.0,0.05,20.5739,20.5273,2024-04-10T03:50:09.000976,1.0,1.0,rising/peak,,SN,0.55,20.5739,20.5273,21.9382,21.2799,0.66,0.0124167,60409.1,60410.2,141.990368575,55.354613325
2024gdh,ZTF24aaivvmu,,6.667417322285473,0.04,0.09,20.8645,20.7787,2024-04-10T09:29:20.996162,1.0,1.0,,,SN,1.47,20.728,20.7787,19.8731,19.0399,0.83,0.00125,60404.4,60410.4,234.41950464,2.8921927599999995
2024gfk,ZTF18accnous,,20.68462792225182,-0.03,0.1,18.194,18.0989,2024-04-03T07:24:26.997138,5.0,4.0,,,AGN,0.34,18.1055,18.0989,17.3724,17.302,0.07,0.5,60379.3,60403.3,168.02905555714287,35.46152011428571
2024gek,ZTF24aaiutfj,,0.7574404221959412,0.03,0.11,20.7782,20.6721,2024-04-10T08:32:19.996810,1.0,1.0,,,SN,1.67,20.7391,20.6721,20.7003,19.7331,0.97,,60409.2,60410.4,182.34277505,25.57724755
2024geh,ZTF24aaiuwgd,,2.77800752222538,0.07,0.12,20.5262,20.4037,2024-04-10T05:45:18.002891,1.0,1.0,rising/peak,,SN,1.73,20.5262,20.4037,20.6066,19.9846,0.62,0.008125,60409.2,60410.2,163.07254726000002,-5.3184893
2024gdq,ZTF24aaiurtu,,2.7785168224945664,0.08,0.14,20.5746,20.4316,2024-04-10T07:54:09.999374,1.0,1.0,rising/peak,,SN,5.8,20.5746,20.4316,-999.0,21.3744,-1020.37,0.5,60408.3,60410.3,172.12087115999998,21.40161834
2024gdu,ZTF24aaikgul,,2.620264522265643,0.1,0.17,20.7339,20.5598,2024-04-10T11:22:41.998100,3.0,3.0,,fading,SN,0.03,20.5267,20.4825,20.6961,19.8479,0.85,0.03225,60404.4,60410.5,244.6351878,35.50987312857143
2024gds,ZTF24aaisbeh,,0.8279149224981666,0.32,0.2,20.3306,20.1334,2024-04-10T07:50:00.000976,1.0,1.0,rising/peak,,SN,1.16,20.3306,20.1334,21.6187,21.6416,-0.02,,60407.3,60410.3,180.16773096,19.46473406
2024gdw,ZTF24aaiwbrb,,2.5566765223629773,0.12,0.21,21.4526,21.2424,2024-04-10T10:24:54.999359,1.0,1.0,,fading,SN,2.35,21.1669,21.1453,21.2478,20.0934,1.15,,60409.3,60410.4,242.091740825,41.153445625
2024gej,ZTF24aaiutfw,,0.7574404221959412,0.19,0.22,20.8012,20.585,2024-04-10T08:32:19.996810,1.0,1.0,,,SN,8.78,20.6594,20.4962,21.3983,20.1773,1.22,0.185649,60409.2,60410.4,179.9660905,28.434604225
2024gee,ZTF24aaivhlj,,0.7647205223329365,0.21,0.31,20.4804,20.1718,2024-04-09T10:01:17.002548,1.0,1.0,rising/peak,,SN,1.77,20.4804,20.1718,21.0324,20.2608,0.77,0.001875,60409.2,60409.4,189.76607850000002,-15.790950733333332
2024gem,ZTF24aaiuola,,3.7704728222452104,0.55,0.51,21.0458,20.532,2024-04-09T08:21:46.002220,1.0,1.0,,,SN,1.82,21.0458,20.4695,20.9654,20.9072,0.06,0.00366667,60409.1,60409.3,173.20677123333334,32.740621266666665
2024gdj,ZTF24aaivpcv,,0.8387483223341405,0.39,0.51,21.0606,20.5474,2024-04-09T08:42:31.000335,1.0,1.0,,fading,SN,4.39,20.8161,20.5474,21.3918,20.986,0.41,0.0085119,60403.3,60409.4,186.53012396666668,6.9181256
2024gdl,ZTF24aaivimf,,1.9050562223419547,,,21.285,,2024-04-09T04:52:17.999061,1.0,1.0,,fading,SN,7.11,21.027,,20.4223,19.7329,0.69,0.584756,60404.2,60409.2,168.27667780000002,26.90330265
2024gdm,ZTF24aaivgup,,3.691364022437483,,,,20.4994,2024-04-09T04:42:04.999687,1.0,1.0,,fading,SN,1.86,,20.2751,20.3487,20.085,0.26,0.00979167,60403.3,60409.2,190.4712965,-14.667260800000001
2024gdx,ZTF24aaiwbem,,1.7445237222127616,,,,21.1854,2024-04-09T10:37:29.003517,1.0,1.0,,,SN,4.22,,21.1854,20.0931,19.3989,0.69,0.00166667,60409.4,60409.4,250.518439,43.9698883
2024gdz,ZTF24aaiwalz,,1.7750677224248648,,,,20.5199,2024-04-10T10:50:36.997436,1.0,1.0,,,SN,1.64,,20.5199,19.8329,19.2808,0.55,0.0224583,60409.4,60410.5,240.69028674999998,32.85513685
2024gea,ZTF24aaivypp,,1.7809126223437488,,,,20.9197,2024-04-10T10:46:25.003189,1.0,1.0,,,SN,0.88,,20.8866,19.9526,19.6882,0.26,0.117125,60409.4,60410.4,236.63658635000002,17.2060354
2024geu,ZTF24aaiukjs,,2.6076140222139657,,,19.9306,,2024-04-08T11:42:17.003509,1.0,1.0,,,SN,0.23,19.9306,,19.0886,18.6593,0.43,,60408.5,60408.5,257.1208219,9.7415529
2024gfi,ZTF18acsoyqm,,3.7783779222518206,,,19.8099,,2024-04-07T06:40:36.998405,4.0,3.0,,fading,AGN,0.56,19.5319,,18.9984,18.4432,0.56,0.960917,60388.3,60407.3,162.6724146,34.9421678
2024gfk,ZTF20aaemyex,,1456.8119843224995,,,19.8693,,2020-05-11T04:39:04.000305,,,,,AGN,1.11,19.8693,,,,,,58954.3,58980.2,168.02957273333334,35.46134343333333
