TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024itu,ZTF24aamvsws,,4.781635880935937,0.07,0.3,20.2381,19.9427,2024-05-13T05:05:06,1.0,1.0,,fading,SN,5.93,19.9366,19.9427,-999.0,20.036,-1019.04,0.5,60437.2,60443.2,187.61180595714288,-5.1388501
2024iss,ZTF24aankvcy,,0.8070871806703508,,,13.7855,,2024-05-13T07:17:02.002571,1.0,1.0,,,SN,3.56,13.7855,,-999.0,19.7895,-1018.79,0.5,60443.3,60443.3,194.7756059,28.8118541
2024isv,ZTF18aagobnw,,10.885397380683571,,,19.1382,,2024-05-03T05:27:07.004142,1.0,1.0,,,VS,1.33,19.1382,,18.3137,17.7095,0.6,0.026875,60433.2,60433.2,102.7103265,32.4741405
2024itc,ZTF18acfishq,,913.8221450806595,,,,19.2548,2021-11-12T06:01:39.999374,,,,fading,SN,0.17,,18.5885,17.6679,16.869,0.8,0.061196,58431.2,59530.3,12.165675933333333,-21.4187788
2024ith,ZTF24aangkkm,,3.6488348809070885,,,20.1139,,2024-05-12T08:29:37.996803,1.0,1.0,,,NT,0.82,20.1139,,18.5868,17.8315,0.76,0.0340833,60442.4,60442.4,241.5181975,5.435587
2024iti,ZTF24aanawwh,,0.8176195807754993,,,19.7443,,2024-05-13T07:19:47.000625,2.0,2.0,,,SN,0.73,19.7443,,-999.0,-999.0,0.0,0.5,60439.3,60443.3,205.91965046666667,10.181024533333334
2024itj,ZTF19absxuda,,0.5694945808500051,,,,18.8234,2024-05-13T11:40:44.002571,8.0,8.0,,,VS,0.46,,18.6414,17.9781,16.936,1.04,0.133125,60440.5,60443.5,8.9581342625,23.7442576
2024itj,ZTF22abudixq,,3.563348780851811,,,,18.7653,2024-05-11T11:42:32.996147,3.0,3.0,,,VS,0.6,,18.6889,17.9781,16.936,1.04,0.133125,60440.5,60441.5,8.958064233333333,23.744287266666664
2024itj,ZTF24aannfkx,,0.570432080887258,,,,18.7226,2024-05-13T11:35:13.004165,2.0,2.0,,,SN,1.66,,18.7226,17.9781,16.936,1.04,0.133125,60440.5,60443.5,8.9577692,23.74443875
2024ito,ZTF24aanmanz,,3.6043209810741246,,,,19.7415,2024-05-13T09:20:00.000976,,,,,SN,0.35,,19.7415,21.7517,21.3257,0.43,0.00125,60443.4,60443.4,253.2008546,45.3064269
2024itp,ZTF24aanlepr,,2.661195980850607,,,20.0909,,2024-05-13T07:45:18.000007,1.0,1.0,,,SN,2.91,20.0909,,19.7454,19.1229,0.62,0.0574583,60443.3,60443.3,227.5012003,44.9762958
2024itr,ZTF24aankryh,,0.8348996806889772,,,20.0541,,2024-05-13T06:53:11.996162,1.0,1.0,,,SN,14.36,20.0541,,20.2291,19.5354,0.69,0.00225,60441.3,60443.3,168.18194305,42.59814325
2024itt,ZTF24aaneoyr,,0.811543280724436,,,19.2368,,2024-05-13T06:58:08.996162,1.0,1.0,,,SN,2.33,19.2368,,18.9764,18.2895,0.69,0.0185417,60443.3,60443.3,171.5220339,64.1625497
