TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023xva,ZTF19aaikzxi,,0.23,0.01,20.0269,20.0119,2023-12-09T10:26:29.996147,6.0,1.0,,fading,AGN,0.54,19.9889,19.6173,19.3556,19.1931,0.16,0.637958,60258.5,60287.4,148.5714740857143,30.769647585714285
2023xva,ZTF19adgiisw,,-0.07,-0.12,19.8614,19.9829,2023-12-18T11:46:51.003837,5.0,5.0,rising/peak,,AGN,0.16,19.8184,19.9829,19.3556,19.1931,0.16,0.637958,60287.4,60296.5,148.57147848333335,30.769620766666662
2023xvb,ZTF23abqmmeb,,0.2,0.12,19.8705,19.746,2023-12-09T09:39:09.000015,2.0,1.0,,fading,SN,1.06,19.8705,19.4491,-999.0,-999.0,0.0,0.5,60260.5,60287.4,157.782210325,11.62679865
2023xvc,ZTF23abreifk,,-0.09,0.12,19.9113,19.7942,2023-11-15T10:12:32.996147,4.0,4.0,rising/peak,,SN,0.14,19.9113,19.7942,21.6689,21.3424,0.33,0.0174167,60258.5,60263.4,141.46043815714285,19.38258875714285
2023xve,ZTF23abrhyza,,0.25,0.36,19.3606,19.001,2023-11-20T03:22:11.000625,2.0,2.0,rising/peak,,SN,4.77,19.3606,19.001,18.7493,18.0093,0.74,0.0361667,60259.1,60268.1,268.91259264,68.58223198
2023xvh,ZTF18aawxgwx,,0.42,0.39,19.4984,19.1065,2023-12-13T11:33:36.002876,4.0,2.0,,,AGN,0.33,19.4553,19.0751,18.2857,17.4843,0.8,0.015625,60262.4,60291.5,162.62850565,20.16321046666667
2023xvh,ZTF23abptxvc,,0.39,0.31,19.4984,19.1854,2023-12-13T12:09:55.995841,5.0,3.0,,,AGN,0.46,19.4553,19.0751,18.2857,17.4843,0.8,0.015625,60262.4,60291.5,162.62850087142854,20.163224985714287
2023xvl,ZTF23abrgytc,,,,,18.8482,2023-11-15T12:20:15.000007,1.0,1.0,,,SN,3.34,,18.8482,17.7869,17.4447,0.34,0.099875,60263.5,60263.5,196.5286455,59.2182146
2023xvm,ZTF23abqmjpt,,1.12,1.57,19.9298,18.3622,2023-12-13T10:48:13.003204,5.0,4.0,,fading,NT,0.45,19.3913,18.3622,18.7939,18.1561,0.64,0.356899,60263.5,60291.5,176.96251693333332,52.24258016666666
2023xvo,ZTF23abqwald,,0.15,0.15,19.4503,19.3039,2023-11-15T11:53:40.997749,2.0,2.0,rising/peak,,SN,2.32,19.4503,19.3039,18.6942,18.2624,0.43,0.0917679,60261.5,60263.5,170.10123325,28.29873685
2023xvr,ZTF23abpzknq,,0.34,0.5,20.2201,19.7186,2023-11-15T12:10:54.998420,3.0,3.0,,,SN,0.39,20.0806,19.7186,18.8782,18.0154,0.86,0.0405417,60258.5,60263.5,175.16468635,74.165152375
2023xvt,ZTF23abqmfkd,,-0.21,-0.37,19.6999,20.0748,2023-11-15T11:10:36.998405,1.0,1.0,rising/peak,,SN,1.8,19.6999,20.0748,21.6583,20.116,1.54,0.0229167,60256.5,60263.5,133.38845538,-1.9374918
2023xvw,ZTF23abrkyku,,,,,17.8948,2023-11-15T10:17:59.000648,1.0,1.0,,,NT,0.23,,17.8948,18.7923,18.2817,0.51,0.0108333,60234.5,60263.4,172.39196850000002,35.713426150000004
2023xvx,ZTF23abrklst,,0.03,0.03,19.7414,19.7146,2023-11-15T10:10:30.999343,3.0,3.0,rising/peak,,NT,0.5,19.7414,19.7146,19.7619,18.8096,0.95,,60252.5,60263.4,160.570718475,12.662047575
2023xvz,ZTF23ablcnrt,,,,,17.3265,2023-11-15T10:17:59.000648,1.0,1.0,,,NT,0.22,,17.3265,18.4674,18.1434,0.32,0.003125,60234.5,60263.4,170.6920321,31.18424025
2023xwa,ZTF18adguhcw,,1.31,1.31,18.7224,17.4109,2023-11-15T11:50:18.000946,1.0,1.0,rising/peak,,NT,0.81,18.7224,17.4109,17.9937,17.0563,0.94,0.110583,60234.5,60263.5,178.45400935,34.211368
2023xwb,ZTF18aaqkong,,0.97,0.69,20.0173,19.3269,2023-11-15T12:19:34.003204,3.0,3.0,,fading,NT,0.87,19.9676,18.7238,19.0022,18.3008,0.7,,60255.5,60263.5,187.997421225,67.5257617
2023xwc,ZTF23abrlzjd,,0.02,0.08,19.5194,19.4372,2023-12-13T09:30:06.001914,3.0,2.0,,fading,NT,0.85,19.0504,19.4372,18.0597,17.1648,0.89,0.109375,60261.5,60291.4,150.35363992,1.00835654
