TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2019aauy,ZTF19aauaaxi,SN Ia-91T-like,22.074609235394746,-0.51,-0.49,16.8352,17.3226,2024-07-10T05:42:58.000312,7.0,7.0,rising/peak,,NT,0.08,16.8352,17.3226,17.0653,16.5292,0.54,0.0919464,60487.3,60501.2,255.23589967142857,46.39048235714286
2024mye,ZTF24aasrhdc,,20.154875435400754,-0.16,-0.26,19.7584,20.0137,2024-06-29T06:09:28.002227,4.0,4.0,,,SN,1.19,19.7584,19.8704,21.8907,21.9943,-0.1,,60488.2,60490.3,221.602210275,23.950253475
2024mxn,ZTF24aathrjy,,12.13602123549208,-0.12,-0.03,18.8395,18.8649,2024-07-09T05:09:41.002578,8.0,8.0,rising/peak,,NT,0.92,18.7327,18.8649,18.528,17.9605,0.57,0.0123333,60488.2,60500.2,231.2989665625,58.3720687625
2024myd,ZTF24aatkkvn,,7.039759635459632,0.29,0.04,19.9474,19.9061,2024-07-08T09:36:28.995849,4.0,4.0,,fading,SN,1.54,19.7057,19.6997,19.6435,19.0434,0.6,0.0230536,60476.4,60499.4,319.95174417142863,-1.9497850714285714
2024myx,ZTF24aatblos,,7.095905535388738,0.03,0.11,20.1217,20.0079,2024-07-10T06:07:44.002555,4.0,4.0,,fading,SN,0.93,19.8748,19.8287,21.486,21.0932,0.39,0.001875,60484.3,60501.3,252.80829619000002,37.38922771
2024mxo,ZTF18aanmaam,,17.07305823545903,0.03,0.12,20.0166,19.8966,2024-07-09T07:52:46.001281,8.0,8.0,,fading,NT,0.16,19.6004,19.4552,19.3157,18.5501,0.77,0.00166667,60487.2,60500.3,243.40983780000002,41.547982925
2024myi,ZTF24aatkiss,,20.962167035788298,0.02,0.21,19.9872,19.7782,2024-07-08T10:06:03.997451,4.0,4.0,,fading,SN,2.26,19.5151,19.622,19.308,18.1991,1.11,0.0244583,60488.4,60499.4,332.5234810333333,21.28394378333333
2024mxn,ZTF18aauzdqh,,787.1173291355371,0.34,0.34,20.1966,19.8585,2022-05-20T06:46:07.996818,,,rising/peak,,NT,0.63,20.1966,19.8585,18.528,17.9605,0.57,0.0123333,59690.3,59719.3,231.2992706,58.3716452
2024mxi,ZTF24aasuurr,,23.148903135675937,,,18.8101,,2024-06-30T05:25:30.002899,2.0,2.0,,,SN,2.52,18.8101,,18.2438,17.4009,0.84,0.122238,60485.2,60491.2,213.96142163333332,-23.085840833333336
2024myh,ZTF24aathyyq,,18.07563933543861,,,19.5469,,2024-07-03T05:14:15.996498,2.0,2.0,,,SN,2.0,19.5469,,-999.0,-999.0,0.0,0.5,60488.2,60494.2,202.20197335,66.58320775
