TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024kar,ZTF24aapvwpn,,4.8186305817216635,-0.26,-0.42,20.1083,20.5264,2024-06-01T06:04:38.000625,1,1,rising/peak,,SN,5.39,20.1083,20.5264,-999.0,19.3582,-1018.36,0.5,60458.2,60462.3,198.0289580333333,-19.6651239
2024kbe,ZTF24aapexhw,,2.7839083815924823,0.02,-0.31,19.1813,19.4935,2024-06-01T08:44:28.996803,2,2,rising/peak,,SN,0.3,19.1813,19.4935,21.875,21.632,0.24,0.00725,60460.3,60462.4,222.36789756666667,32.38340856666667
2024kat,ZTF24aapvimc,,4.861431581899524,0.2,-0.17,19.8404,20.0145,2024-06-01T05:19:55.997749,1,1,rising/peak,,NT,0.85,19.8404,20.0145,20.4285,20.7037,-0.28,,60458.2,60462.2,166.19910656666664,35.092650299999995
2024jzn,ZTF24aapoydi,,5.866200081538409,-0.11,-0.11,19.4155,19.5223,2024-06-01T05:09:45.002876,1,1,rising/peak,,SN,5.16,19.4155,19.5223,-999.0,20.9608,-1019.96,0.5,60462.2,60462.2,156.71385585000002,4.4107477
2024jza,ZTF24aapuzcc,,5.835609781555831,0.15,-0.09,19.4789,19.5728,2024-06-01T05:03:38.001609,2,2,rising/peak,,SN,2.24,19.4789,19.5728,19.6697,-999.0,1018.67,0.5,60460.2,60462.2,168.0375864,-20.651240033333334
2024jzo,ZTF24aapdret,,5.840864381752908,0.17,-0.06,19.7179,19.7756,2024-06-01T05:09:45.002876,1,1,rising/peak,,SN,32.19,19.7179,19.7756,20.8114,20.0502,0.76,0.00125,60459.2,60462.2,161.46813920000002,1.4227531
2024jzp,ZTF24aapdrei,,10.803943081758916,-0.04,-0.04,19.5664,19.6101,2024-06-01T05:09:03.997421,1,1,rising/peak,,NT,0.45,19.5664,19.6101,19.443,18.8504,0.59,0.00291667,60462.2,60462.2,153.34197465,-1.9309330500000002
2024kbi,ZTF24aaoywvm,,10.80582968192175,0.15,-0.03,19.4446,19.4741,2024-06-01T05:04:18.998405,3,3,rising/peak,,SN,0.8,19.4446,19.4741,20.555,20.0676,0.49,0.00125,60457.2,60462.2,171.3617423,-11.558393825
2024jzx,ZTF24aapuxre,,6.74235748173669,0.01,0.01,19.5782,19.5668,2024-06-01T05:41:14.000633,2,2,rising/peak,,SN,1.22,19.5782,19.5668,-999.0,20.4964,-1019.5,0.5,60462.2,60462.2,157.80909739999998,34.58004945
2024jzc,ZTF24aapdqtv,,7.827172281686217,0.42,0.05,19.269,19.2155,2024-06-01T05:09:45.002876,2,2,rising/peak,,SN,2.43,19.269,19.2155,19.6531,19.0116,0.64,0.00541667,60457.2,60462.2,160.77124303333335,1.2441257333333333
2024jzd,ZTF24aaozmrx,,7.828619081526995,0.23,0.07,19.8548,19.7878,2024-06-01T04:26:45.003829,1,1,,fading,SN,2.14,19.8548,19.4562,20.5527,20.3632,0.19,,60455.3,60462.2,155.2680310333333,29.412029066666665
2024kbd,ZTF24aapjkfl,,4.7096722815185785,0.24,0.08,19.9881,19.9097,2024-06-01T08:41:45.000953,3,3,rising/peak,,NT,0.39,19.9881,19.9097,19.229,18.6339,0.6,,60460.3,60462.4,220.21177939999998,2.0061134000000003
2024jze,ZTF24aaozlqp,,7.825748681556433,0.16,0.16,19.9365,19.7808,2024-06-01T05:07:42.997421,1,1,rising/peak,,SN,3.96,19.9365,19.7808,19.0012,18.1898,0.81,0.00375,60457.2,60462.2,164.62229406666665,-3.9866937
2024kan,ZTF18abwisaz,,,0.18,0.18,18.8625,18.6851,2024-06-01T10:50:37.999679,2,2,rising/peak,,SN,0.08,18.8625,18.6851,18.0647,17.8831,0.18,0.0204583,60462.4,60462.5,342.2792651,32.7980725
2024jyz,ZTF24aaozkzr,,2.788248681463301,-0.01,0.21,19.8942,19.6814,2024-06-01T04:21:20.001609,1,1,,fading,SN,2.46,19.2111,19.6814,19.0994,18.4209,0.68,0.003,60452.2,60462.2,170.755301675,0.4397396
2024kbb,ZTF24aappsmi,,3.656848181504756,0.22,0.22,20.3357,20.1112,2024-05-31T06:34:20.000656,1,1,rising/peak,,SN,2.75,20.3357,20.1112,20.1688,20.174,-0.01,,60457.3,60461.3,226.98636246666663,-8.9532149
2024kbf,ZTF24aapeuwj,,2.7270217817276716,0.3,0.27,20.6091,20.3373,2024-06-01T06:59:45.003852,1,1,rising/peak,,SN,3.38,20.6091,20.3373,19.5001,18.6337,0.87,0.0215,60458.3,60462.3,225.92289689999998,11.124784666666665
2024kab,ZTF24aaovofv,,0.7526815817691386,0.2,0.28,20.6372,20.3571,2024-06-01T09:11:56.999046,5,5,,fading,SN,0.63,20.2653,20.2054,21.0779,20.0627,1.02,0.00458333,60445.4,60462.4,249.64384634375,22.65147770625
2024jzu,ZTF24aapcudz,,29.57337598176673,0.44,0.44,19.6832,19.2464,2024-06-01T10:49:57.002883,2,2,rising/peak,,SN,4.31,19.6832,19.2464,-999.0,19.9965,-1019.0,0.5,60462.4,60462.5,339.1688302,34.2233104
2024jzb,ZTF24aapuyma,,7.825274081900716,0.46,0.46,20.1561,19.7009,2024-06-01T04:20:38.996162,2,2,rising/peak,,NT,0.25,20.1561,19.7009,19.0423,18.2689,0.77,0.0222083,60457.2,60462.2,167.07854325,-12.8573527
2024jzi,ZTF20aballva,,5.712623681873083,,,19.8117,,2024-05-29T07:42:26.003517,2,2,,,NT,0.14,19.7454,,19.5799,18.763,0.82,0.0075,60452.4,60459.3,258.66417236666666,39.43483153333333
2024jzz,ZTF24aaphvnb,,0.8533412818796933,,,19.274,,2024-06-01T06:17:07.995834,2,2,,fading,VS,1.32,19.0678,,18.9112,19.1225,-0.21,0.134042,60462.2,60462.3,165.41575749999998,51.24090595
2024kao,ZTF24aapwucw,,2.7757023815065622,,,20.3865,,2024-06-01T07:00:26.000648,2,2,,,SN,1.71,20.3238,,-999.0,21.1468,-1020.15,0.5,60460.3,60462.3,236.1589496,-1.6163068
2024kas,ZTF24aapvpcp,,0.8604592815972865,,,20.1676,,2024-06-01T05:46:47.003540,1,1,,,SN,1.69,20.1676,,20.676,19.9556,0.72,,60457.2,60462.2,159.16493974999997,58.24493725
2024kau,ZTF24aapvhnq,,0.8647069814614952,,,19.9536,,2024-06-01T05:09:45.002876,1,1,,,SN,2.47,19.9536,,19.0199,18.2759,0.74,0.00125,60462.2,60462.2,160.1931981,5.0973814
2024kaw,ZTF24aapvbas,,2.8358528818935156,,,,20.0748,2024-06-01T04:33:30.003852,1,1,,fading,SN,2.89,,19.86,20.0164,19.3053,0.71,0.0160417,60460.3,60462.2,175.66588335,-1.15923685
2024kax,ZTF24aapqsca,,1.757855181582272,,,19.8683,,2024-06-01T06:55:38.997138,2,2,,,NT,1.48,19.8683,,19.6571,19.4505,0.21,0.00666667,60460.3,60462.3,216.84389615,22.63590325
2024kbh,ZTF24aapdtys,,0.8478319817222655,,,20.2347,,2024-06-01T06:16:24.000976,2,2,,,SN,0.56,20.2347,,20.8184,20.4816,0.34,0.00333333,60458.2,60462.3,186.97769586666666,48.60814293333333
