TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023ackd,ZTF24aaabldd,,7.56711773108691,-0.47,-0.47,18.7327,19.2034,2024-01-05T09:41:14.997116,1.0,1.0,rising/peak,,SN,1.76,18.7327,19.2034,19.8777,18.7153,1.16,0.5,60305.5,60314.4,170.27812215,37.8479149
2024if,ZTF24aaainrx,,7.560821431223303,-0.16,-0.28,19.627,19.9039,2024-01-05T12:38:55.996788,1.0,1.0,rising/peak,,NT,0.48,19.627,19.9039,20.8974,20.6289,0.27,,60314.4,60314.5,162.4492717,16.837610833333333
2024ij,ZTF24aaaimlv,,7.559409331064671,-0.12,-0.12,19.4734,19.5932,2024-01-05T12:45:41.999046,2.0,2.0,rising/peak,,NT,0.5,19.4734,19.5932,20.4213,20.0379,0.38,,60314.4,60314.5,163.69482779999998,4.25867415
2024hw,ZTF24aaaibep,,7.558934831060469,-0.11,-0.11,17.6511,17.7626,2024-01-05T12:46:22.995849,2.0,2.0,rising/peak,,AGN,0.64,17.6511,17.7626,18.4537,18.1614,0.29,0.0539583,60314.4,60314.5,161.71815455,-1.3909490500000001
2024io,ZTF24aaaimsv,,7.625532031059265,0.0,0.0,19.7506,19.7492,2024-01-05T12:40:58.002235,1.0,1.0,rising/peak,,SN,1.73,19.7506,19.7492,21.1516,20.4785,0.67,,60314.4,60314.5,160.96177795,2.01613935
2024ia,ZTF19aaslgrn,,7.5468746311962605,0.05,0.05,19.3239,19.2784,2024-01-05T11:06:40.003196,1.0,1.0,rising/peak,,SN,1.08,19.3239,19.2784,18.9083,18.1191,0.79,0.0379167,60314.4,60314.5,172.96730545000003,-5.51735855
2024ik,ZTF24aaaileg,,7.558934831060469,0.09,0.09,19.7216,19.6329,2024-01-05T12:46:22.995849,2.0,2.0,rising/peak,,SN,1.91,19.7216,19.6329,19.7178,19.0675,0.65,0.00166667,60314.4,60314.5,164.7331336,-1.5603665
2024in,ZTF24aaaisai,,7.627407031133771,0.1,0.1,19.3177,19.218,2024-01-05T12:40:16.996788,2.0,2.0,rising/peak,,SN,1.95,19.3177,19.218,19.0349,18.4274,0.61,0.0222917,60314.4,60314.5,151.5364255,5.54618535
2024il,ZTF18aaaqbhp,,9.55824043089524,0.13,0.13,19.0091,18.8742,2024-01-05T12:43:40.002243,1.0,1.0,rising/peak,,NT,0.86,19.0091,18.8742,19.0382,18.8158,0.22,0.005,60314.4,60314.5,172.1416768,18.15081445
2024ib,ZTF24aaahwja,,7.623645531013608,0.17,0.17,19.7951,19.6279,2024-01-05T11:03:54.996482,1.0,1.0,rising/peak,,SN,0.13,19.7951,19.6279,19.3839,18.6597,0.72,0.0604583,60314.4,60314.5,152.4819056,-16.701571549999997
2024iy,ZTF24aaahxph,,7.62788163125515,0.21,0.21,19.3609,19.1469,2024-01-05T11:04:37.004142,2.0,2.0,rising/peak,,NT,0.78,19.3609,19.1469,18.6509,18.1144,0.54,0.0189167,60314.4,60314.5,149.83309955,-3.3546977499999997
2024hz,ZTF24aaaimag,,7.558460331056267,0.28,0.28,19.2212,18.9414,2024-01-05T12:04:31.995826,2.0,2.0,rising/peak,,VS,0.26,19.2212,18.9414,18.2899,18.0223,0.27,0.0333333,60314.4,60314.5,169.5038734,-15.87172455
2024jk,ZTF24aaairwl,,3.595543630886823,0.31,0.31,20.2967,19.9882,2024-01-05T12:32:45.003822,2.0,2.0,rising/peak,,NT,0.56,20.2967,19.9882,20.437,20.1988,0.24,,60314.4,60314.5,147.48491525,22.7159101
2024gz,ZTF24aaaervx,,8.745890831109136,0.32,0.32,19.7323,19.4114,2024-01-05T06:16:21.002883,2.0,2.0,rising/peak,,SN,4.56,19.7323,19.4114,20.2577,19.191,1.07,0.556506,60314.2,60314.3,90.7625906,53.90381855
2024ie,ZTF24aaajgpu,,7.613657031208277,0.36,0.36,20.1235,19.7636,2024-01-05T10:26:55.000320,2.0,2.0,rising/peak,,SN,7.53,20.1235,19.7636,19.635,20.0843,-0.45,0.972167,60314.4,60314.4,151.5834367,35.862610950000004
2024hy,ZTF24aaakprs,,23.506087630987167,0.17,0.37,19.7077,19.3418,2024-01-05T12:10:38.997138,1.0,1.0,rising/peak,,NT,1.16,19.7077,19.3418,19.6759,19.1528,0.52,0.00416667,60311.5,60314.5,195.51458473333332,1.1348698333333334
2024jd,ZTF24aaajyaf,,9.545161731075495,0.4,0.4,19.321,18.9166,2024-01-05T13:05:54.000961,1.0,1.0,rising/peak,,SN,1.92,19.321,18.9166,18.2102,17.3303,0.88,0.0254167,60314.5,60314.5,153.578847,-22.4705669
2021aiax,ZTF21aaicbyj,,7.558460331056267,0.5,0.94,20.0503,19.1054,2024-01-05T12:05:13.001281,4.0,4.0,,fading,AGN,0.35,19.4522,19.1054,17.8704,17.4784,0.39,0.0311667,60314.4,60314.5,173.883574275,-13.47515615
2022aerc,ZTF22acawmtj,,6.837349230889231,,,,19.3598,2024-01-05T04:58:15.997436,3.0,1.0,,,VS,0.51,,19.3598,19.1359,18.1535,0.98,0.02425,60287.3,60314.2,63.3175839,-25.760681975
2023acka,ZTF21abjojws,,30.8338306308724,,,,19.6772,2023-12-10T05:47:11.999053,3.0,1.0,,,VS,1.13,,19.6042,18.4905,17.4473,1.04,0.103321,60259.3,60288.2,57.191267133333334,33.47414129999999
2023acka,ZTF23aaetamo,,7.855254331137985,,,,19.3511,2024-01-05T03:11:51.996459,5.0,1.0,,,VS,0.52,,19.3384,18.4905,17.4473,1.04,0.103321,60288.2,60314.1,57.19130503333333,33.47412105
2023ackd,ZTF18accvpub,,1888.5541062308475,,,,19.7727,2018-11-07T12:37:11.997108,,,,fading,SN,0.44,,19.444,19.2946,19.3193,-0.02,0.006726,58426.5,58429.5,170.27827765,37.8474734
2024hd,ZTF24aaaaqqz,,23.878657030873,,,,19.5776,2024-01-05T03:44:35.998077,2.0,2.0,,,NT,1.08,,19.4161,19.8416,19.2115,0.63,0.00779167,60311.1,60314.2,3.1000312,15.369243350000001
2024hx,ZTF24aaakazr,,0.5440506311133504,,,,19.5609,2024-01-05T12:09:17.003540,3.0,3.0,,fading,NT,0.59,,19.2847,19.5274,18.6558,0.87,0.0215774,60314.5,60314.5,181.69772593333334,1.0132727666666665
2024ja,ZTF24aaadogo,,3.4712149309925735,,,,19.031,2024-01-05T13:39:48.003852,2.0,2.0,,fading,NT,1.01,,18.8169,18.0516,17.3003,0.75,0.0951667,60311.6,60314.6,243.70473415,-11.9294351
2024jc,ZTF24aaadmbr,,0.4907519309781492,,,,19.5595,2024-01-05T13:26:13.001274,5.0,5.0,,,AGN,0.28,,19.5311,19.0731,18.3591,0.71,0.00208333,60311.6,60314.6,241.60990614000002,4.8005637
2024js,ZTF24aaaisfc,,7.62788163125515,,,20.0406,,2024-01-05T09:50:45.003845,1.0,1.0,,,SN,0.51,20.0406,,21.2184,20.5181,0.7,0.5,60314.4,60314.4,148.2610506,0.1230445
