tns_name,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2018mlr,ZTF18abxutgm,,0.34,0.2,19.7452,19.5415,2023-12-18T08:24:21.997436,24.0,24.0,,,VS,0.64,19.5797,19.4163,18.4137,17.7709,0.64,0.0234167,60287.3,60296.4,119.97209259,65.70253776000001
2020afgu,ZTF20aclnecu,,-0.39,-0.16,19.9494,20.1076,2023-12-18T11:12:04.996803,11.0,11.0,,fading,AGN,0.22,19.6824,20.1076,19.0844,18.6848,0.4,,60287.3,60296.5,114.44763907500001,41.11333285625
2023aafr,ZTF23abupahh,,,,20.7045,,2023-12-15T13:22:14.001602,1.0,1.0,,,SN,0.82,20.5262,,21.6338,21.1374,0.5,0.0252917,60287.3,60293.6,143.4700595,82.111474275
2023aaft,ZTF23abufdkw,,0.41,0.43,20.9464,20.5133,2023-12-15T10:02:26.001609,1.0,1.0,rising/peak,,SN,0.88,20.9464,20.5133,21.7969,21.6237,0.17,0.5,60292.4,60293.4,123.66843796,12.253868379999998
2023aafy,ZTF23abttsde,,0.1,0.28,20.4331,20.1492,2023-12-13T10:19:13.002220,2.0,2.0,,fading,SN,0.55,20.1766,20.1492,21.5309,21.4112,0.12,0.00125,60287.4,60291.4,152.58098705,29.730903033333334
2023aagg,ZTF20aaxummh,,,,,17.3392,2023-12-15T09:45:13.996788,1.0,1.0,,,NT,1.08,,17.3392,16.6773,16.1018,0.58,0.5,60293.4,60293.4,94.8058779,80.0687616
2023aagg,ZTF23abunpxf,,1.2,0.42,17.9886,17.5655,2023-12-16T11:17:51.002891,,,,fading,SN,1.77,17.9886,17.3392,16.6773,16.1018,0.58,0.5,60293.4,60294.5,94.80499522,80.06886136
2023aagh,ZTF23absgfxw,,0.23,0.34,19.9436,19.5998,2023-12-16T13:30:25.997764,5.0,5.0,rising/peak,,SN,0.34,19.9436,19.5998,18.6371,17.9161,0.72,0.0525298,60287.3,60294.6,148.61264764,84.16340144
