TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024gor,ZTF24aajgsta,,6.678346762899309,-0.44,-0.44,17.5379,17.9742,2024-04-13T10:12:40.003189,2,2,rising/peak,,ORPHAN,0.0,17.5379,17.9742,21.5792,21.4954,0.08,0.005,60413.3,60413.4,219.2068903,61.0578339
2024goq,ZTF24aaiwefo,,7.659619862679392,0.56,-0.05,19.4879,19.5333,2024-04-12T11:07:56.000648,2,2,rising/peak,,NT,0.35,19.4879,19.5333,19.9483,19.0899,0.86,0.00833333,60407.3,60412.5,228.91323663333333,31.151002733333332
2024gom,ZTF24aajipyx,,10.570777262561023,-0.39,-0.04,19.8053,19.8492,2024-04-13T11:53:52.998733,1,1,rising/peak,,SN,0.82,19.8053,19.8492,22.0651,21.9046,0.16,0.00333333,60408.4,60413.5,263.2340759333333,25.810885533333334
2024goz,ZTF24aaiwfrk,,6.6173397628590465,0.72,0.19,19.704,19.5109,2024-04-13T11:53:52.998733,3,3,rising/peak,,NT,0.55,19.704,19.5109,19.6496,18.9738,0.68,0.019125,60404.4,60413.5,261.7405396,26.69701763333333
2024gpd,ZTF24aaiffry,,6.644411562476307,0.44,0.67,19.6533,18.9793,2024-04-13T08:05:45.000961,4,4,,fading,VS,0.61,19.2927,18.9793,18.2765,17.6888,0.59,0.0364583,60404.4,60413.3,217.882549625,-3.2025922749999998
2018mnj,ZTF18acpkkef,,6.633346762508154,,,,19.2782,2024-04-13T09:44:20.999046,1,1,,,NT,0.47,,19.2782,19.6509,18.7499,0.9,,60413.4,60413.4,173.1618872,66.4285461
2024gof,ZTF24aajqnzx,,1.6363907628692687,,,19.653,,2024-04-13T11:40:57.999351,1,1,,,SN,12.41,19.653,,-999.0,21.5309,-1020.53,0.5,60413.5,60413.5,239.985819,45.1785135
2024gog,ZTF24aajpzbr,,6.553011062555015,,,,20.1589,2024-04-13T09:50:10.996788,1,1,,,SN,3.22,,20.1589,21.4418,20.9113,0.53,,60413.4,60413.4,248.5412755,49.1775644
2024goi,ZTF24aajpwsl,,6.612397662829608,,,,19.9624,2024-04-13T09:51:32.999038,1,1,,,SN,0.99,,19.9624,-999.0,-999.0,0.0,0.5,60413.4,60413.4,235.3959637,54.2039196
2024gok,ZTF24aajoylm,,6.678346762899309,,,20.6445,,2024-04-13T08:14:41.000625,1,1,,,SN,3.8,20.6445,,-999.0,-999.0,0.0,0.5,60413.3,60413.3,218.3332655,59.3659111
2024gol,ZTF24aajjnnh,,1.6363907628692687,,,19.8025,,2024-04-13T11:40:57.999351,1,1,,,SN,2.57,19.8025,,18.5984,17.8527,0.75,0.0160417,60413.5,60413.5,248.7758461,44.2674847
2024gon,ZTF24aajhtjl,,6.6767726629041135,,,20.2916,,2024-04-13T08:10:31.002220,1,1,,,SN,1.79,20.2916,,20.029,19.3752,0.65,0.545777,60413.3,60413.3,216.2348823,26.4068305
2024goo,ZTF24aajgyij,,6.632305062841624,,,19.8053,,2024-04-13T07:17:56.996154,1,1,,,SN,1.73,19.8053,,18.834,18.0181,0.82,0.416051,60413.3,60413.3,179.7442201,30.5098826
2024gos,ZTF24aaimlne,,1.6858698627911508,,,18.5994,,2024-04-13T10:27:27.002883,2,2,,,SN,4.1,18.5994,,18.6692,19.2177,-0.55,0.5,60408.3,60413.4,201.4315495,17.26446725
2024gow,ZTF24aaiefwt,,17.738439362496138,,,19.6976,,2024-04-07T07:13:56.000640,1,1,,,SN,0.41,19.6976,,22.3352,22.0902,0.24,,60403.3,60407.3,136.84105620000003,38.895810600000004
2024gpe,ZTF24aailehx,,11.757270362693816,,,19.9569,,2024-04-07T04:55:56.997108,1,1,,,NT,0.2,19.9569,,19.0532,17.9694,1.08,0.029375,60407.2,60407.2,131.6697516,5.4100727
2024gpf,ZTF24aajqpud,,1.5458467626012862,,,,18.518,2024-04-13T12:04:51.997451,1,1,,fading,SN,2.01,,18.2958,-999.0,16.7023,-1015.7,0.5,60408.5,60413.5,346.11812445,27.35736245
2024gpn,ZTF24aajjoxu,,,,,,17.0243,2024-04-12T12:24:35.003509,1,1,,,SN,0.85,,17.0243,18.7583,18.1583,0.6,0.134083,60412.5,60412.5,349.9376828,22.5023668
2024gpu,ZTF24aajocse,,2.736552762798965,,,20.533,,2024-04-13T07:21:32.002555,1,1,,,SN,2.16,20.5248,,19.4016,19.1829,0.22,0.0025,60412.3,60413.3,164.2051978,55.1666005
2024gpy,ZTF23aablkzd,,3.582987962756306,,,,20.0374,2024-04-11T12:05:24.000015,1,1,,,NT,0.32,,20.0374,19.5647,18.7724,0.79,0.505125,60411.5,60411.5,230.7319299,3.0363516
