TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024czq,ZTF24aagdasm,,18.81876626983285,0.43,0.14,17.2639,17.1223,2024-02-18T03:39:34.997779,9,9,rising/peak,,AGN,1.28,17.2639,17.0272,17.2647,16.2494,1.02,0.14944,60351.1,60358.2,35.0575293909091,8.205292327272726
2024czr,ZTF24aaegdda,,5.88875476969406,0.35,0.4,19.6759,19.2804,2024-02-18T03:15:16.997764,2,2,rising/peak,,SN,2.5,19.6759,19.2804,18.7299,17.7555,0.97,0.0179167,60351.2,60358.1,12.678320533333334,42.64284116666667
2024czq,ZTF18abxslgc,,18.81876626983285,0.65,0.9,18.0225,17.1223,2024-02-18T03:10:31.998703,8,8,rising/peak,,AGN,1.07,17.951,17.0272,17.2647,16.2494,1.02,0.14944,60351.1,60358.1,35.05752120000001,8.205295439999999
2024czm,ZTF24aaerlfp,,6.6895070699974895,,,19.9036,,2024-02-12T10:57:21.997451,1,1,,,SN,3.06,19.9036,,20.7594,19.3273,1.43,0.5,60352.5,60352.5,155.4802711,26.973873
2024czp,ZTF19acadwsv,,6.90486586978659,,,18.8736,,2024-02-14T03:24:43.997741,1,1,,,VS,1.09,18.8736,,17.6198,16.5656,1.05,0.0899048,60354.1,60354.1,7.0297055,30.7516377
2024czp,ZTF24aagdbqa,,0.9112778697162867,,,18.4844,,2024-02-18T03:51:16.004158,1,1,,,VS,1.23,18.4844,,17.6198,16.5656,1.05,0.0899048,60354.1,60358.2,7.0297613000000005,30.751588650000002
2024czq,ZTF18ackgzzs,,18.81876626983285,,,18.746,,2024-02-11T03:20:58.001266,1,1,,,AGN,1.46,18.746,,17.2647,16.2494,1.02,0.14944,60351.1,60351.1,35.0575478,8.2051981
2024czq,ZTF22abyxuva,,428.83863896969706,,,,18.9244,2022-12-17T06:35:22.001281,1,1,,,AGN,1.37,,18.9244,12.958,13.465,-0.51,0.5,59930.3,59930.3,35.0568933,8.2050676
2024czt,ZTF24aaersop,,4.684298669919372,,,19.4914,,2024-02-18T07:57:33.998390,4,4,,,SN,3.63,19.4914,,19.0862,18.4877,0.6,0.108625,60352.5,60358.3,162.77378175,55.27015955
2024daa,ZTF24aafqzur,,5.563430669717491,,,19.7414,,2024-02-15T12:29:19.000312,1,1,,,SN,8.06,19.7414,,20.2248,20.6306,-0.41,0.128482,60355.5,60355.5,216.4883835,-2.3923458
2024dan,ZTF24aafqhyf,,5.614703769795597,,,19.9811,,2024-02-15T10:20:33.000015,1,1,,,NT,1.17,19.9811,,20.2959,19.797,0.5,0.00229167,60355.4,60355.4,210.5870416,37.7896997
2024dbh,ZTF24aaciqju,,43.55650936998427,,,19.6062,,2024-01-15T12:28:30.996475,1,1,,,NT,0.35,19.6062,,18.9078,18.564,0.34,0.0304167,60324.5,60324.5,205.6454199,18.8365662
