TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024ifk,ZTF24aalrahs,,0.8885392621159554,-0.07,-0.26,19.6816,19.9393,2024-05-07T04:18:40.999702,2.0,2.0,rising/peak,,SN,5.5,19.6816,19.9393,19.9042,19.6657,0.24,0.0278333,60432.3,60437.2,149.244611975,35.495142125
2024ifi,ZTF24aalwvsh,,0.8446850618347526,-0.09,-0.25,19.5594,19.8144,2024-05-07T05:25:15.997421,1.0,1.0,rising/peak,,ORPHAN,0.0,19.5594,19.8144,-999.0,21.2183,-1020.22,0.000833333,60433.2,60437.2,152.3127057,62.5820157
2024igl,ZTF24aammkyw,,0.6963285617530346,0.12,-0.22,20.2298,20.454,2024-05-07T10:47:26.001609,2.0,2.0,rising/peak,,SN,3.57,20.2298,20.454,19.7094,19.141,0.57,0.00666667,60433.4,60437.4,238.35582215000002,45.394167025
2024igk,ZTF24aamlzwg,,0.6795577621087432,-0.13,-0.13,18.6717,18.8028,2024-05-07T10:16:27.001914,2.0,2.0,rising/peak,,NT,0.21,18.6717,18.8028,17.2056,16.614,0.59,0.234756,60437.4,60437.4,247.10473285,40.8581735
2024ifo,ZTF24aaizdbb,,13.628747561946511,-0.07,-0.11,19.7269,19.8401,2024-05-07T09:12:37.995849,11.0,11.0,rising/peak,,SN,0.49,19.7269,19.7263,21.9167,21.3668,0.55,,60409.3,60437.4,232.39530658064515,11.289042632258065
2024igs,ZTF24aamjeeu,,5.793388762045652,0.11,-0.1,20.3317,20.4356,2024-05-07T05:14:53.001609,1.0,1.0,,fading,SN,0.31,20.3317,20.2085,-999.0,21.041,-1020.04,0.5,60434.2,60437.2,156.18583946000004,35.99905132
2024igb,ZTF18adkyrgj,,0.6493494617752731,0.24,0.01,19.7951,19.7879,2024-05-07T11:08:33.999359,4.0,4.0,rising/peak,,VS,0.61,19.7951,19.7879,19.1955,18.1913,1.0,0.0192083,60434.4,60437.5,269.752428125,12.788368499999999
2024ifv,ZTF24aalsqcc,,0.7141526620835066,0.14,0.04,19.6597,19.6202,2024-05-07T10:38:39.998390,3.0,3.0,rising/peak,,SN,1.79,19.6597,19.6202,19.6465,19.143,0.5,0.114167,60432.3,60437.4,230.34655501666668,-12.07792995
2024igv,ZTF24aamijkf,,0.6977406619116664,0.32,0.06,20.3778,20.3204,2024-05-07T10:19:13.002220,1.0,1.0,rising/peak,,SN,0.33,20.375,20.3204,21.448,21.1506,0.3,0.060625,60434.4,60437.4,246.515840525,51.6813888
2024ifw,ZTF18aawglif,,4.590923462063074,-0.01,0.15,19.8564,19.7039,2024-05-07T09:13:19.001296,3.0,3.0,rising/peak,,NT,1.38,19.8564,19.7039,20.2732,19.7176,0.56,0.00375,60437.3,60437.4,227.51457453333333,21.517003566666663
