tns_name,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023vvc,ZTF23abmwoho,,-0.05,-0.32,19.9688,20.2924,2023-11-13T07:41:32.997123,14,13,,fading,SN,0.69,19.7103,19.7873,22.0148,21.7094,0.31,0.0191786,60239.4,60261.3,27.72600282857143,30.991495425000004
2023vvd,ZTF23abmrqwj,,0.71,0.72,19.542,18.8184,2023-10-25T11:50:37.000320,3,3,rising/peak,,SN,2.27,19.542,18.8184,17.7425,17.3018,0.44,0.0834405,60238.5,60242.5,113.4072425,54.5500759
