TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024kiy,ZTF24aaqmdcs,,0.6746817738749087,-0.34,-0.2,20.6913,20.894,2024-06-04T09:19:39.999351,1,1.0,,fading,SN,4.9,20.2399,20.894,18.9768,18.2342,0.74,0.00954167,60463.4,60465.4,258.4654958666667,59.09322283333333
2024kgl,ZTF24aapzfwk,,,-0.21,-0.16,19.5925,19.7528,2024-06-03T10:43:12.996459,3,3.0,rising/peak,,SN,0.05,19.5925,19.7528,21.235,21.0108,0.22,0.376601,60462.4,60464.4,340.822704975,28.501125249999998
2024kft,ZTF24aapziyd,,,-0.09,-0.04,19.1096,19.1514,2024-06-03T10:42:31.999664,4,4.0,rising/peak,,VS,0.29,19.1096,19.1514,18.9861,18.2295,0.76,0.162649,60462.4,60464.4,342.71909705,17.39531945
2024kfr,ZTF24aapzxna,,,-0.04,-0.04,19.8012,19.846,2024-06-03T10:07:35.002548,2,2.0,rising/peak,,SN,0.19,19.8012,19.846,20.9377,20.364,0.57,0.00354167,60462.4,60464.4,341.00750800000003,-1.74611245
2024kfv,ZTF24aapzibu,,6.592876173555851,-0.02,0.0,20.156,20.1542,2024-06-03T09:25:18.998397,3,3.0,,,SN,2.41,20.1047,20.1542,21.3222,20.5232,0.8,0.5,60462.4,60464.4,320.9883127333333,12.880244900000001
2024kfg,ZTF24aapwjli,,5.690862273797393,0.15,0.07,20.3718,20.3037,2024-06-03T09:08:22.001258,3,3.0,rising/peak,,VS,0.19,20.3718,20.3037,19.9473,18.972,0.98,0.00708333,60462.3,60464.4,264.9103049,23.077164999999997
2024kga,ZTF24aaopcca,,,0.12,0.12,19.6632,19.5451,2024-06-03T10:07:35.002548,1,1.0,rising/peak,,NT,0.12,19.6632,19.5451,20.35,19.9476,0.4,0.002875,60462.4,60464.4,338.2202855,-1.0812751999999999
2024khr,ZTF24aagqgcs,,97.63956597354263,0.03,0.14,20.3477,20.2031,2024-03-05T06:15:27.002899,2,2.0,rising/peak,,SN,1.97,20.3477,20.2031,21.0054,20.1204,0.89,0.00395833,60368.3,60374.3,115.50853076666665,47.90005033333333
2024kfb,ZTF24aaqactp,,1.6216840739361942,0.09,0.16,20.5474,20.3837,2024-06-03T10:43:12.996459,1,1.0,,,SN,14.36,20.4423,20.3837,21.3694,-999.0,1020.37,0.5,60462.4,60464.4,337.0779121333333,29.8546992
2024kfs,ZTF24aapzode,,8.615734973922372,0.1,0.18,20.1145,19.9393,2024-06-03T10:39:08.000648,4,4.0,rising/peak,,SN,8.68,20.1145,19.9393,21.7771,20.9968,0.78,0.0483333,60462.4,60464.4,328.8466695,1.9336859499999999
2024kfu,ZTF24aapzirf,,,0.15,0.18,19.9613,19.7799,2024-06-03T11:00:10.002250,3,3.0,,,SN,0.12,19.9157,19.7799,20.6691,20.51,0.16,0.000625,60462.4,60464.5,342.861087625,10.372380674999999
2024kfc,ZTF24aapziux,,5.599218773655593,0.11,0.2,20.3679,20.1653,2024-06-03T10:11:39.998405,3,3.0,rising/peak,,SN,2.26,20.2626,20.1653,22.0921,21.2191,0.87,0.0427083,60458.4,60464.4,321.6371507444444,17.61382477777778
2024kex,ZTF24aaqjqrf,,3.666915573645383,0.2,0.24,21.0402,20.7973,2024-06-03T09:52:13.002235,1,1.0,,,SN,0.3,20.8944,20.7973,21.6533,21.1168,0.54,0.00291667,60460.3,60464.4,252.95427842499998,25.646689025000004
2024kez,ZTF24aaqfkpd,,3.8583854739554226,0.51,0.29,20.2752,19.987,2024-06-03T05:23:41.000633,2,2.0,rising/peak,,NT,0.16,20.2752,19.987,20.6175,20.2554,0.36,0.000833333,60458.2,60464.2,164.97885109999999,20.1631876
2024kfa,ZTF24aaqaeby,,,0.25,0.34,20.5134,20.1704,2024-06-03T10:18:27.002876,1,1.0,rising/peak,,SN,3.72,20.5134,20.1704,19.9264,-999.0,1018.93,0.5,60462.4,60464.4,349.283695,33.45618083333333
2024kfk,ZTF24aaphxhz,,1.7925636735744774,0.57,0.6,20.5088,19.9113,2024-06-03T07:06:48.000953,1,1.0,,,SN,3.65,20.4553,19.9113,21.0695,20.5227,0.55,0.000833333,60458.2,60464.3,154.05862126666668,70.518273
2018mnm,ZTF22aahyfpy,,2.680700273718685,0.77,0.79,19.5203,18.7337,2024-06-02T09:11:02.999061,4,,rising/peak,,NT,0.08,19.4828,18.7337,17.7678,17.0521,0.72,0.5,60434.4,60463.4,273.23059461111114,68.36342023333333
2024kgc,ZTF24aapgvlt,,6.5924131735228,0.76,0.82,19.6341,18.8102,2024-06-03T10:38:27.997444,4,4.0,,,SN,2.7,19.5801,18.7907,18.4951,17.6446,0.85,0.0975179,60459.4,60464.4,321.12791478,1.89708532
2018mnm,ZTF18acitfel,,0.6628414737060666,0.7,1.07,19.8002,18.7337,2024-06-04T09:30:38.998069,6,2.0,,fading,NT,0.62,18.8495,18.7337,15.097,16.5353,-1.44,0.5,60436.4,60465.4,273.23035060625,68.363498725
2024key,ZTF24aaqgjgr,,3.843350673560053,,,19.8971,,2024-06-03T06:55:11.003524,2,2.0,,,SN,1.97,19.8971,,19.1096,18.2304,0.88,0.0139583,60462.3,60464.3,213.97719905000002,28.2844804
2024kfd,ZTF24aapzhau,,3.5940914736129344,,,,19.6574,2024-06-03T10:21:49.999679,1,1.0,,,SN,2.09,,19.6574,-999.0,-999.0,0.0,0.5,60462.4,60464.4,351.44887835,51.262155500000006
2024kff,ZTF24aapwmqc,,3.671637773513794,,,20.3107,,2024-06-03T09:00:01.002250,2,2.0,,,SN,3.83,20.2603,,19.961,19.5932,0.37,0.0195,60462.3,60464.4,263.00013875,21.7756052
2024kfj,ZTF24aaprrcw,,7.62906827358529,,,19.6816,,2024-06-03T09:05:36.000953,1,1.0,,,SN,2.87,19.6816,,-999.0,20.4996,-1019.5,0.5,60460.4,60464.4,280.12624950000003,12.465778833333333
2024kfq,ZTF24aapzzna,,3.6433159736916423,,,19.4058,,2024-06-03T09:23:57.998397,2,2.0,,,SN,0.68,19.4058,,20.4302,20.089,0.34,0.00354167,60462.4,60464.4,330.98513935,25.2547322
2024kfw,ZTF24aaprhbl,,3.643790573813021,,,19.4198,,2024-06-03T09:23:17.001594,2,2.0,,,SN,1.56,19.4198,,18.5663,17.7341,0.83,0.0152083,60462.4,60464.4,319.7486296,32.662009
2024kfx,ZTF24aaprdke,,5.672968773636967,,,20.2193,,2024-06-03T09:29:44.998085,2,2.0,,,SN,1.76,20.2193,,17.01,18.5883,-1.58,0.062625,60462.4,60464.4,269.65336085,9.239676249999999
2024kfy,ZTF24aappmtt,,3.686464173719287,,,19.8517,,2024-06-03T06:53:08.998069,1,1.0,,,SN,2.52,19.8517,,18.8808,18.3731,0.51,,60464.3,60464.3,221.8010671,34.5875678
2024kfz,ZTF24aaovmic,,3.687413173727691,,,19.9942,,2024-06-03T06:54:29.998077,1,1.0,,,SN,1.41,19.9942,,19.7142,19.4746,0.24,0.00125,60464.3,60464.3,219.5837791,28.6055457
2024kgu,ZTF24aaphwtj,,6.708385473582894,,,19.9679,,2024-05-31T05:55:46.001296,1,1.0,,,SN,0.56,19.9679,,21.3697,21.7919,-0.42,0.00291667,60461.2,60461.2,188.1562532,17.3270139
2024khk,ZTF24aaqlmem,,0.6679224735125899,,,20.4709,,2024-06-04T09:23:19.999687,1,1.0,,,SN,8.04,20.4396,,17.6326,17.5929,0.04,0.0774881,60465.2,60465.4,239.7539093375,58.814429987500006
2024kiw,ZTF24aanucef,,22.566927073523402,,,,20.3768,2024-05-14T11:25:22.002258,1,1.0,,,SN,3.99,,20.3768,20.0472,19.4193,0.63,0.0075,60444.5,60444.5,0.24696795,32.012598800000006
