tns_name,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023vqn,ZTF23abktfjr,SN Ia,-0.19,-0.78,19.0592,19.8406,2023-12-12T03:09:35.000625,8,3,,fading,SN,3.03,19.058,18.6669,18.5794,18.0224,0.56,0.15622,60261.2,60290.1,343.1321878375,18.235151975
2023vqu,ZTF23abmuyqd,,0.3,0.33,19.8296,19.5009,2023-11-20T04:13:41.001609,13,7,,fading,SN,2.62,19.0226,18.8681,18.9603,18.2053,0.76,0.055125,60239.3,60268.2,24.086857329411764,24.58732230588235
