TNS_ID,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2018mls,ZTF18aawpfpp,,-0.07,-0.07,18.9525,19.0254,2023-12-13T11:37:42.000938,6,6,rising/peak,,NT,0.18,18.9525,19.0254,18.8284,18.6013,0.23,0.00458333,60287.4,60291.5,168.84098712857144,31.52356177142857
2019aaua,ZTF18abufszz,,0.06,0.14,17.4754,17.3315,2023-12-12T05:30:20.998062,5,5,,fading,VS,0.22,17.0916,17.1253,17.473,16.7012,0.77,0.204071,60284.1,60290.2,353.64128972000003,3.62887402
2021aiav,ZTF18abqjjug,,0.08,0.05,19.6861,19.6383,2023-12-13T12:51:42.001922,3,3,rising/peak,,SN,1.51,19.6861,19.6383,19.3839,18.7105,0.67,0.00625,60287.5,60291.5,212.6972738,65.33816865
2021aiaw,ZTF21abnjahm,,,,,19.6085,2023-12-07T03:47:48.998397,2,1,,,NT,0.34,,19.6085,18.299,18.4396,-0.14,,60259.1,60285.2,355.2184241,14.6577724
2023aaoa,ZTF23aakeuwf,,,,20.0614,,2023-12-18T11:53:16.002227,1,1,,,SN,0.16,20.0304,,21.827,20.3669,1.46,0.00125,60287.4,60296.5,163.061047,-3.065510425
2023aaog,ZTF23abswoyi,,,,19.8159,,2023-12-13T11:02:45.997421,2,2,,,SN,0.09,19.6993,,20.4591,19.6901,0.77,0.00583333,60287.4,60291.5,139.93726726666668,-0.4346752666666666
2023aaom,ZTF23abseogo,,-0.11,-0.39,19.7448,20.1382,2023-12-17T03:10:11.997123,4,4,rising/peak,,SN,0.24,19.7448,20.1382,21.5268,21.3421,0.18,0.0342917,60287.1,60295.1,22.40923471666667,16.690204983333334
