TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024jxj,ZTF24aapaabk,,0.7561281388625503,-0.17,-0.32,19.7688,20.0897,2024-05-31T07:07:00.001930,4,4,rising/peak,,SN,0.9,19.7667,20.0897,21.5392,21.7895,-0.25,0.0155,60457.3,60461.3,209.1981832375,4.2608412125
2024jxq,ZTF24aapphpg,,1.7685239389538765,0.28,-0.01,19.8509,19.8595,2024-05-31T07:12:16.001266,2,2,rising/peak,,SN,2.05,19.8509,19.8595,18.9878,18.4116,0.58,,60458.2,60461.3,204.27294502,65.71317398
2024jyd,ZTF24aaovnjb,,3.694773938972503,0.04,0.04,20.2711,20.2267,2024-05-30T07:39:35.000625,3,3,,,SN,1.97,20.2676,20.2267,19.5117,19.5628,-0.05,0.0637083,60458.3,60460.3,240.62567746666664,11.285731266666666
2024jwo,ZTF24aaiutcx,,50.81141743902117,0.01,0.09,21.3515,21.2584,2024-04-11T07:58:38.997116,1,1,,,SN,1.07,21.346,21.2584,21.8599,21.3049,0.56,0.005,60409.2,60411.3,183.28657926666668,27.695371733333335
2024jxt,ZTF24aapfhen,,0.7062438391149044,0.34,0.11,20.3679,20.2551,2024-05-31T09:14:52.002243,4,4,,fading,VS,2.26,20.2647,19.9573,19.6052,19.2191,0.39,0.00166667,60457.3,60461.4,255.15217396666662,30.50535551666667
2024jyc,ZTF24aaovuub,,0.7758619389496744,0.11,0.11,20.0639,19.9586,2024-05-31T06:59:57.998390,1,1,rising/peak,,SN,2.98,20.0639,19.9586,21.7521,21.239,0.51,0.5,60457.3,60461.3,221.673839,-0.8482251000000001
2024jxi,ZTF24aapsitb,,3.5656304392032325,0.07,0.12,19.3387,19.2193,2024-05-31T09:32:05.000625,1,1,,,VS,0.01,19.2311,19.2193,18.2338,17.5785,0.66,0.0297083,60449.4,60461.4,290.27509806666666,-22.71123713333333
2024jyt,ZTF24aapdlwr,,3.845028539188206,0.14,0.14,20.2369,20.0926,2024-05-30T06:17:34.995849,2,2,rising/peak,,SN,1.19,20.2369,20.0926,21.5042,21.0359,0.47,0.0110417,60460.2,60460.3,174.4646307,23.4337823
2024jyl,ZTF24aapjara,,3.6723433388397098,0.18,0.18,20.302,20.124,2024-05-30T07:35:30.998405,1,1,rising/peak,,NT,1.07,20.302,20.124,20.3368,19.998,0.34,0.006875,60460.3,60460.3,247.99620414999998,14.1220957
2024jxp,ZTF20acexzjf,,1343.786832538899,0.11,0.25,20.9253,20.678,2020-10-22T09:20:43.002227,5,4,,fading,SN,2.62,20.0485,19.7094,,,,,59115.3,59144.4,21.21550954583333,34.088516804166666
2024jya,ZTF24aaoxsgg,,9.658489238936454,0.26,0.36,20.417,20.0547,2024-05-31T09:14:10.996795,3,3,rising/peak,,SN,1.03,20.3387,20.0547,20.2566,19.542,0.71,0.00766667,60457.3,60461.4,257.6421714,33.07839413333333
2024jys,ZTF24aapestg,,1.724368839059025,0.37,0.37,21.0567,20.6897,2024-05-31T09:14:52.002243,1,1,rising/peak,,SN,0.14,21.0567,20.6897,-999.0,-999.0,0.0,0.00625,60459.3,60461.4,246.79413465,34.8164068
