TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024ivl,ZTF24aanaymu,,0.7635487634688616,-0.01,-0.39,20.1128,20.5065,2024-05-14T08:57:35.997116,1,1,rising/peak,,ORPHAN,0.0,20.1128,20.5065,22.1566,21.9327,0.22,0.0278095,60438.3,60444.4,223.92987729999996,21.78387685
2024iuy,ZTF24aankrug,,1.819833463523537,0.0,-0.21,20.1417,20.3546,2024-05-13T06:55:14.001617,1,1,rising/peak,,SN,1.55,20.1417,20.3546,21.2812,20.9054,0.38,0.00525,60437.2,60443.3,155.13052603333335,51.81820869999999
2024iva,ZTF24aanttew,,12.565875163301826,-0.1,-0.1,20.2212,20.318,2024-05-14T11:00:33.001930,1,1,rising/peak,,SN,4.37,20.2212,20.318,19.0545,18.2613,0.79,0.0283333,60444.4,60444.5,307.44746970000006,-12.367294000000001
2024ivn,ZTF24aamsoyp,,0.7635487634688616,-0.05,-0.06,20.4075,20.4682,2024-05-14T08:57:35.997116,3,3,rising/peak,,SN,3.7,20.3581,20.4682,20.4336,19.6947,0.74,0.00408333,60440.3,60444.4,226.64533045000002,19.623387675000004
2024iuc,ZTF24aanfelm,,4.694532563444227,0.21,0.05,19.5415,19.493,2024-05-14T07:47:27.003852,4,4,rising/peak,,VS,0.83,19.5415,19.493,18.6676,18.1632,0.5,0.020625,60442.3,60444.3,215.65179360000002,-5.96805375
2024ivi,ZTF20abajsji,,1463.8494887631387,0.29,0.09,19.3,19.2059,2020-05-27T05:19:03.000007,3,3,,fading,SN,3.5,19.0562,18.5735,,,,,58987.2,58996.2,162.539214375,-6.0438302749999995
2024iur,ZTF24aanqosm,,2.6889075632207096,0.11,0.11,19.7318,19.6255,2024-05-14T10:06:09,2,2,rising/peak,,SN,3.04,19.7318,19.6255,-999.0,-999.0,0.0,0.5,60444.3,60444.4,253.57163865,2.19705335
2024ivu,ZTF24aamfaqq,,10.72903486341238,0.21,0.28,20.46,20.1784,2024-05-04T08:05:37.000320,1,1,rising/peak,,SN,4.16,20.46,20.1546,-999.0,20.4278,-1019.43,0.5,60413.4,60434.3,211.34710552500002,-10.015690475
2024ive,ZTF24aanspht,,2.6534561631269753,0.21,0.38,20.612,20.2327,2024-05-14T09:46:03.002876,2,2,,fading,SN,5.19,20.3639,20.2327,20.3777,20.1411,0.24,0.000833333,60438.4,60444.4,238.38279076666666,36.358152266666664
2024ivc,ZTF24aantgzd,,2.5957131632603705,0.56,0.56,21.0181,20.461,2024-05-14T10:21:32.002555,1,1,rising/peak,,SN,8.71,21.0181,20.461,21.3747,19.628,1.75,0.5,60438.4,60444.4,299.79630035,55.2251047
2024ius,ZTF24aanhynh,,2.6168589633889496,0.33,0.61,20.2175,19.6097,2024-05-14T10:38:22.001258,1,1,rising/peak,,SN,3.67,20.2175,19.6097,18.9033,18.4606,0.44,0.0195417,60442.4,60444.4,269.2337555,24.952469833333335
2024itz,ZTF24aannrxb,,1.779301063157618,,,19.6437,,2024-05-14T05:14:46.003211,1,1,,,SN,7.47,19.6437,,18.8545,18.1764,0.68,0.00125,60444.2,60444.2,184.4618846,28.3531671
2024iua,ZTF24aamnqdt,,1.819833463523537,,,19.8083,,2024-05-13T06:55:14.001617,3,3,,,SN,1.22,19.8083,,19.1206,18.557,0.56,0.177798,60437.2,60443.3,161.28526977500002,56.975938
2024iud,ZTF24aanawvb,,3.8146019633859396,,,20.2267,,2024-05-11T07:24:50.999023,1,1,,,SN,2.1,20.2267,,-999.0,22.1836,-1021.18,0.5,60438.3,60441.3,196.33285579999998,22.9282966
2024iup,ZTF24aaniztr,,1.574902963358909,,,,19.6774,2024-05-14T11:24:00.000007,2,2,,,SN,4.75,,19.5717,19.0369,18.4417,0.6,,60442.5,60444.5,8.7303038,28.691019949999998
2024iut,ZTF24aanngpp,,,,,,18.3906,2024-05-14T11:48:13.999687,1,1,,,SN,5.45,,18.3388,13.418,18.5365,-5.12,0.150304,60443.5,60444.5,13.8847896,30.39903355
