TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024gtg,ZTF24aajxobf,,10.587198364548385,-0.81,-0.81,19.838,20.6458,2024-04-17T08:22:36.001914,1,1,rising/peak,,SN,0.4,19.838,20.6458,-999.0,21.7994,-1020.8,0.0305298,60414.5,60417.3,220.23178455,55.297339300000004
2024gsu,ZTF24aakbhtk,,1.6748603647574782,-0.35,-0.72,19.8614,20.5796,2024-04-17T11:19:12.996498,1,1,rising/peak,,SN,5.3,19.8614,20.5796,-999.0,-999.0,0.0,0.00258333,60413.4,60417.5,237.77345523333335,60.0143051
2024gth,ZTF24aakchfa,,11.767522464506328,0.4,-0.08,19.5638,19.6485,2024-04-18T05:03:58.996788,4,4,rising/peak,,NT,0.18,19.5638,19.6485,19.886,18.9313,0.95,0.0715,60412.3,60418.2,163.79534575000002,36.759813775
2024gtm,ZTF24aajqbuk,,1.6873256647959352,0.22,0.3,20.0694,19.7733,2024-04-18T08:06:10.998725,2,2,rising/peak,,SN,2.1,20.0694,19.7733,19.5126,19.0226,0.49,,60412.4,60418.3,213.75474679999996,0.88491452
2024gtt,ZTF24aaiwhot,,5.572568764444441,0.25,0.35,19.9089,19.5627,2024-04-18T08:43:08.999046,1,1,,,SN,29.59,19.8402,19.5627,17.4385,16.8827,0.56,1.0,60416.3,60418.4,240.41799897500002,62.583390625
2024gtb,ZTF22abxacvm,,10.762175264768302,0.79,0.79,19.1763,18.3894,2024-04-17T06:40:31.002220,2,2,rising/peak,,VS,0.32,19.1763,18.3894,18.472,17.4632,1.01,0.159524,60413.3,60417.3,148.50973215,72.15847065
2024gts,ZTF24aajdrlr,,7.538147464394569,0.44,0.8,20.4263,19.6227,2024-04-18T08:50:49.001296,2,2,rising/peak,,SN,0.94,20.4263,19.6227,20.4004,20.2656,0.13,0.00166667,60411.5,60418.4,265.42678595714284,42.889652142857145
2024gsw,ZTF24aajzmzf,,1.7584020644426346,,,19.527,,2024-04-17T07:40:02.000640,1,1,,,SN,1.75,19.527,,18.8822,17.8415,1.04,0.0131667,60417.3,60417.3,175.1780341,27.7395937
2024gsx,ZTF24aajvvop,,1.7371173645369709,,,19.3618,,2024-04-17T08:13:33.997451,1,1,,,SN,5.97,19.3618,,19.1082,18.4061,0.7,0.00125,60417.3,60417.3,197.453343,39.0922317
2024gsy,ZTF24aajoytu,,1.7371173645369709,,,20.1043,,2024-04-17T08:13:33.997451,1,1,,,SN,2.81,20.1043,,20.7416,20.5892,0.15,0.00904762,60417.3,60417.3,200.0735409,40.6891027
2024gta,ZTF24aajgxuq,,1.7598140644840896,,,19.7719,,2024-04-17T07:48:39.000968,2,2,,,VS,0.42,19.7719,,19.8025,19.9951,-0.19,0.0567857,60413.3,60417.3,178.2471193,28.986883149999997
2024gte,ZTF19aaqyhgi,,0.8470131647773087,,,,18.4797,2024-04-18T06:38:06.999343,1,1,,,NT,1.23,,18.4797,13.34,13.385,-0.05,0.158232,60418.3,60418.3,166.5875649,-2.3151954
2024gur,ZTF24aakbpfj,,14.550057164393365,,,,19.7839,2024-04-18T08:47:18.997451,1,1,,,SN,4.27,,19.7839,20.7944,20.4008,0.39,0.0170417,60418.4,60418.4,287.4756133,63.2200495
