TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024fza,ZTF24aaihwaq,,0.8098925035446882,-0.26,-0.41,18.3563,18.7645,2024-04-08T07:10:30.999343,3,3,rising/peak,,NT,0.37,18.3563,18.7645,18.1152,17.1546,0.96,0.0977917,60404.2,60408.3,162.20088246666668,4.306907466666666
2024fzo,ZTF24aaimidg,,4.768584703560919,0.26,-0.27,19.5434,19.8148,2024-04-08T07:58:08.999046,2,2,rising/peak,,SN,0.4,19.5434,19.8148,20.5729,20.1617,0.41,0.00125,60404.3,60408.3,172.26025653333332,15.244210933333333
2024fzp,ZTF24aaijgee,,10.737577703781426,-0.0,0.02,19.378,19.3612,2024-04-08T09:49:08.002555,4,4,rising/peak,,NT,0.93,19.378,19.3612,19.7353,19.1487,0.59,0.0455417,60404.4,60408.4,227.62224145,6.7836669
2024fzv,ZTF24aaiinor,,10.656570803839713,0.03,0.05,19.4845,19.4344,2024-04-08T06:46:15.997451,3,3,rising/peak,,SN,0.17,19.4845,19.4344,21.0768,20.5495,0.53,0.00125,60404.2,60408.3,151.94812532499998,65.054816175
2024fzr,ZTF24aaijmcv,,10.617346203420311,0.04,0.07,19.665,19.5905,2024-04-08T11:09:35.999984,2,2,rising/peak,,SN,2.81,19.665,19.5905,19.3669,18.6708,0.7,0.00208333,60404.4,60408.5,235.43496937500004,12.0131715
2024gaa,ZTF24aaibmym,,9.895968903787434,0.02,0.25,19.8079,19.5572,2024-04-08T05:44:28.996803,1,1,rising/peak,,SN,3.68,19.8079,19.5572,19.8912,19.1902,0.7,0.0075,60404.1,60408.2,118.5190199,-2.151542475
2024fzj,ZTF24aaitxdn,,4.559753703419119,0.61,0.27,19.7615,19.4937,2024-04-08T11:59:23.003540,2,2,rising/peak,,SN,1.52,19.7615,19.4937,18.911,20.2024,-1.29,0.186595,60404.4,60408.5,255.6058661666667,31.2185339
2024gae,ZTF24aaikhwb,,10.549765203613788,0.64,0.46,19.7264,19.2623,2024-04-08T11:53:01.996795,3,3,rising/peak,,VS,0.39,19.7264,19.2623,19.1036,18.3574,0.75,0.00458333,60404.4,60408.5,265.43495275,52.0882381
2024fzx,ZTF24aaijiyu,,10.642114803660661,0.12,0.47,20.2212,19.7512,2024-04-08T10:23:09.003837,1,1,rising/peak,,NT,0.88,20.2212,19.7512,21.2642,20.6728,0.59,0.016375,60404.4,60408.4,246.54774366666666,44.392504900000006
2024fzu,ZTF24aaigzhs,,0.8857722035609186,0.2,0.49,19.9101,19.4158,2024-04-08T05:56:49.997772,2,2,rising/peak,,SN,0.58,19.9101,19.4158,21.6096,21.3715,0.24,0.001875,60404.2,60408.2,116.64975703333334,43.19424216666667
2024fzn,ZTF24aaioqpt,,4.546281403396279,1.24,1.24,20.7259,19.4894,2024-04-08T10:24:44.000625,2,2,rising/peak,,SN,4.71,20.7259,19.4894,18.9928,18.12,0.87,0.0164583,60404.4,60408.4,241.30429705,54.02352495
2018mni,ZTF18aabkrky,,1.7861541034653783,,,18.0035,,2024-04-07T07:16:54.001930,2,2,,,AGN,0.75,18.0035,,17.1124,16.1226,0.99,0.1965,60403.3,60407.3,165.46083620000002,44.449217000000004
2024fzc,ZTF24aaiguzj,,4.897705003619194,,,18.4946,,2024-04-08T04:43:36.998382,2,2,,,VS,0.28,18.4946,,17.9062,17.3249,0.58,0.0510833,60404.2,60408.2,124.3208974,-22.108555600000003
2024fzt,ZTF24aaijiux,,0.6395222037099302,,,19.033,,2024-04-08T11:12:19.002243,1,1,,,VS,0.63,19.033,,19.6985,18.992,0.71,0.00291667,60404.4,60408.5,230.97563225,22.903671950000003
2024fzy,ZTF24aaieelb,,0.7770337034016848,,,19.726,,2024-04-08T07:06:29.001617,1,1,,,SN,5.0,19.726,,19.0119,18.4009,0.61,0.0547708,60404.3,60408.3,181.06347945,13.88524945
2024gak,ZTF24aaijmhq,,0.6390013038180768,,,19.7773,,2024-04-08T11:07:33.000976,2,2,,,SN,1.31,19.6352,,18.8544,18.6673,0.19,0.057375,60404.4,60408.5,241.12540175,2.19577445
