TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2020afgc,ZTF20acuhlsk,,0.29,0.73,20.7891,20.0596,2020-12-12T11:30:04.003181,8.0,7.0,,fading,NT,0.19,19.8821,19.6676,,,,,59173.4,59195.5,115.45977593846156,22.76069505384616
2020afgf,ZTF18aalwzyo,,0.22,0.22,20.0191,19.8012,2020-12-20T11:47:06.002868,3.0,2.0,rising/peak,,NT,0.67,20.0191,19.8012,18.8902,18.5109,0.38,0.057792,59176.5,59203.5,193.2896294,55.6755598
2020afgf,ZTF21aabgpfy,,,,,19.9144,2021-02-20T07:24:11.998062,,,,,NT,1.1,,19.9144,18.8902,18.5109,0.38,0.0577917,59263.4,59265.3,193.28944505,55.67558
2021ahvn,ZTF21abcluco,,0.03,0.14,20.1293,19.9851,2021-06-06T04:29:50.997108,10.0,9.0,,fading,VS,0.34,19.5973,19.6132,20.246,19.8968,0.35,,59350.2,59371.2,179.0386963230769,21.027008069230767
2021ahvo,ZTF17aadqidc,,0.45,0.31,19.8152,19.5035,2021-01-18T09:59:21.001930,12.0,12.0,,,NT,0.18,19.8152,19.3972,18.2446,17.9045,0.34,0.00125,59218.4,59232.4,150.8074889166667,28.662370033333328
2021ahvq,ZTF21abvjcnb,,0.31,0.12,20.5542,20.4351,2021-09-09T08:35:27.000946,5.0,5.0,,fading,SN,0.23,20.2082,19.9339,20.5339,20.1621,0.37,0.019,59444.4,59466.4,353.7233748,11.41312135
2021ahvr,ZTF20adadbsm,,0.24,0.66,20.1233,19.4642,2021-01-18T03:07:20.000633,11.0,11.0,,fading,SN,1.67,19.6174,19.386,,,,,59204.2,59232.1,22.64079766842105,5.690675410526317
2021ahvw,ZTF21aaxswjy,,0.04,-0.01,19.9076,19.9129,2021-05-12T08:51:13.996818,9.0,9.0,,fading,SN,0.82,19.601,19.6239,21.0479,20.2834,0.76,0.00970833,59324.2,59346.4,166.85645184375,57.20104404375
2021ahvx,ZTF21aajtfas,,-0.2,-0.54,19.4617,20.0055,2021-03-19T06:17:46.003189,13.0,3.0,,fading,NT,0.17,19.1418,19.0549,20.3979,19.7526,0.65,0.001875,59262.3,59292.3,132.41044284117646,54.26919827647059
2021ahvy,ZTF21aaswuea,,0.07,0.02,20.2404,20.224,2021-04-20T09:09:44.997108,8.0,8.0,rising/peak,,SN,1.6,20.2404,20.0554,19.795,19.4387,0.36,0.0165833,59310.4,59324.4,244.55651342222225,16.29607141111111
2021ahwb,ZTF21aabvpub,,-0.21,-0.07,20.3144,20.3833,2021-01-19T08:59:43.998718,11.0,11.0,,fading,NT,0.26,19.7338,19.9629,,,,,59217.4,59233.4,139.68368363076922,39.81693323076923
2021ahwc,ZTF21aayngti,,0.05,0.56,20.7964,20.2361,2021-05-06T06:08:15.996467,5.0,4.0,,fading,NT,0.17,20.0481,20.2261,,,,,59317.2,59340.3,159.0488992,5.289707011111111
2021ahwd,ZTF21aamfdzo,,0.38,0.35,20.491,20.1372,2021-03-08T06:59:55.000335,10.0,6.0,,fading,NT,0.24,19.9496,19.6893,20.0277,19.3894,0.64,0.00770833,59256.5,59281.3,186.7232116909091,18.804445481818185
2021ahwe,ZTF21abghbue,,-0.07,0.24,20.6636,20.428,2021-07-07T06:16:02.997108,1.0,,,fading,SN,1.81,19.8868,20.1269,20.5688,20.3766,0.19,,59379.3,59402.3,242.63988155,48.04562610833333
2021ahwg,ZTF21aaiapis,,0.56,0.17,20.2769,20.1067,2021-03-07T07:11:55.999687,17.0,6.0,,fading,NT,0.11,20.1387,19.3947,19.2536,19.08,0.17,0.0191667,59250.4,59280.3,195.4866592894737,31.590603042105265
2021ahwi,ZTF21aalvdng,,0.26,0.2,20.0111,19.815,2021-02-24T08:07:18.001899,2.0,2.0,rising/peak,,NT,1.24,19.8532,19.815,20.6188,19.7764,0.84,0.008625,59256.4,59269.3,176.60647493333332,36.03735522499999
2021ahwj,ZTF21abvatnb,,0.06,0.23,20.7499,20.5203,2021-09-13T03:46:31.998733,,,,fading,SN,4.37,20.082,20.0425,20.4814,19.7525,0.73,,59441.2,59470.2,245.31405051875004,52.477948525
2021ahwk,ZTF21aagyuvz,,0.15,0.18,20.6167,20.4336,2021-02-17T11:59:34.002235,7.0,7.0,,fading,NT,0.74,20.0262,19.9478,19.8446,19.1958,0.65,,59249.4,59262.5,211.8472801625,23.5345338375
2021ahwl,ZTF21aasdcgt,,-0.17,0.07,20.5423,20.4711,2021-05-11T10:42:34.004158,2.0,,,fading,SN,0.12,20.1678,20.4338,21.9652,21.1939,0.77,,59316.4,59345.4,255.31616228928573,29.63431156785714
2021ahwm,ZTF21acbgyai,,0.09,0.32,20.4367,20.1217,2021-10-03T03:41:41.997131,7.0,4.0,,fading,SN,3.85,19.7766,20.1217,20.3515,19.4216,0.93,,59464.2,59490.2,256.75017145999993,64.89455893
2021ahwn,ZTF18aakemik,,0.75,0.75,20.8918,20.1398,2021-02-17T08:50:49.001296,1.0,1.0,rising/peak,,NT,0.78,20.8918,20.1398,,,,,59255.4,59262.4,207.8865683,54.3613413
2021ahwn,ZTF21aalimtb,,0.16,0.13,20.2268,20.0988,2021-02-23T11:57:16.997749,4.0,4.0,rising/peak,,NT,1.42,20.1335,19.9434,20.5064,19.7976,0.71,,59255.4,59268.5,207.88626251,54.36127184000001
2021ahwr,ZTF21aaaolli,,0.04,-0.13,19.8984,20.0258,2021-01-19T11:53:47.996147,9.0,8.0,,fading,SN,0.37,19.8728,19.7023,20.4049,19.8882,0.52,0.005208,59217.4,59233.5,200.6759014181818,52.29883106363637
2021ahwt,ZTF21aaayfre,,0.1,0.5,19.8713,19.374,2021-01-15T12:07:05.001594,9.0,9.0,,fading,SN,0.01,19.5552,19.374,,,,,59215.5,59229.5,190.22236524615383,-6.248014792307692
2021ahwv,ZTF21aacuckk,,0.26,0.6,19.7997,19.1966,2021-02-11T10:04:25.000320,11.0,4.0,rising/peak,,AGN,0.44,19.7081,19.1966,,,,,59227.5,59256.4,177.75806994166666,15.353249466666666
2021ahxa,ZTF21aaekerb,,,,,20.5252,2021-03-09T12:15:18.000007,,,,,NT,0.24,,20.4097,20.6135,20.2806,0.33,0.00541667,59253.5,59282.5,242.1094564,39.747176466666666
2021ahxd,ZTF21aagtspb,,0.26,0.15,20.4129,20.266,2021-02-19T12:50:03.998390,8.0,6.0,,fading,NT,0.64,20.1483,19.8507,20.766,20.3951,0.37,,59249.5,59264.5,256.7206572,42.030740075
2021ahxg,ZTF21aaiahsu,,0.6,0.47,20.358,19.8834,2021-03-07T06:52:33.003860,25.0,6.0,,fading,NT,0.3,19.8645,19.2889,19.1018,18.091,1.01,0.0035,59250.4,59280.3,165.25546176206896,8.087222362068964
2021ahxh,ZTF21aaiaqvc,,-0.04,0.2,20.2503,20.0503,2021-02-20T10:03:44.003517,1.0,1.0,,,SN,1.33,20.1099,20.0138,21.3381,20.8806,0.46,0.03425,59248.4,59265.4,188.7407072666667,25.528188866666667
2021ahxl,ZTF21aaitqpu,,0.55,0.65,20.5256,19.8772,2021-02-24T12:50:45.997436,3.0,2.0,,fading,SN,1.42,20.2231,19.7699,21.0416,21.0025,0.04,,59253.5,59269.5,257.04221930000006,25.312208944444443
2021ahxm,ZTF21aakitay,,0.4,0.1,20.1195,20.0239,2021-02-20T08:56:30.998397,1.0,1.0,rising/peak,,SN,3.26,20.1195,19.8485,20.865,20.2592,0.61,,59250.5,59265.4,191.7314979375,18.0554978125
2021ahxn,ZTF21aakjxhg,,0.07,-0.03,19.0254,19.0581,2021-02-26T03:28:20.999984,5.0,5.0,rising/peak,,SN,5.31,19.0254,19.0581,-999.0,-999.0,0.0,0.5,59255.2,59271.1,42.264172362500005,3.202184625
2021ahxo,ZTF21aalgiex,,0.23,0.16,20.5088,20.3514,2021-03-08T05:11:29.002555,6.0,3.0,,fading,SN,3.6,19.8806,19.9177,19.7199,19.173,0.55,0.00166667,59253.4,59281.2,133.63622701363636,59.31034677272726
2021ahxq,ZTF21aantmww,,0.05,-0.04,20.3002,20.3424,2021-04-12T04:11:57.001930,7.0,4.0,,fading,NT,0.48,20.0625,19.9576,19.2403,18.751,0.49,0.01825,59291.2,59316.2,126.82985471111112,4.772541399999999
2021ahxr,ZTF21aaoijsw,,-0.24,-0.67,19.5336,20.2038,2021-04-08T06:24:04.996788,14.0,6.0,,fading,NT,0.42,19.5336,19.4005,20.022,19.2003,0.82,0.003125,59290.2,59312.3,119.54876358666664,66.33877661333334
2021ahxt,ZTF21aaqgmfz,,0.04,0.14,20.5416,20.4007,2021-04-12T07:04:42.997444,3.0,3.0,,fading,SN,1.64,19.6745,19.7499,20.9359,20.5534,0.38,,59292.3,59316.3,171.95946372777777,55.81787797222222
2021ahxu,ZTF21aarbdjl,,0.03,-0.16,20.636,20.7918,2021-04-12T07:51:37.002258,,,,fading,SN,4.37,20.0783,19.9221,-999.0,-999.0,0.0,0.5,59290.3,59316.3,156.21992261764706,46.37603206470588
2021ahxv,ZTF21aardvtr,,0.29,0.13,20.265,20.1308,2021-04-04T04:47:55.999671,4.0,3.0,,fading,NT,0.83,20.2174,19.7845,20.4242,19.5825,0.84,0.00125,59292.2,59308.2,127.0895310875,39.8011893125
2021ahxw,ZTF21aarffuz,,0.33,0.36,21.1172,20.7609,2021-05-08T10:17:18.003852,3.0,,,fading,SN,4.01,20.2711,19.9341,-999.0,19.7436,-1018.74,0.5,59313.4,59342.4,246.45759397142857,68.8353428
2021ahxy,ZTF21aarnxig,,0.13,0.42,20.925,20.5058,2021-04-17T06:58:08.002563,5.0,5.0,,fading,SN,0.15,20.0971,20.1925,21.7711,21.2917,0.48,,59293.3,59321.3,178.9797096857143,15.962177700000002
2021ahyb,ZTF21aasjilo,,-0.09,0.05,20.4987,20.4508,2021-04-12T08:44:28.003204,8.0,8.0,,,NT,0.31,20.349,20.4144,20.592,19.6733,0.92,0.00125,59306.3,59316.4,221.9972569222222,63.9576697111111
2021ahyc,ZTF21aasjlxg,,-0.18,0.07,20.3329,20.2647,2021-04-19T07:14:28.003204,3.0,3.0,,fading,SN,2.15,20.1053,20.2635,20.0217,19.3541,0.67,,59307.3,59323.3,222.01004927142853,30.609084892857144
2021ahye,ZTF21aatbbjt,,0.19,0.33,20.8535,20.5252,2021-04-17T06:38:28.003211,1.0,1.0,,fading,NT,0.94,20.553,20.5252,20.8709,20.302,0.57,,59309.3,59321.3,188.5117788777778,15.597182088888893
2021ahyh,ZTF21aavdtcy,,0.08,-0.24,20.3768,20.6183,2021-04-19T07:17:51.000007,2.0,2.0,,fading,SN,1.74,20.3232,20.2173,20.6169,19.5044,1.11,0.00166667,59307.3,59323.3,217.868966025,45.400952708333335
2021ahyi,ZTF21aawlnxl,,-0.01,0.18,20.1446,19.9693,2021-05-02T05:00:23.999038,4.0,2.0,rising/peak,,NT,0.9,20.1446,19.9693,20.5307,19.8339,0.7,0.010625,59314.2,59336.2,136.97120733333333,1.6290503222222223
2021ahyj,ZTF21aawzmne,,0.11,0.24,20.7216,20.4846,2021-06-06T04:57:31.000335,8.0,4.0,,fading,SN,0.98,19.7771,19.8607,20.6811,20.114,0.57,0.00395833,59341.2,59371.2,212.7568083733333,31.312275226666657
2021ahyk,ZTF21aaxslhj,,-0.01,-0.28,20.3155,20.5995,2021-05-10T04:21:59.996170,7.0,7.0,,fading,SN,3.4,20.2818,20.2846,20.6001,19.8472,0.75,0.00208333,59334.2,59344.2,142.23293265,41.40473936
2021ahym,ZTF21aaxszmx,,0.48,0.79,20.7716,19.9789,2021-05-08T06:48:18.996467,8.0,8.0,,fading,SN,1.03,19.9816,19.6788,19.8524,19.4121,0.44,0.145369,59324.2,59342.3,154.04032055454547,38.83443534545454
2021ahyn,ZTF21aayebcv,,-0.08,-0.23,19.6639,19.8923,2021-05-11T08:51:28.995849,6.0,6.0,,fading,SN,2.15,19.5875,19.6868,20.6251,20.2034,0.42,,59334.2,59345.4,199.89367495,65.046591915
2021ahyo,ZTF18abkfkyq,,0.03,0.43,20.2616,19.8353,2021-05-01T06:57:26.997116,2.0,2.0,,fading,NT,1.14,19.6311,19.8353,,,,,59325.4,59335.3,223.7086259,10.845763725
2021ahyo,ZTF21aayebwx,,0.19,0.5,20.4993,20.0005,2021-05-09T07:35:15.999374,5.0,4.0,,fading,NT,1.31,19.6311,19.5385,19.7481,19.0277,0.72,0.0005,59325.4,59343.3,223.70860413333327,10.845754611111111
2021ahyp,ZTF21aayfqtb,,0.26,0.22,20.5483,20.326,2021-05-11T09:50:30.998405,6.0,6.0,,fading,SN,1.61,20.2244,20.154,20.2509,19.372,0.88,0.0025,59324.4,59345.4,256.8214309,61.5660308
2021ahyq,ZTF21aaynwgp,,0.14,0.53,20.7697,20.2348,2021-05-06T06:12:21.000968,1.0,1.0,,fading,SN,1.03,20.1632,19.8732,20.8311,20.2739,0.56,0.00125,59319.2,59340.3,155.75437430769227,23.141148946153844
2021ahys,ZTF21aazqpgb,,-0.06,-0.35,20.6693,21.0229,2021-05-07T06:53:07.995826,1.0,1.0,,fading,SN,0.08,19.9823,20.318,,,,,59322.3,59341.3,238.10149855,35.90068709
2021ahyv,ZTF21abbwxbf,,0.02,0.26,20.8226,20.5653,2021-06-13T07:10:32.001586,14.0,8.0,,fading,SN,0.35,19.5816,19.8403,19.5308,19.1674,0.36,0.004375,59349.4,59378.3,232.9835554555556,49.93462058333333
2021ahyy,ZTF21abcothc,,0.44,0.13,20.4375,20.305,2021-06-06T05:10:28.004173,5.0,5.0,,fading,NT,0.63,20.1756,19.9783,20.5251,19.9186,0.61,0.00166667,59348.3,59371.2,197.7409226,20.05332931111112
2021ahza,ZTF21abcskis,,0.0,-0.2,19.8925,20.0904,2021-06-02T05:39:42.001937,3.0,3.0,,,SN,1.67,19.8764,19.974,20.1282,19.7482,0.38,,59350.2,59367.2,155.9670119375,32.2496852625
2021ahzb,ZTF21abcsqmp,,0.14,0.12,19.9983,19.8822,2021-06-08T05:13:29.997108,8.0,8.0,,fading,SN,1.37,19.6188,19.6234,19.3613,19.1659,0.2,0.0025,59350.2,59373.2,168.39520827272727,21.34270166363636
2021ahzc,ZTF21abcudam,,0.18,0.09,20.4228,20.3301,2021-06-03T09:16:25.996788,2.0,2.0,,,SN,0.89,20.4109,20.141,21.176,20.6669,0.51,0.00929167,59353.4,59368.4,241.76057146666668,46.8652194
2021ahzd,ZTF21abejeyz,,-0.03,-0.07,20.2472,20.317,2021-06-11T05:18:11.998069,3.0,3.0,rising/peak,,SN,0.79,20.2472,20.317,21.3769,20.8762,0.5,,59363.2,59376.2,182.09222065,19.74267944
2021ahze,ZTF21abenlno,,0.2,0.32,20.7837,20.4682,2021-06-11T07:51:14.002548,,,rising/peak,,SN,0.76,20.7395,20.4628,21.3926,21.0386,0.35,0.0435833,59365.3,59376.3,252.82114645454547,51.28523216363636
2021ahzg,ZTF21abfreru,,0.23,0.2,20.7866,20.5915,2021-06-11T10:58:45.001907,5.0,3.0,,fading,SN,0.06,19.8568,20.0798,20.5684,19.8743,0.69,0.04125,59356.4,59376.5,330.2552075,14.139072881818182
2021ahzh,ZTF21abfspnh,,-0.0,0.08,20.2679,20.1907,2021-06-14T04:51:29.001617,1.0,1.0,rising/peak,,SN,1.99,20.0776,20.1575,20.9727,20.4887,0.48,0.00166667,59368.2,59379.2,179.2848450888889,44.17051865555556
2021ahzi,ZTF21abhsttv,,-0.02,0.1,20.2885,20.1893,2021-07-08T07:20:54.997444,1.0,1.0,,fading,SN,0.52,19.7186,20.0289,21.5175,21.3589,0.16,0.004375,59382.4,59403.3,251.58572118461532,48.83834483846154
2021ahzj,ZTF21abhzape,,0.07,0.13,20.4485,20.3142,2021-07-11T06:05:10.996788,8.0,8.0,,fading,NT,1.12,19.8002,19.9348,20.1549,19.2096,0.95,0.0503393,59382.4,59406.3,248.7226679727273,28.51013087272727
2021ahzl,ZTF21abigfjv,,0.09,-0.03,20.199,20.2291,2021-07-06T07:39:55.002243,2.0,2.0,,fading,SN,0.46,20.0123,19.9745,-999.0,21.8621,-1020.86,0.263964,59390.3,59401.3,237.6942468363636,61.79917174545455
2021ahzm,ZTF21abjkdli,,-0.15,-0.04,20.4489,20.4921,2021-07-19T11:05:19.996788,8.0,7.0,,fading,SN,19.23,19.5995,20.0042,21.0839,20.2537,0.83,,59392.5,59414.5,8.651039033333333,7.184163641666667
2021ahzn,ZTF21abjqcmb,,0.0,-0.03,20.2828,20.311,2021-08-01T04:28:03.999343,7.0,3.0,,fading,NT,0.88,19.9837,19.9184,20.1387,19.4818,0.66,0.016756,59406.2,59427.2,218.554908,54.3621404
2021ahzo,ZTF21abjtxur,,0.14,0.34,20.5489,20.2086,2021-07-16T05:21:04.996810,,,,fading,SN,1.41,20.2807,20.2086,20.933,20.7284,0.2,0.00291667,59401.3,59411.2,239.8583111842105,39.42095602105263
2023uus,ZTF23abhplkw,,,,,19.9785,2023-11-12T10:29:16.998703,4.0,4.0,,fading,SN,5.34,,19.2219,20.0237,19.586,0.44,0.00291667,60244.5,60260.4,162.22224438,33.113733260000004
2023uuv,ZTF23abjsxxg,,,,,19.4283,2023-10-22T12:34:14.998069,11.0,11.0,,fading,SN,0.8,,18.8192,20.805,19.9755,0.83,0.00125,60230.5,60239.5,160.8237470411765,5.06054165882353
2023uux,ZTF23abjsxkj,,,,,19.8038,2023-10-22T12:41:25.995849,5.0,5.0,,fading,VS,1.06,,19.391,19.9859,20.0135,-0.03,,60230.5,60239.5,160.1678911375,5.9015623125
2023uuy,ZTF23abjswzx,,,,,19.766,2023-10-24T12:46:38.997131,15.0,15.0,,fading,SN,0.35,,19.2657,21.7289,21.2002,0.53,0.00333333,60230.5,60241.5,154.58914318965518,-2.920309686206897
2023uvc,ZTF23abjsjac,,,,,20.2374,2023-10-25T10:55:48.002868,3.0,3.0,,fading,SN,0.15,,19.5893,21.561,20.9489,0.61,0.00125,60230.5,60242.5,139.5717352,63.971083580000005
2023uvf,ZTF23abjrpnf,,0.23,0.73,20.1022,19.3696,2023-10-25T11:40:24.000946,8.0,8.0,,fading,NT,0.46,19.4841,19.3696,19.3321,18.5244,0.81,,60230.5,60242.5,143.6031258875,32.976155425
2023uvg,ZTF23abjrolk,,,,,19.9568,2023-12-13T09:10:53.996170,2.0,1.0,,fading,SN,16.09,,19.4526,21.1762,20.412,0.76,0.5,60262.5,60291.4,144.3157701,23.586683
2023uvh,ZTF23abjrolf,SN IIb,0.98,0.48,20.2044,19.7271,2023-12-11T08:28:54.001914,3.0,1.0,,fading,SN,17.78,20.2044,18.8999,20.1356,19.8963,0.24,0.08,60259.5,60289.4,136.9798659,3.2775863
2023uvi,ZTF23abjrgoy,,,,20.1248,,2023-10-17T10:41:55.003204,3.0,3.0,,,SN,1.49,20.0035,,18.2246,17.4799,0.74,0.0587083,60230.4,60234.4,131.56053296666667,82.79271703333335
2023uvj,ZTF23abjpcza,SN Ia,0.44,1.06,20.4377,19.3773,2023-11-14T06:19:19.997772,24.0,8.0,,fading,SN,4.06,18.6667,18.4912,20.8704,20.0108,0.86,0.064875,60232.4,60262.3,49.8556589512195,43.23578675853658
2023uvm,ZTF23abjkoih,,0.07,0.0,19.3726,19.3679,2023-10-17T04:15:25.001289,3.0,3.0,rising/peak,,AGN,2.94,19.3726,19.3679,19.0681,18.7007,0.37,0.0219167,60230.1,60234.2,248.34842454,47.3174203
2023uvo,ZTF23abjinse,,-0.01,0.03,20.2514,20.2213,2023-10-21T09:15:53.000625,2.0,2.0,rising/peak,,SN,1.67,20.1065,20.1529,21.3679,20.924,0.44,0.00166667,60224.3,60238.4,35.10989929166667,17.36220295
2023uvp,ZTF23abiqfek,,-0.01,0.22,20.2995,20.081,2023-10-19T08:20:19.999671,2.0,2.0,,fading,SN,0.85,20.0086,19.9272,19.0143,21.3035,-2.29,0.014125,60224.3,60236.3,25.391448436363635,-1.3895630727272728
2023uvq,ZTF23abimslf,,0.67,0.67,20.5121,19.8436,2023-10-13T08:28:43.003181,2.0,2.0,rising/peak,,SN,1.18,20.5121,19.8436,19.9282,19.3933,0.53,0.00645833,60227.3,60230.4,359.7346937,6.35129945
2023uvs,ZTF23abiejpw,,,,,19.7971,2023-10-14T12:26:19.003181,4.0,4.0,,,SN,3.42,,19.7971,18.8964,18.7718,0.12,0.0197917,60230.5,60231.5,158.16031385000002,25.030646625
2023uvt,ZTF23abiehsx,,-0.08,0.03,19.5059,19.4732,2023-10-29T12:29:32.997100,6.0,4.0,,fading,SN,2.05,18.8949,18.9966,19.4268,18.5997,0.83,0.00766667,60230.5,60246.5,139.08786588750002,7.956233375
2023uvw,ZTF23abhzngp,,0.08,0.31,20.3007,19.9955,2023-10-27T11:14:34.002235,1.0,1.0,,fading,SN,5.72,19.2808,19.6667,19.0351,18.5888,0.45,0.05325,60225.4,60244.5,109.72818851000002,42.58133829
2023uvz,ZTF18absqago,,,,,19.2895,2018-09-12T10:39:26.999984,,,,,NT,0.29,,19.2895,17.5505,17.0198,0.53,0.101542,58367.4,58373.4,31.67957013333333,-13.332502133333335
2023uvz,ZTF23abjfnug,,,,19.1806,,2023-10-11T09:31:08.996177,1.0,1.0,,,SN,2.0,19.1806,,17.5505,17.0198,0.53,0.101542,60228.4,60228.4,31.6789909,-13.3321997
