TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024gjz,ZTF24aaiuxej,,1.79965854389593,-0.17,-0.4,19.786,20.1876,2024-04-12T05:14:54.997451,5,5,rising/peak,,VS,0.71,19.786,20.162,19.482,18.5703,0.91,0.0025,60409.2,60412.2,164.0420025375,-1.7234078
2024gkp,ZTF24aairnnv,,8.75626734411344,-0.13,-0.26,19.3612,19.6187,2024-04-12T08:20:22.004165,3,3,rising/peak,,SN,4.36,19.3612,19.6187,18.5951,17.7692,0.83,0.00916667,60408.3,60412.3,158.15934865,61.583673025
2024gjj,ZTF24aajdnem,,1.6283274441957474,-0.17,-0.2,21.0798,21.2788,2024-04-11T11:50:12.998397,1,1,rising/peak,,SN,7.56,21.0798,21.2788,21.0305,21.8432,-0.81,0.5,60409.3,60411.5,245.45293653333331,42.96344106666667
2024gka,ZTF24aaitwnq,,2.539056643843651,-0.04,-0.14,20.5028,20.6388,2024-04-11T11:46:01.997749,1,1,rising/peak,,SN,1.01,20.5028,20.573,21.7655,21.2799,0.49,0.00520833,60408.4,60411.5,240.28130882222226,34.2499225
2024gmc,ZTF24aajittg,,8.556880744174123,-0.12,-0.12,19.4429,19.5584,2024-04-12T11:13:18.998413,2,2,rising/peak,,SN,3.49,19.4429,19.5584,19.536,18.762,0.77,,60412.4,60412.5,229.2747574,66.54706515000001
2024gme,ZTF24aajibzs,,5.696718643885106,-0.12,-0.12,20.2146,20.3321,2024-04-12T09:56:58.001296,2,2,rising/peak,,SN,2.45,20.2146,20.3321,19.7573,19.8965,-0.14,,60412.4,60412.4,212.4281325,3.97088655
2024gjv,ZTF24aaiwala,,2.539056643843651,-0.01,-0.06,20.6497,20.7126,2024-04-11T11:46:01.997749,1,1,rising/peak,,SN,0.12,20.6497,20.6953,22.0124,21.9623,0.05,0.00375,60408.4,60411.5,239.59381911111112,34.32757616666667
2024gkh,ZTF24aaiuktj,,9.564195543993264,0.39,-0.04,19.5123,19.5543,2024-04-12T11:09:19.998703,3,3,rising/peak,,SN,0.59,19.5123,19.5543,21.761,21.4037,0.36,0.0025,60407.3,60412.5,232.60951003333335,43.23705883333333
2024gjs,ZTF24aaizbsu,,2.626579843927175,-0.01,-0.01,21.2381,21.2463,2024-04-11T07:31:49.002227,1,1,rising/peak,,SN,3.52,21.2381,21.2463,21.5917,20.5593,1.03,0.000833333,60410.4,60411.3,199.12862095,24.11206345
2024gjw,ZTF24aaivuth,,1.6358390441164374,0.05,0.05,20.7508,20.6979,2024-04-11T11:11:15.999366,2,2,rising/peak,,SN,0.46,20.7508,20.6979,20.0848,19.3807,0.7,0.00291667,60408.5,60411.5,236.9479534,16.3752504625
2024gju,ZTF24aaixukq,,1.8296585441567004,0.19,0.12,21.309,21.1926,2024-04-11T07:01:56.003501,1,1,rising/peak,,SN,2.79,21.309,21.1926,21.1269,20.1411,0.99,0.00125,60409.2,60411.3,169.58844505000002,36.018827875
2024gjm,ZTF24aajdcsk,,3.6321353442035615,0.16,0.14,21.4611,21.3219,2024-04-11T10:40:57.996467,1,1,,fading,SN,2.42,21.2784,21.1058,21.5697,20.8745,0.7,0.5,60410.4,60411.4,230.6491954,10.956207580000001
2024gmd,ZTF24aajitnu,,8.557841343805194,0.32,0.32,20.3199,19.9965,2024-04-12T11:50:00.997451,2,2,rising/peak,,SN,0.37,20.3199,19.9965,21.8904,21.1383,0.75,0.00125,60412.4,60412.5,248.8421469,53.406158000000005
