TNS_ID,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023zhm,ZTF23abvfnvy,,0.18,0.2,20.3485,20.153,2023-12-18T10:10:21.996490,2,2,,,SN,0.63,20.3182,20.153,21.1021,20.7608,0.34,0.00666667,60287.4,60296.4,143.75031869999998,6.23572995
2023zht,ZTF23abryufi,,,,,20.2577,2023-12-06T03:35:20.999038,1,1,,,SN,2.83,,20.2577,20.9986,21.4731,-0.47,0.5,60284.1,60284.1,9.9884934,18.1991955
2023zim,ZTF23abrzbbr,,0.19,0.25,18.5875,18.3421,2023-12-12T05:06:04.000335,2,2,,,SN,1.78,18.4846,18.3421,18.1826,17.1218,1.06,0.153554,60285.2,60290.2,17.155901975,-6.910612674999999
2023zip,ZTF23absasav,,0.43,0.66,19.2545,18.5976,2023-12-12T03:22:30,4,4,,fading,VS,0.63,18.8985,18.5927,17.6503,17.0073,0.64,0.0963631,60285.1,60290.1,288.6488138,51.8542054
2023ziw,ZTF23absbpot,,0.09,0.33,19.5185,19.1912,2023-12-17T06:44:00.003822,4,4,,fading,SN,4.3,19.1575,19.1912,18.91,18.129,0.78,0.0120833,60285.2,60295.3,26.75201596666666,-10.33125815
2023ziz,ZTF23absnjbt,,0.67,0.67,20.3434,19.673,2023-12-17T06:15:51.998420,2,2,,,NT,1.44,20.3434,19.6504,19.6853,18.6561,1.03,0.0157083,60288.3,60295.3,51.8736746,47.016161100000005
2023zjd,ZTF23abrypcp,,-0.02,0.21,19.7368,19.5278,2023-12-12T05:26:15,3,3,,fading,SN,1.22,19.4958,19.5278,21.1889,20.8699,0.32,0.00741667,60284.1,60290.2,335.76542142,16.86245754
2023zjg,ZTF23abttygd,,,,19.407,,2023-12-13T11:25:46.004142,1,1,,,SN,7.55,19.407,,18.9095,19.2229,-0.31,0.142,60289.5,60291.5,185.68011795,24.82091715
2023zjk,ZTF23absiwjc,,0.7,1.11,19.9785,18.8705,2023-12-13T10:59:16.002220,2,2,,fading,SN,2.37,19.5476,18.8705,20.0559,20.7563,-0.7,0.5,60287.4,60291.5,150.35326855,-6.115699116666666
2023zjm,ZTF23absohlp,SN Ia,0.19,0.49,18.0122,17.5233,2023-12-28T05:12:11.001602,4,1,rising/peak,,SN,1.49,17.825,17.5233,17.3823,16.4558,0.93,0.155357,60288.3,60306.2,80.6251756,5.570897557142858
2023zjn,ZTF23abudktr,,0.22,0.16,20.5724,20.4102,2023-12-15T13:01:56.003501,1,1,,fading,SN,5.87,20.3574,20.1437,-999.0,-999.0,0.0,0.5,60287.3,60293.5,124.66841185333332,26.53531871333333
2023zjo,ZTF23abtmhet,,0.64,0.64,20.4104,19.7697,2023-12-17T12:11:09.003852,1,1,rising/peak,,SN,2.02,20.4104,19.7697,19.8713,19.2385,0.63,0.0814643,60290.5,60295.5,122.68327725,5.103691700000001
2023zjt,ZTF23absliqb,,-0.01,-0.08,18.6,18.6765,2023-12-12T05:27:37.002250,2,2,rising/peak,,SN,0.22,18.6,18.6765,21.5999,21.4238,0.18,0.567625,60288.1,60290.2,345.963591325,3.33983805
2023zjy,ZTF23absjgok,,0.13,0.16,18.6176,18.453,2023-12-12T12:35:58.004150,2,2,,fading,VS,0.98,18.348,18.2195,20.1434,-999.0,1019.14,0.5,60287.5,60290.5,171.00123365999997,-13.81181538
2023zjz,ZTF23absizez,SN Ia-91T-like,-0.05,-0.24,17.0681,17.3053,2023-12-27T11:51:32.996154,9,2,,fading,SN,2.63,17.0681,17.0296,20.8508,19.0553,1.8,0.5,60287.4,60305.5,167.2196289818182,-6.344162090909092
2023zka,ZTF23absqtmm,,,,,18.6269,2023-12-14T13:42:53.003532,4,4,,fading,SN,4.35,,18.3356,-999.0,21.6081,-1020.61,0.5,60287.6,60292.6,229.0265083666667,7.821880290476192
