TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023acmz,ZTF23aabfcik,,0.6271341107785702,-0.23,-0.13,19.8634,19.9949,2024-02-13T12:36:25.997756,5,3,rising/peak,,NT,0.71,19.8634,19.9949,19.1178,18.5363,0.58,0.00166667,60327.5,60353.5,229.4433691,10.878745499999999
2024dlw,ZTF24aafirfs,,6.590756810735911,-0.39,-0.13,20.0688,20.1975,2024-02-15T11:04:33.003845,1,1,rising/peak,,ORPHAN,0.0,20.0688,20.1975,-999.0,-999.0,0.0,0.174878,60353.5,60355.5,202.77677253333331,4.809732933333334
2024dkm,ZTF24aagapft,,5.747342410963029,0.27,-0.12,20.218,20.338,2024-02-17T09:57:37.995849,2,2,rising/peak,,SN,0.28,20.218,20.338,20.7076,19.9395,0.77,0.00770833,60354.3,60357.4,130.67634926666668,37.92591073333333
2024dkv,ZTF24aaekbxw,,6.604078610893339,0.08,-0.03,19.8096,19.8364,2024-02-15T12:49:08.996154,2,2,rising/peak,,SN,3.1,19.8096,19.8364,-999.0,21.9664,-1020.97,0.00458333,60351.4,60355.5,251.41199790000002,39.81841782
2018mmm,ZTF18acljqbb,,0.746115610934794,0.76,0.76,19.5612,18.8061,2024-02-17T09:36:06.998382,2,2,rising/peak,,AGN,0.33,19.5612,18.8061,16.9036,16.775,0.13,0.0717381,60357.3,60357.4,120.7206894,25.882047649999997
2023acmz,ZTF23aajocfl,,251.83575681084767,,,19.9798,,2023-06-23T05:58:28.001266,6,5,,,SN,1.77,19.9798,,19.1178,18.5363,0.58,0.00166667,60088.3,60118.2,229.44351139999998,10.8787729875
2024dki,ZTF24aafydvz,,5.759460511151701,,,,20.0643,2024-02-17T07:10:52.996803,1,1,,,SN,2.6,,20.0643,20.0884,19.2987,0.79,0.00208333,60357.3,60357.3,115.3620831,17.6629443
2024dkn,ZTF21abashbp,,43.536428111139685,,,19.4048,,2024-02-11T08:50:06,1,1,,,AGN,0.13,19.4048,,19.8835,19.8979,-0.01,0.533628,60323.4,60351.4,197.11577995,38.1880216
2024dld,ZTF24aafvjfg,,0.6148077109828591,,,20.0688,,2024-02-16T12:28:27.998382,1,1,,,SN,4.98,20.0688,,18.5794,17.6547,0.92,0.0270833,60356.5,60356.5,214.5587912,67.2955484
2024dll,ZTF24aaglfqs,,,,,,18.131,2024-02-28T13:18:46.995841,2,2,,,VS,1.01,,18.129,18.4375,17.4591,0.98,0.019375,60368.6,60368.6,319.9653083,23.12760095
2024dln,ZTF24aagkusp,,6.510143410880119,,,19.5677,,2024-02-28T11:09:29.001594,1,1,,,SN,1.79,19.5677,,18.7037,18.5485,0.16,0.190899,60368.5,60368.5,236.4102378,9.0578094
2024dlo,ZTF24aagkvvm,,6.509182711131871,,,19.2266,,2024-02-28T11:34:30.996467,1,1,,,NT,0.32,19.2266,,17.2843,16.9646,0.32,0.169982,60368.5,60368.5,240.5534062,15.9076682
