TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023ybp,ZTF18abjshxj,,,,,19.2034,2023-12-10T13:03:17.997100,1,1,,,NT,0.6,,19.2034,17.9537,17.2128,0.74,0.0287917,60288.5,60288.5,223.7961418,38.0259607
2023ybx,ZTF23absjgwr,,,,19.5754,,2023-12-09T12:19:23.998069,1,1,,,SN,2.05,19.5754,,-999.0,-999.0,0.0,0.5,60287.5,60287.5,214.1210198,39.86529375
2023ych,ZTF18aaqkdgc,,0.68,0.72,18.0895,17.3711,2023-12-11T12:15:07.001274,4,3,,fading,AGN,0.04,17.7636,17.3473,18.123,17.757,0.37,0.979208,60261.5,60289.5,176.74288826,39.97621256
2023ych,ZTF20aaeigwb,,0.62,0.24,19.7713,19.5361,2022-06-08T05:40:12.000007,4,4,,fading,AGN,0.29,19.7713,19.0348,18.123,17.757,0.37,0.979208,59722.2,59738.2,176.74290215999997,39.97627182
2023yci,ZTF18aauurke,,,,,18.475,2023-11-13T13:02:16.998718,4,4,,,NT,0.31,,18.475,17.9197,17.2974,0.62,0.0572083,60260.5,60261.5,196.1265254,19.375904325
2023ycr,ZTF23abrqyby,SN II,0.09,0.17,18.2359,18.0625,2023-12-13T11:37:42.000938,3,3,,,NT,0.47,18.0707,18.0625,-999.0,20.9241,-1019.92,0.0355833,60287.4,60291.5,174.49581625000002,29.955791625
2023ycy,ZTF23abpztli,,-0.16,-0.2,20.1603,20.3602,2023-11-10T12:29:12.001922,1,1,rising/peak,,SN,1.11,20.1603,20.3602,-999.0,22.0303,-1021.03,0.00841667,60250.5,60258.5,156.12045168333336,43.27005168333334
2023ycz,ZTF23abqmkyo,,,,20.3105,,2023-12-13T11:20:06.002883,1,1,,,SN,0.2,20.3105,,20.8345,19.8829,0.95,0.0225952,60291.5,60291.5,164.2778061,39.9478174
