TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024grd,ZTF24aajxmnq,,8.638257060665637,0.16,-0.34,19.4035,19.7431,2024-04-16T10:55:40.002227,1,1,rising/peak,,SN,3.34,19.4035,19.7431,21.2472,20.7063,0.54,,60408.5,60416.5,235.2578953,24.875816299999997
2024gqj,ZTF24aajemkb,,8.755027860403061,-0.05,-0.19,18.3462,18.532,2024-04-16T06:09:52.997749,3,3,rising/peak,,AGN,2.56,18.3462,18.532,18.0753,17.4451,0.63,0.141857,60413.3,60416.3,146.74238403333334,11.870476199999999
2024gqk,ZTF24aairwut,,13.754113560542464,-0.07,-0.09,19.5907,19.6839,2024-04-16T06:09:12.000946,3,3,rising/peak,,NT,0.56,19.5907,19.6839,20.7378,20.1562,0.58,0.0249583,60407.2,60416.3,145.348894825,3.4776224499999997
2024gqn,ZTF24aajibfo,,8.673581060487777,-0.04,-0.04,20.1332,20.1687,2024-04-13T09:22:01.997779,2,2,rising/peak,,SN,14.1,20.1332,20.1687,21.2093,20.9082,0.3,,60413.4,60413.4,211.40578485,20.1542302
2024gqr,ZTF24aadegtu,,8.789564860519022,0.33,0.09,19.3689,19.2751,2024-04-16T06:22:19.001266,3,3,rising/peak,,NT,0.33,19.3689,19.2751,18.4883,17.8495,0.64,0.237622,60408.3,60416.3,155.8441568,48.12481603333333
2024gqw,ZTF24aaiugcy,,0.7077709604054689,0.6,0.6,19.652,19.0475,2024-04-16T10:48:51.001914,2,2,rising/peak,,SN,0.24,19.652,19.0475,19.3071,18.9605,0.35,0.0124167,60408.5,60416.5,242.04155585,-1.37017075
2024gqo,ZTF19adnspuo,,9.789437560364604,0.56,0.61,20.3241,19.7132,2024-04-16T05:30:16.004165,1,1,,,VS,0.36,20.2221,19.7132,19.6795,19.0586,0.62,0.0264583,60407.3,60416.2,168.89466806666667,-13.165686166666667
2022aetj,ZTF18abueqkq,,3.537099660374224,,,,18.005,2024-04-16T12:06:40.999671,12,12,,fading,AGN,0.1,,17.8006,17.4152,17.197,0.22,0.226375,60407.5,60416.5,338.41018668235296,13.212123370588234
2022aetj,ZTF22abuhtnt,,3.5391366607509553,,,,17.9021,2024-04-13T12:10:38.997138,6,6,,,AGN,1.08,,17.8006,17.4152,17.197,0.22,0.226375,60407.5,60413.5,338.41024010000007,13.212099940000002
2024gqo,ZTF19adnskdu,,332.8549352604896,,,,20.1765,2023-05-22T04:53:41.997116,1,1,,,VS,1.67,,20.1765,19.6795,19.0586,0.62,0.0264583,60086.2,60086.2,168.8945638,-13.1656554
2024gqp,ZTF24aajvikr,,4.697018560487777,,,,19.7406,2024-04-16T05:14:16.998703,2,2,,,SN,0.14,,19.7406,19.9903,19.3433,0.65,0.000833333,60412.3,60416.2,150.44066555,59.2852384
2024gqt,ZTF24aajivqf,,9.600363560486585,,,17.8337,,2024-04-16T08:04:10.997764,2,2,,,SN,2.7,17.8337,,-999.0,-999.0,0.0,0.5,60412.5,60416.3,239.73062779999998,-15.27393
2024gqu,ZTF24aajhxqs,,4.589981560595334,,,18.6138,,2024-04-16T07:53:56.002548,2,2,,,SN,0.2,18.6138,,20.8657,20.807,0.06,0.00708333,60412.4,60416.3,226.4944292,40.2899787
2024gre,ZTF24aajvvhj,,9.743662160355598,,,19.192,,2024-04-16T06:41:28.000305,2,2,,,SN,0.06,19.192,,20.1531,19.5551,0.6,0.0246667,60412.3,60416.3,157.91204464999998,34.9083518
2024grf,ZTF24aajvsoi,,4.697979260701686,,,19.0858,,2024-04-16T06:22:59.998069,1,1,,,NT,0.58,19.0858,,19.1902,18.5877,0.6,0.0145833,60416.3,60416.3,168.4176117,39.0176461
2024grg,ZTF24aajvmgm,,4.706578760407865,,,,19.4773,2024-04-16T05:52:06.000961,1,1,,,NT,1.26,,19.4773,19.5544,19.2507,0.3,0.0653393,60416.2,60416.2,193.4548142,8.8248802
2024gri,ZTF24aajgyxa,,9.671046360395849,,,20.1791,,2024-04-12T08:39:13.999679,1,1,,,SN,5.21,20.1791,,-999.0,-999.0,0.0,0.5,60412.4,60412.4,187.3234136,54.0408651
