TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024lhs,ZTF24aascytf,,3.678280674852431,-0.49,-0.49,19.0793,19.5692,2024-06-15T08:43:37.001266,2,2,rising/peak,,SN,0.55,19.0793,19.5692,20.707,20.802,-0.09,0.081631,60476.4,60476.4,250.72681154999998,33.73696325
2024lhc,ZTF24aaoxmyb,,8.670734374783933,0.04,-0.13,19.6614,19.7875,2024-06-15T08:43:37.001266,6,5,rising/peak,,NT,0.24,19.6305,19.7875,19.9159,18.898,1.02,0.01325,60446.4,60476.4,252.72551183333326,32.87671965
2024lgz,ZTF24aarkrxi,,12.597667274996638,-0.01,-0.01,19.2968,19.3049,2024-06-14T11:30:38.001594,2,2,rising/peak,,SN,3.18,19.2968,19.3049,18.1385,-999.0,1017.14,0.5,60475.4,60475.5,338.16390125,16.32385745
2024lhp,ZTF24aartoqh,,5.793581574689597,-0.13,0.01,19.2753,19.268,2024-06-15T06:37:31.998725,3,3,rising/peak,,SN,4.93,19.2753,19.268,22.1135,-999.0,1021.11,0.612577,60473.3,60476.3,232.017729325,4.987660925
2024lhq,ZTF24aarykxt,,1.812204274814576,0.19,0.02,19.6614,19.6428,2024-06-15T06:33:27.002876,1,1,rising/peak,,SN,0.87,19.6614,19.6428,19.6147,18.7711,0.84,0.00854167,60472.2,60476.3,217.18671955,-17.925566225
2024lhh,ZTF24aarxwyd,,1.6212320746853948,0.03,0.03,18.7644,18.7326,2024-06-15T09:27:13.003211,2,2,rising/peak,,SN,6.4,18.7644,18.7326,17.8379,17.4385,0.4,0.186107,60476.3,60476.4,267.72704215,29.61519985
2024lhd,ZTF24aarqjgo,,4.585201974958181,0.61,0.09,19.8356,19.7429,2024-06-14T11:22:59.001586,2,2,,,SN,8.19,19.8356,19.6861,19.1584,17.9945,1.16,0.0250417,60464.4,60475.5,320.9990282,29.293702375000002
2024lhn,ZTF24aarryoz,,2.8738362747244537,,,19.2131,,2024-06-15T06:29:40.997741,1,1,,,SN,3.06,19.2131,,21.0458,21.4208,-0.38,0.5,60474.2,60476.3,199.42444135,18.45679625
2024lht,ZTF22aambjso,,3.6816718745976686,,,19.3769,,2024-06-15T08:41:34.995857,1,1,,,VS,0.73,19.3769,,19.3776,18.5994,0.78,0.0025,60471.4,60476.4,249.87921826666664,25.651003666666668
2024lhv,ZTF24aasbtjr,,2.5683385748416185,,,,18.3927,2024-06-15T11:20:10.003189,4,4,,,SN,1.93,,18.3335,-999.0,-999.0,0.0,0.5,60475.5,60476.5,40.28979306666666,26.462871500000002
