TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023accl,ZTF23abvtbib,,2.878336367662996,-0.43,-0.43,19.765,20.192,2023-12-29T04:11:39.998405,2,2,rising/peak,,SN,4.29,19.765,20.192,18.2577,17.6803,0.58,0.0783393,60307.1,60307.2,31.9001306,-3.21709555
2023acch,ZTF23abvtnlu,,2.875465967692435,-0.17,-0.17,19.7264,19.9009,2023-12-29T04:13:00.998405,1,1,rising/peak,,SN,59.07,19.7264,19.9009,21.8403,21.8455,-0.01,0.0475,60307.2,60307.2,29.04213805,3.47565785
2023abzh,ZTF23ablaqhn,,73.61913496768102,0.02,-0.1,20.5505,20.6472,2023-10-25T11:40:24.000946,2,2,,fading,SN,3.16,20.3307,20.315,20.7545,20.2371,0.52,0.00125,60230.5,60242.5,141.49095085,30.5354522625
2023acbw,ZTF23abvtbdc,,16.864563267678022,-0.05,-0.09,19.6119,19.6973,2023-12-29T04:12:20.001602,2,2,rising/peak,,SN,1.67,19.6119,19.6973,21.5364,21.0879,0.45,0.5,60305.2,60307.2,34.65660643333333,5.3091102999999995
2023acbx,ZTF23abvtmsf,,12.769574767909944,-0.07,-0.09,19.4043,19.4903,2023-12-29T04:10:59.001602,3,3,rising/peak,,NT,0.57,19.4043,19.4903,19.9235,19.2586,0.66,0.00208333,60305.2,60307.2,28.583181366666665,-7.384099733333334
2023abzi,ZTF23abpzhui,,53.67187806777656,0.06,-0.07,20.065,20.134,2023-11-14T11:16:03.996475,7,7,,,SN,2.72,19.9427,20.0387,19.7461,19.5983,0.15,0.00954762,60255.5,60262.5,127.43879500999999,21.178038550000004
2023acau,ZTF23abthkoy,,18.577618767973036,0.01,0.01,20.5556,20.55,2023-12-18T11:21:38.001579,2,2,,,SN,1.27,20.4432,20.532,21.0977,20.384,0.71,0.001875,60287.4,60296.5,137.36112193999998,41.157227920000004
2023acbe,ZTF23abpnakq,,49.5672947675921,-0.08,0.04,20.1572,20.1169,2023-11-14T11:56:53.998069,1,1,rising/peak,,SN,2.39,20.1139,20.1169,-999.0,20.6641,-1019.66,0.5,60255.5,60262.5,155.66587161666666,31.30613395
2023abzd,ZTF23abqifdv,,49.794933567754924,0.48,0.18,20.3355,20.1555,2023-11-12T05:08:20.002571,1,1,rising/peak,,SN,1.73,20.3355,20.1555,21.1632,-999.0,1020.16,0.5,60253.3,60260.2,28.300852725000002,11.1320929
2023acbj,ZTF23abrgkeb,,47.58353316783905,0.25,0.25,20.5416,20.2916,2023-11-14T11:56:53.998069,1,1,rising/peak,,NT,0.68,20.5416,20.2916,20.3002,20.2122,0.09,0.00458333,60262.4,60262.5,159.33594205,31.035373049999997
2023acbv,ZTF23abuxaau,,2.869331767782569,0.52,0.35,19.5494,19.1961,2023-12-29T04:17:06.002868,3,3,rising/peak,,VS,0.57,19.5494,19.1961,19.535,18.8383,0.7,0.00883333,60295.2,60307.2,20.633808633333334,24.848580933333334
2023accm,ZTF23abtcvpe,,2.824343367945403,0.8,0.58,19.9798,19.4012,2023-12-29T04:22:42.003822,2,2,rising/peak,,NT,0.49,19.9798,19.4012,17.9402,17.6128,0.33,0.141655,60290.2,60307.2,37.7135955,37.199888525000006
2023acbg,ZTF23abnioqb,,16.7034405679442,0.52,0.73,20.7271,19.9967,2023-12-16T10:41:17.998092,1,1,,,SN,1.6,20.5485,19.9967,21.6373,20.709,0.93,,60287.4,60294.4,125.21395584166667,45.02325428333334
2023abyc,ZTF23abpqrbz,,52.856160467956215,,,,18.989,2023-11-09T06:34:13.995857,1,1,,,SN,3.95,,18.989,-999.0,-999.0,0.0,0.5,60257.3,60257.3,29.9482503,-10.5775305
2023acan,ZTF23absacrz,,17.803996067959815,,,20.4547,,2023-12-12T05:55:47.997100,1,1,,,SN,0.71,20.2698,,21.386,20.8776,0.51,,60284.2,60290.2,40.698288633333334,-17.1648746
2023acci,ZTF23abvoynt,,2.8396789678372443,,,,19.1651,2023-12-29T05:04:40.002235,1,1,,,SN,4.32,,19.1651,18.7836,18.3282,0.46,0.0529792,60307.2,60307.2,76.8836212,-19.3806754
