TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023xxt,ZTF23absisrd,SN II,,,,18.9936,2023-12-09T09:41:11.999023,1,1,,,SN,7.5,,18.9936,20.2626,20.6673,-0.4,0.07125,60287.4,60287.4,171.5505082,27.1977436
2023xxz,ZTF23abmikue,,0.44,0.34,20.507,20.1634,2023-11-09T04:20:03.001907,4,3,,fading,SN,0.67,20.507,19.8016,19.4714,18.7733,0.7,0.0325833,60236.2,60257.2,340.18133964285715,39.51471752857143
