TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024kth,ZTF24aarbequ,,2.7121578375808895,-0.32,-0.32,19.362,19.6818,2024-06-09T06:46:58.998710,2.0,2.0,rising/peak,,SN,1.37,19.362,19.6818,21.9163,21.4204,0.5,0.00291667,60470.2,60470.3,233.61239145000002,32.771605199999996
2024ktg,ZTF24aajoxih,,53.70334993721917,0.21,-0.22,20.1118,20.3334,2024-04-17T10:09:12.003829,2.0,2.0,rising/peak,,SN,1.05,20.1118,20.3334,21.8279,20.1582,1.67,0.5,60408.3,60417.4,218.96187365999998,22.606825820000005
2024krn,ZTF24aaenlvk,,130.6710467375815,-0.24,-0.13,19.8371,19.9664,2024-02-17T07:10:52.996803,3.0,3.0,rising/peak,,SN,1.72,19.8371,19.9664,20.677,20.447,0.23,0.001875,60352.3,60357.3,117.2280693,16.701810725
2024kso,ZTF24aaiuxgo,,60.856185637414455,0.07,-0.03,20.7023,20.7356,2024-04-11T04:52:28.997749,1.0,1.0,,,SN,1.29,20.7023,20.6615,20.7587,19.6615,1.1,,60409.2,60411.2,165.12064332,-2.9777761
2024kti,ZTF24aarbhiu,,6.656799037475139,0.09,0.09,19.5955,19.5038,2024-06-09T06:39:23.999046,2.0,2.0,rising/peak,,SN,0.34,19.5955,19.5038,19.3101,18.9933,0.32,0.0109167,60470.2,60470.3,245.54871830000002,5.28533975
2024kvj,ZTF24aamhkjw,,24.62359303748235,0.14,0.14,20.0341,19.8917,2024-05-16T10:56:42.002899,2.0,2.0,rising/peak,,SN,1.33,20.0341,19.8917,19.4409,18.9941,0.45,0.00808333,60434.5,60446.5,325.998645,5.4079254
2024kpt,ZTF24aaqxnui,,6.76663703750819,0.17,0.17,20.0329,19.8625,2024-06-08T06:37:08.999053,2.0,2.0,rising/peak,,SN,1.2,20.0329,19.8625,21.2739,21.1587,0.12,0.00125,60469.2,60469.3,221.08782435,7.8870982000000005
2024ksf,ZTF24aaiuqjb,,60.72470413753763,0.1,0.18,21.0554,20.8757,2024-04-11T06:19:30.002868,2.0,2.0,,,SN,5.88,20.9447,20.7826,20.1395,19.9229,0.22,0.0125,60409.1,60411.3,174.7156706166667,24.7821939
2024kte,ZTF24aahutjg,,78.81972723733634,0.15,0.18,20.1391,19.9567,2024-04-07T05:57:36.999366,2.0,2.0,rising/peak,,SN,0.45,19.9907,19.9567,20.5534,20.3678,0.19,0.000833333,60397.2,60407.2,121.55606868333335,4.68657335
2024kud,ZTF24aaeposf,,129.72780603729188,-0.1,0.19,20.0176,19.8248,2024-02-17T09:04:39.996467,6.0,6.0,,,SN,0.74,19.8487,19.8248,20.9734,20.8792,0.09,0.00166667,60352.4,60357.4,154.48204433636363,4.788591981818183
