TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024cwi,ZTF24aaeqgpy,,0.6814900347962976,-0.1,-0.16,20.5254,20.6808,2024-02-16T11:11:06.002876,1,1,rising/peak,,SN,5.13,20.5108,20.6808,21.0311,20.1516,0.88,0.00125,60352.4,60356.5,174.68856209999998,22.62401498
2024cwe,ZTF24aafvcew,,2.741895134560764,-0.14,-0.15,20.1624,20.3161,2024-02-16T11:45:26.997131,1,1,,,SN,1.16,20.1624,20.2887,20.6841,20.5224,0.16,0.5,60354.4,60356.5,166.0532103,79.21449723333332
2024cve,ZTF24aafrhtb,,2.644372034817934,0.07,-0.08,19.7072,19.7833,2024-02-16T10:17:53.998062,2,2,rising/peak,,SN,2.37,19.7072,19.7833,19.2031,18.5397,0.66,0.0025,60354.3,60356.4,167.83630393333334,-4.981817633333333
2024cwd,ZTF24aafvfrw,,5.495564134791493,-0.06,-0.07,20.3035,20.3753,2024-02-16T12:06:54.002861,1,1,rising/peak,,SN,0.51,20.3035,20.3753,21.5746,21.1682,0.41,,60354.5,60356.5,250.13566379999997,5.76128
2024cwc,ZTF24aafvfvx,,2.528527134563774,0.04,0.04,20.1384,20.1001,2024-02-16T12:09:06.998397,1,1,rising/peak,,SN,5.63,20.1384,20.1001,19.0796,20.6264,-1.55,0.5,60351.5,60356.5,242.27990905000001,20.71362275
2024cwk,ZTF24aaeiqjt,,4.598075734451413,0.13,0.04,20.6263,20.5874,2024-02-16T11:11:06.002876,1,1,rising/peak,,SN,5.29,20.6263,20.4396,-999.0,21.8852,-1020.89,0.165405,60352.4,60356.5,169.67004103333335,26.422650055555554
2024cwb,ZTF24aafvgya,,2.533237734809518,0.08,0.08,20.0636,19.9836,2024-02-16T12:53:03.001930,2,2,rising/peak,,SN,3.81,20.0636,19.9836,18.1313,17.9149,0.22,0.0922798,60356.5,60356.5,269.2970373,38.240064950000004
2024cvc,ZTF18aaenxef,,20.68857343448326,0.18,0.32,20.2059,19.8823,2024-01-31T07:34:08.996154,6,2,rising/peak,,AGN,0.35,20.0652,19.8823,18.3872,18.2641,0.12,0.996042,60315.3,60340.3,127.92911974285714,27.679135257142857
2024cwa,ZTF24aafvror,,5.538457634393126,0.39,0.42,20.7827,20.3579,2024-02-16T13:00:35.997138,1,1,,,SN,1.07,20.6297,20.3123,-999.0,21.7228,-1020.72,0.000833333,60351.5,60356.5,251.7204171,32.48842866
2024cvx,ZTF24aadbnph,,16.701767834369093,0.55,0.47,20.51,20.0386,2024-02-14T06:17:20.999023,3,3,rising/peak,,NT,0.35,20.51,20.0386,20.0234,19.1912,0.83,0.00125,60326.3,60354.3,125.95089285,52.591083175
2024cuy,ZTF24aafqtxc,,3.520066434517503,,,,19.8455,2024-02-15T11:33:22.999687,2,2,,fading,SN,6.24,,19.5204,18.721,19.516,-0.8,0.5,60326.5,60355.5,223.9896745,22.0920413
2024cvd,ZTF24aaflibv,,2.697392834816128,,,19.769,,2024-02-16T10:22:42.003822,1,1,,,SN,7.26,19.769,,-999.0,19.2788,-1018.28,0.5,60356.4,60356.4,152.223105,40.107522
2024cvj,ZTF24aaejlje,,0.6848118347115815,,,19.6933,,2024-02-16T11:08:24.002868,1,1,,,SN,13.26,19.6933,,-999.0,-999.0,0.0,0.0532857,60352.5,60356.5,180.97348434999998,4.2227768999999995
2024cvl,ZTF24aaejrmz,,0.6705178343690932,,,19.7567,,2024-02-16T10:54:46.995834,2,2,,,SN,2.74,19.7567,,19.7338,19.5288,0.21,,60352.5,60356.5,163.25431920000003,59.85457803333333
2024cvn,ZTF24aaftwkq,,4.543619734700769,,,19.732,,2024-02-16T10:33:34.004150,1,1,,,SN,2.62,19.732,,19.0574,18.1197,0.94,0.005875,60354.5,60356.4,196.35998439999997,-22.92335125
2024cvp,ZTF24aafvnyr,,3.578353534452617,,,,19.9061,2024-02-16T12:34:36.001937,1,1,,,SN,1.79,,19.9061,18.8502,18.3623,0.49,0.0412917,60356.5,60356.5,209.3585971,-16.4753806
2024cwf,ZTF24aaftxvx,,2.5753442347049713,,,20.4014,,2024-02-16T10:33:34.004150,1,1,,,SN,4.2,20.213,,-999.0,-999.0,0.0,0.5,60352.5,60356.4,197.14584125,-23.8601174
2024cwg,ZTF24aaftqho,,2.6906683347187936,,,19.8859,,2024-02-16T10:20:38.996162,1,1,,,SN,1.53,19.8859,,19.0317,18.0599,0.97,0.0108333,60354.3,60356.4,141.7441148,20.15822735
2024cwh,ZTF24aaezhuc,,0.6829252345487475,,,20.4374,,2024-02-16T11:07:42.003822,1,1,,,SN,1.72,20.4374,,20.7986,20.2727,0.53,,60352.5,60356.5,187.1098093,18.79206845
