TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024oso,ZTF24aatwyzo,,17.060130610130727,-0.19,-0.25,20.1825,20.4366,2024-06-30T07:20:39.998413,1.0,1.0,,,SN,0.67,20.1555,20.2748,21.5902,21.102,0.49,0.0025,60484.3,60491.3,256.31241675,27.61604405
2024owu,ZTF24aauekxv,,18.08460981026292,0.06,-0.0,20.0264,20.031,2024-07-10T06:04:12.002899,2.0,2.0,rising/peak,,SN,2.34,20.0264,20.031,20.1775,19.852,0.33,,60490.2,60501.3,226.68829403333334,5.4094944666666676
2024owf,ZTF24aarxeqj,,34.97819781024009,0.09,0.02,20.4054,20.3856,2024-06-15T10:05:48.998413,1.0,1.0,rising/peak,,SN,2.75,20.4054,20.3856,20.1829,19.3711,0.81,0.00741667,60473.4,60476.4,319.7743169333333,8.6238985
2024ozm,ZTF24aauhawc,SN Ia,17.9427232099697,0.02,0.02,20.0069,19.987,2024-07-03T11:07:07.003211,2.0,2.0,rising/peak,,SN,1.87,20.0069,19.987,21.1491,20.8787,0.27,0.00291667,60494.5,60494.5,5.4477002,27.209310199999997
2024orp,ZTF24aamfgju,,48.05856811022386,0.11,0.1,20.6993,20.6001,2024-06-01T06:57:41.002548,1.0,1.0,rising/peak,,SN,0.43,20.6993,20.6001,22.0458,21.9977,0.05,0.103875,60434.3,60462.3,222.5981251,16.1546824
2024owh,ZTF24aatcenz,,19.073822810314596,-0.01,0.12,20.1736,20.0578,2024-07-10T06:20:01.003181,8.0,8.0,,fading,NT,0.18,19.8962,19.9696,19.5516,19.0527,0.5,,60489.2,60501.3,249.100414775,26.6199393125
2024oqc,ZTF24aauewdv,,17.067387610208243,0.18,0.13,19.7041,19.5724,2024-07-10T06:27:28.995841,4.0,4.0,rising/peak,,SN,2.41,19.5719,19.5724,20.7606,19.7542,1.01,0.629908,60491.3,60501.3,254.06587131666666,15.700790133333333
2024pbo,ZTF24aauatou,,17.046565810218453,0.71,0.64,20.0629,19.4242,2024-07-10T07:25:55.004142,6.0,6.0,,fading,VS,0.32,19.7807,19.0899,19.0219,-999.0,1018.02,0.5,60489.4,60501.3,259.78942251666666,5.169373800000001
2024oqb,ZTF24aaugyip,,17.941311210393906,,,19.6196,,2024-07-03T10:33:23.999053,1.0,1.0,,,SN,2.94,19.6196,,19.0443,18.2718,0.77,0.00208333,60494.4,60494.4,4.4996636,12.1443312
2024ovq,ZTF24aaudedk,,16.916311210021377,,,,20.1374,2024-06-30T09:53:15.996467,1.0,1.0,,,SN,4.81,,20.1374,18.0222,17.3175,0.7,0.019875,60491.4,60491.4,331.0227086,-6.2565382
2024oyt,ZTF24aaqvxys,,,,,19.9621,,2024-06-16T10:25:01.997756,1.0,1.0,,,SN,0.25,19.9621,,21.2267,20.7609,0.47,0.0207917,60477.4,60477.4,351.7629308,15.9175448
2024ozs,ZTF20aczynon,,534.9491237103939,,,,19.3672,2023-01-27T13:02:26.001609,,,,,NT,0.66,,19.3672,17.4933,16.9193,0.57,0.047,59971.5,59971.5,232.1857634,3.5859206
