TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024hqn,ZTF24aalqdew,,8.624121454544365,-0.36,-0.36,19.647,20.005,2024-05-01T08:41:07.995841,2,2,rising/peak,,SN,0.47,19.647,20.005,20.6947,20.4968,0.2,0.00479167,60429.4,60431.4,249.6529218,42.9697147
2024htu,ZTF24aallpic,,7.550718654412776,0.1,-0.14,20.1273,20.2626,2024-04-30T08:59:43.998718,2,2,rising/peak,,SN,0.26,19.9969,20.2626,20.7614,20.6135,0.15,0.0236161,60404.4,60430.4,244.86625997500002,-1.15376115
2024hpr,ZTF24aalbxnl,,8.645903854165226,-0.05,-0.11,19.7791,19.8933,2024-05-01T07:18:16.004142,2,2,rising/peak,,SN,2.1,19.7791,19.8933,19.9168,18.925,0.99,0.005375,60429.2,60431.3,194.401963075,3.1735163250000005
2024htd,ZTF24aalctiw,,8.624121454544365,-0.09,-0.09,19.972,20.0594,2024-05-01T08:41:07.995841,2,2,rising/peak,,SN,1.64,19.972,20.0594,20.3411,19.7957,0.55,,60429.4,60431.4,250.66629385,37.219314
2024hpn,ZTF24aaleqyf,,10.79671405442059,-0.13,0.01,19.4617,19.4526,2024-04-30T05:39:04.003189,1,1,rising/peak,,SN,4.47,19.4617,19.4526,19.5094,19.0832,0.43,0.0581667,60421.2,60430.2,156.84032946666665,10.119399000000001
2024htb,ZTF24aalnzxp,,2.698496454395354,0.08,0.04,20.4175,20.3816,2024-05-01T07:53:45.003860,2,2,rising/peak,,SN,0.62,20.4175,20.3816,20.3844,19.8843,0.5,0.000625,60429.3,60431.3,217.8937566,6.635119733333333
2024hra,ZTF24aalgxfl,,7.633739554323256,0.04,0.04,20.1308,20.0938,2024-04-30T09:18:10.998710,1,1,rising/peak,,SN,0.69,20.1308,20.0938,21.6857,21.4194,0.27,0.00566667,60430.3,60430.4,232.74355759999997,26.69801965
2024hte,ZTF24aalclvz,,8.631621454376727,-0.06,0.06,19.8966,19.8364,2024-05-01T08:31:34.999671,4,4,,,SN,1.23,19.863,19.8364,20.9253,19.9256,1.0,,60429.3,60431.4,230.559035925,36.409712600000006
2024hpx,ZTF24aalbzot,,2.720058954320848,0.05,0.07,19.861,19.7908,2024-05-01T07:35:14.003524,3,3,,,NT,0.93,19.8143,19.7908,19.6456,19.0055,0.64,0.00875,60429.3,60431.3,212.8962711,-1.2561302333333333
2024hqy,ZTF24aalhjiw,,7.550718654412776,0.07,0.07,19.3968,19.3237,2024-04-30T09:12:44.000640,2,2,rising/peak,,SN,3.03,19.3968,19.3237,18.4488,17.4636,0.99,0.137304,60430.4,60430.4,240.32380575000002,-3.044572
2024hrg,ZTF24aalgxhz,,7.5991330542601645,0.12,0.12,20.2305,20.1119,2024-04-30T09:14:05.000648,2,2,rising/peak,,SN,0.47,20.2305,20.1119,21.7149,21.7535,-0.04,0.00107143,60430.3,60430.4,231.12832325,1.3844469
2024hpi,ZTF24aalhhqr,,8.576887654606253,0.12,0.12,19.3752,19.2568,2024-04-30T09:36:32.002555,2,2,rising/peak,,SN,1.24,19.3752,19.2568,19.4514,18.4761,0.98,0.00483333,60430.4,60430.4,261.2684411,50.43323355
2024hqd,ZTF24aalbwbk,,1.6627209545113146,0.12,0.14,19.9085,19.7669,2024-05-01T08:32:45.000946,2,2,rising/peak,,SN,0.32,19.7887,19.642,21.3711,21.0311,0.34,0.0242411,60422.4,60431.4,279.97820585555553,79.65395046666667
2024hqc,ZTF24aalefgk,,7.607744154520333,0.15,0.15,19.6463,19.4967,2024-04-30T11:29:46.999694,2,2,rising/peak,,SN,3.27,19.6463,19.4967,18.5337,18.1806,0.35,0.0781964,60430.4,60430.5,307.72131594999996,-1.79699345
2024hqb,ZTF24aalmxih,,7.5909038544632494,0.27,0.27,19.3839,19.1094,2024-04-30T11:25:00.998390,2,2,rising/peak,,VS,0.64,19.3839,19.1094,18.4464,17.3748,1.07,0.0691548,60430.4,60430.5,318.14879559999997,28.799470749999998
2024htx,ZTF24aaiefta,,34.735487254336476,-0.08,0.33,19.9901,19.6602,2024-04-12T08:18:58.999671,3,3,,fading,SN,1.48,19.5368,19.6602,-999.0,21.2526,-1020.25,0.5,60397.4,60412.3,169.01738528,42.146650140000006
