tns_name,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023yxw,ZTF23absbqeq,,0.1,0.14,19.2941,19.1506,2023-12-17T06:41:17.001609,5,5,,fading,SN,4.89,19.071,19.1285,18.7966,17.9924,0.8,0.00854167,60285.2,60295.3,53.2374927,0.45998017142857134
2023yyc,ZTF23absckth,,0.52,0.74,20.4801,19.7427,2023-12-15T12:29:05.003532,5,5,,fading,SN,2.09,19.7739,19.7427,19.6956,18.6678,1.03,0.0306667,60287.3,60293.5,115.97004156,17.63848154
2023yyk,ZTF23absghtz,,0.32,0.27,20.328,20.0562,2023-12-16T06:16:45.998405,16,16,,fading,SN,1.76,20.0292,19.8362,20.2153,19.4391,0.78,0.000833333,60287.2,60294.3,57.78523197857144,3.6889359821428576
2023yzc,ZTF23abryude,,0.02,0.12,18.809,18.6863,2023-12-12T05:10:11.000640,5,5,,,SN,0.12,18.6485,18.6637,21.3463,20.8686,0.48,0.00840278,60284.2,60290.2,4.779969783333334,15.929877966666668
2023yzf,ZTF23absctsz,,0.33,0.46,19.9832,19.5183,2023-12-18T11:07:03.996467,3,3,,fading,SN,8.81,19.6974,19.5088,19.6165,19.0324,0.58,0.571827,60287.4,60296.5,118.87602435000001,10.42907155
2023yzn,ZTF23absekbz,SN II,0.18,0.42,19.104,18.6886,2023-12-17T06:30:22.003196,6,6,,,SN,2.94,18.9539,18.6886,19.1833,-999.0,1018.18,0.5,60287.1,60295.3,18.175210185714285,1.1450742714285715
2023yzr,ZTF20aaqtqbn,,0.26,0.31,19.045,18.7381,2023-11-20T02:56:51.000022,10,4,rising/peak,,AGN,0.25,18.9607,18.7381,19.2118,18.6156,0.6,0.0393333,60239.1,60268.1,254.53479144000002,61.83388169
2023yzt,ZTF19aamqqjj,,0.22,0.64,19.0051,18.3675,2023-06-21T05:06:21.997459,18,13,,fading,VS,0.16,18.4806,17.8106,18.2014,18.6893,-0.49,0.955542,60087.3,60116.2,202.83484975909093,-13.434886290909093
2023yzv,ZTF23abscvhv,SN II,0.89,1.05,18.0621,17.0156,2023-12-17T06:05:14.003524,7,7,,fading,SN,4.88,17.5208,16.6561,-999.0,-999.0,0.0,0.5,60287.2,60295.3,80.3394217375,-15.5414069
2023yzw,ZTF23absboby,SN Ia,-0.05,-0.31,17.1945,17.5066,2023-12-27T04:12:12.000961,2,1,rising/peak,,SN,19.32,17.1945,17.5066,21.7354,21.3734,0.36,,60285.2,60305.2,19.567799,-1.004023275
2023zah,ZTF23abrzceh,,0.05,0.06,19.9576,19.9026,2023-12-12T03:33:11.001594,4,4,,fading,SN,0.33,19.6351,19.6284,21.0126,20.7278,0.28,0.00291667,60284.2,60290.1,11.806601780000001,-0.8691198800000001
2023zam,ZTF19abldfwv,,0.35,0.36,19.4487,19.0872,2023-12-12T05:20:01.000335,9,9,rising/peak,,NT,0.44,19.4487,19.0263,18.4931,17.6044,0.89,0.0175,60284.1,60290.2,348.6890556777778,31.506096111111113
