TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023tqd,ZTF23abgspod,,85.06105089513585,0.14,-0.17,20.1784,20.3463,2023-10-10T06:12:15.998382,3,2,,fading,SN,0.26,20.0171,19.9349,21.7754,21.9735,-0.2,,60206.4,60227.3,7.532936357894737,8.121366431578947
2023tql,ZTF23abejssh,,90.98620129516348,0.13,-0.09,19.6374,19.7265,2023-10-04T07:02:35.998092,4,3,rising/peak,,NT,0.68,19.6374,19.7265,18.8283,17.9603,0.87,0.00258333,60206.4,60221.3,3.451315675,22.541933699999998
2023tqr,ZTF23abhzrhu,,68.89674529526383,-0.13,-0.06,20.0073,20.0644,2023-10-21T12:04:47.997108,4,3,,fading,SN,2.56,19.4195,19.6342,19.2709,18.6385,0.63,0.0525,60220.4,60238.5,118.67009546666667,23.056548383333336
2023tqi,ZTF23abfuwdj,,85.06105089513585,0.21,0.2,20.424,20.2245,2023-10-07T05:51:58.000320,2,2,,,SN,4.62,20.424,20.2113,20.6022,20.0746,0.53,,60212.4,60224.2,5.774654166666667,7.7860161
2023tpk,ZTF23aaqxgan,,54.16197679517791,0.04,0.31,20.1302,19.8173,2023-11-07T02:48:07.001289,4,1,rising/peak,,SN,0.25,20.1002,19.8173,21.1427,20.2663,0.88,0.0156548,60227.2,60255.1,262.4671029285714,45.44293047142857
2023tou,ZTF23aauemhr,,132.9857383952476,0.24,0.46,20.5569,20.1002,2023-08-18T08:33:00.000015,6,2,,fading,SN,0.93,20.2047,20.0289,18.8389,18.6832,0.16,0.0680119,60145.4,60174.4,334.5842815714286,-17.768857099999998
2023tpw,ZTF23abgtwnx,,94.88782169530168,0.58,0.58,20.5138,19.9348,2023-09-25T10:53:02.996162,2,2,rising/peak,,SN,1.87,20.5138,19.9348,19.1833,18.8084,0.37,0.0575417,60212.4,60212.5,106.35942696666666,51.4004035
2023tpa,ZTF19aadecuf,,45.799835595302284,1.02,0.62,19.0102,18.3894,2023-12-09T09:15:42.001930,3,1,rising/peak,,NT,0.14,19.0102,18.3894,20.2376,21.0404,-0.8,0.992042,60258.5,60287.4,165.02529558,44.362354739999994
2023tqb,ZTF23abgspzj,SN Ia,70.1155415950343,0.06,0.65,19.3904,18.7439,2023-10-22T06:38:21.998420,11,6,,fading,SN,3.09,18.3709,18.7439,21.4946,21.1825,0.31,0.0145,60212.4,60239.3,352.0587888916666,-1.851107708333333
2023tpx,ZTF23abgtmzs,SN Ia,18.85761339496821,0.75,0.69,20.5585,19.8635,2023-12-14T08:00:18.996490,2,2,,,SN,4.73,20.5487,19.7515,19.1838,19.8164,-0.63,0.5,60288.4,60292.3,103.37085875000001,27.4138046
2023tqo,ZTF23abgnvhq,SN Ia,51.80123609537259,0.61,0.97,20.1379,19.1647,2023-11-12T10:29:58.004158,12,6,,fading,SN,3.41,18.5303,18.3295,18.9963,18.5254,0.47,0.025875,60232.5,60260.4,154.0814236923077,35.990607546153846
2023tpz,ZTF23abgtajt,,94.92669899528846,,,20.3064,,2023-09-25T09:36:13.003181,1,1,,,SN,1.32,20.3064,,21.0942,20.6181,0.48,0.00125,60206.4,60212.4,359.36888715,4.33376455
2023tqa,ZTF23abgsqxl,,97.9671040950343,,,20.3969,,2023-09-25T10:00:05.999031,1,1,,,SN,1.4,20.3969,,19.5287,18.8246,0.7,0.0345,60212.4,60212.4,12.9571652,6.0764588
2023tqk,ZTF23abeqixz,,98.159129595384,,,,19.8897,2023-09-25T03:44:19.003196,1,1,,,SN,0.68,,19.8891,19.7565,19.4334,0.32,,60209.2,60212.2,248.14109585,27.738795500000002
2023tqp,ZTF23abeerid,,73.933099495247,,,,20.3898,2023-10-16T10:36:04.996810,2,1,,,SN,4.79,,20.3153,18.9616,18.6403,0.32,0.0260833,60203.5,60233.4,66.49735838571428,-9.188540357142855
