TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024cse,ZTF24aafeqxs,,3.710026261396706,-0.37,-0.37,20.0733,20.4472,2024-02-14T06:38:10.999687,2.0,2.0,rising/peak,,SN,68.55,20.0733,20.4472,20.9489,20.6944,0.25,0.00625,60354.3,60354.3,124.1213209,21.30482425
2024cug,ZTF24aafrabf,,2.529435961507261,-0.36,-0.36,19.8757,20.236,2024-02-15T12:34:10.997764,1.0,1.0,rising/peak,,SN,4.28,19.8757,20.236,19.3627,19.3194,0.04,0.04975,60353.5,60355.5,245.7986139,-0.10925165
2024cud,ZTF24aafrcgh,,4.5458248616196215,-0.21,-0.34,20.2505,20.5871,2024-02-15T12:58:42.000976,2.0,2.0,,fading,SN,0.41,20.209,20.3597,21.5158,21.1739,0.34,,60351.4,60355.5,238.49955057999995,14.069306840000001
2024cst,ZTF24aaexdpm,,14.670466061215848,-0.14,-0.26,19.6327,19.8977,2024-02-15T07:33:07.997772,3.0,3.0,rising/peak,,SN,3.57,19.6327,19.8977,19.8529,19.1181,0.73,0.00166667,60353.3,60355.3,152.9521727,-2.953567833333333
2024ctf,ZTF24aaekqtt,,28.516472961287946,-0.1,-0.21,19.7202,19.9255,2024-02-15T12:59:22.997772,2.0,2.0,rising/peak,,SN,1.81,19.7202,19.8657,20.2935,19.3353,0.96,0.00416667,60351.5,60355.5,237.47126333333335,7.65268645
2024cui,ZTF24aafqxmg,,2.638695261441171,-0.18,-0.18,20.105,20.2817,2024-02-15T12:14:57.998390,1.0,1.0,rising/peak,,SN,3.14,20.105,20.2817,20.2097,19.8096,0.4,0.0178393,60355.5,60355.5,240.54954665,53.2659598
2024csp,ZTF24aaeuhwu,,2.906021661590785,0.19,-0.1,19.7966,19.8973,2024-02-15T05:30:11.001617,3.0,3.0,rising/peak,,VS,1.01,19.7966,19.8973,18.8208,17.9691,0.85,0.0184167,60353.2,60355.2,71.13048506666667,8.528486266666667
2024csj,ZTF24aaejphz,,14.736658161506057,0.01,-0.03,20.2572,20.2846,2024-02-14T10:41:28.996788,3.0,3.0,rising/peak,,NT,0.19,20.2572,20.2846,20.115,19.292,0.82,0.00125,60352.4,60354.4,163.94159240000002,10.926352033333332
2024crq,ZTF24aaffqde,,3.791993861552328,-0.17,-0.01,20.0781,20.0876,2024-02-14T08:46:35.002555,1.0,1.0,rising/peak,,SN,1.14,20.0781,20.0876,21.8687,21.7152,0.15,0.0107917,60352.3,60354.4,139.15054653333334,6.288659366666667
2024csg,ZTF24aafazdr,,,0.04,0.04,20.2076,20.1629,2024-02-13T11:56:49.004173,2.0,2.0,,,SN,1.32,20.196,20.1629,21.1794,20.6799,0.5,,60351.5,60353.5,254.97530300000003,25.256539766666666
