tns_name,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023abhd,ZTF23abtegzi,,,,20.537,,2023-12-12T05:56:29.002555,1,1,,,SN,1.75,20.537,,21.234,19.8245,1.41,0.5,60290.2,60290.2,47.2283819,-8.1142394
2023abhj,ZTF23abttiqu,,-0.1,-0.1,19.9264,20.0232,2023-12-13T09:29:25.998710,1,1,rising/peak,,NT,1.13,19.9264,20.0232,19.7113,18.9046,0.81,0.0025,60287.4,60291.4,160.69283915,3.20750995
2023abhl,ZTF23abttily,,0.32,0.53,20.529,20.0002,2023-12-18T10:11:01.999694,1,1,,fading,SN,2.98,19.9925,19.8741,19.0486,18.5432,0.51,,60289.4,60296.4,153.68998175000002,4.04827795
2023abim,ZTF23abvgvab,,,,,17.8352,2023-12-27T11:14:07.002258,1,1,,,SN,0.97,,17.8352,21.4744,20.8301,0.64,0.00679167,60305.5,60305.5,177.3028126,43.1247665
2023abiv,ZTF18abjuxmo,,-0.36,-0.48,18.3346,18.8153,2023-11-11T07:08:53.998092,5,4,,fading,CV,0.05,16.3084,16.4725,19.7625,19.3341,0.43,0.994375,60230.3,60259.3,330.86756870000005,30.9434373
2023abjg,ZTF23abtxyqj,,,,20.9662,,2023-12-14T03:40:04.995849,1,1,,,SN,0.39,20.9662,,21.402,21.152,0.25,,60292.2,60292.2,45.8522309,27.5267721
2023able,ZTF23abrxyym,,,,,19.9049,2023-12-09T02:43:50.998092,1,1,,,SN,1.42,,19.8512,21.084,20.9101,0.17,0.00666667,60261.2,60287.1,3.5692807,25.944473433333332
2023abln,ZTF23abtxvfp,,0.31,0.3,20.9667,20.6634,2023-12-15T04:57:27,1,1,rising/peak,,SN,0.32,20.8993,20.6634,20.8778,20.6118,0.27,0.0155,60290.2,60293.2,47.35601706666667,39.854683200000004
2023ablr,ZTF23abssrpu,,-0.04,-0.13,19.8177,19.9495,2023-12-13T04:06:49.996795,2,2,rising/peak,,SN,4.72,19.8177,19.9495,19.6845,19.2793,0.41,0.0978869,60289.2,60291.2,9.753473433333333,30.499133333333333
