TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2018mnw,ZTF18abpeqjd,,550.9125679885037,-1.48,-1.48,17.2818,18.7576,2023-01-22T03:11:32.003532,,,rising/peak,,AGN,1.09,17.2818,18.7576,13.314,12.989,0.32,0.14897,59958.3,59966.1,25.99063525,2.34980775
2024pqx,ZTF24aavpduw,,3.8201142884790897,0.16,-0.24,19.6715,19.915,2024-07-17T06:28:35.999023,2.0,2.0,rising/peak,,SN,0.34,19.6715,19.915,21.6578,21.0052,0.65,0.00641667,60503.3,60508.3,246.50459777499998,29.272388799999998
2024pqm,ZTF24aauoasc,,18.630334188230336,-0.18,-0.2,19.8643,20.0596,2024-07-12T09:43:20.000625,2.0,2.0,rising/peak,,SN,4.46,19.8643,20.0596,-999.0,22.2513,-1021.25,0.00458333,60499.4,60503.4,329.29982934,26.722223660000004
2024pqe,ZTF24aawggrf,,14.853459188248962,0.03,0.03,18.8548,18.82,2024-07-17T06:15:19.002258,1.0,1.0,rising/peak,,NT,0.88,18.8548,18.82,19.7125,19.423,0.29,0.0967976,60508.2,60508.3,213.01761695,4.9325864
2024pqv,ZTF24aawgyps,,5.71785738831386,0.4,0.89,20.8601,19.967,2024-07-17T06:51:05.999023,1.0,1.0,rising/peak,,SN,8.28,20.8601,19.967,20.3307,19.5876,0.74,0.00541667,60505.3,60508.3,260.366761,49.854189399999996
2018mnr,ZTF18acajzuh,,407.5830656886101,0.9,0.9,17.067,16.1701,2024-07-16T10:48:52.997756,1.0,1.0,rising/peak,,NT,0.33,17.067,16.1701,12.595,12.559,0.04,0.141095,60507.4,60507.5,23.7598296,41.24821505
2022aexh,ZTF21aawrseb,,31.780137388501316,1.03,1.11,18.9448,17.8346,2024-06-19T07:59:28.003204,4.0,3.0,rising/peak,,AGN,0.46,18.9448,17.8346,16.8037,15.8997,0.9,0.246065,60455.3,60480.3,206.76829192499997,11.106247175
2024pqr,ZTF23abchprn,,5.630299488548189,1.7,1.7,19.006,17.3033,2024-07-17T09:34:17.996162,1.0,1.0,rising/peak,,VS,0.61,19.006,17.3033,17.8664,17.0664,0.8,0.0525417,60503.4,60508.4,346.11767435,-17.270914050000002
2018mnr,ZTF18acjsdgk,,1151.561086488422,,,,18.6416,2021-05-23T11:39:57.000976,,,,,NT,0.38,,18.6416,12.595,12.559,0.04,0.141095,59353.5,59357.5,23.759388350000002,41.248102700000004
2018mnt,ZTF18abynenv,,14.581051788292825,,,,16.8818,2024-07-16T09:22:40.998733,1.0,1.0,,,VS,0.81,,16.8818,13.317,12.991,0.33,0.158429,60507.4,60507.4,16.8632002,32.319954
2018mnu,ZTF18abvojky,,3.7593966885469854,,,19.9857,,2024-07-14T08:27:48.000946,4.0,2.0,,,VS,0.21,19.9857,,18.2058,17.5925,0.61,0.129863,60476.4,60505.4,281.175075075,27.206095549999997
2018mnv,ZTF18abxhznz,,40.568713788408786,,,,16.9735,2024-06-10T11:10:09.998397,,,,,NT,0.33,,16.9735,15.8828,13.1,2.78,0.12828,60471.5,60471.5,39.666073,41.6474439
2018mnv,ZTF19achznks,,603.7867461885326,,,,18.3573,2022-11-24T04:24:56.001609,1.0,1.0,,fading,NT,0.5,,17.6424,15.8828,13.1,2.78,0.12828,59899.3,59907.2,39.66629195,41.64770085
2022aexi,ZTF19aaurhpb,,831.7035864884965,,,,19.4822,2022-04-08T10:29:20.999046,2.0,2.0,,,SN,11.56,,19.4064,18.3455,17.6427,0.7,0.088875,59673.4,59677.4,243.51639595,52.408723949999995
2022aexi,ZTF19adhyxcq,,49.74101708829403,,,,20.0067,2024-05-29T08:48:49.000297,1.0,1.0,,,SN,11.12,,20.0067,18.3455,17.6427,0.7,0.088875,60459.4,60459.4,243.5163539,52.4085542
2024pqc,ZTF24aawbgfo,,1.6608202885836363,,,19.2647,,2024-07-16T09:38:44.998092,1.0,1.0,,,VS,1.1,19.2647,,17.7387,17.0955,0.64,0.0821131,60507.4,60507.4,342.3307544,19.5005221
2024pqk,ZTF24aavghxs,,14.594477688428015,,,,19.7407,2024-07-11T09:18:02.998069,1.0,1.0,,,SN,4.34,,19.7407,18.3507,17.3524,1.0,0.0818214,60502.4,60502.4,6.9094768,45.5245868
2024pqu,ZTF24aawhjnm,,5.644431388471276,,,,19.4697,2024-07-17T07:47:20.999023,1.0,1.0,,,SN,5.87,,19.4697,18.02,17.3964,0.62,0.206173,60508.3,60508.3,326.6495588,-15.8316435
2024pqw,ZTF24aawctdf,,4.630588788539171,,,20.3666,,2024-07-16T10:28:10.004180,1.0,1.0,,,SN,5.6,20.3666,,19.7816,19.3891,0.39,0.040125,60504.5,60507.4,350.88142645,6.8894334
2024pqy,ZTF24aavgwal,,4.628227688372135,,,20.2056,,2024-07-16T10:02:08.998077,3.0,3.0,,fading,NT,0.31,19.9718,,19.1853,18.9136,0.27,0.00166667,60502.4,60507.4,358.56239516666665,-8.499354066666667
