TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024ecm,ZTF24aahapwm,,10.603747155983001,-0.35,-0.35,19.7913,20.1415,2024-03-10T08:57:15.001899,1,1,rising/peak,,SN,3.97,19.7913,20.1415,-999.0,21.6842,-1020.68,0.0664167,60379.3,60379.4,216.46230355,14.86215665
2024ebw,ZTF24aagtlpi,,10.571166155859828,-0.23,-0.23,18.647,18.8738,2024-03-10T08:54:26.997138,2,2,rising/peak,,SN,0.1,18.647,18.8738,21.9622,21.8642,0.1,0.00833333,60379.3,60379.4,210.64538105,30.136299649999998
2024ecl,ZTF24aagzznn,,10.575274955946952,0.01,0.01,19.6895,19.6807,2024-03-10T08:50:42.996459,2,2,rising/peak,,SN,6.74,19.6895,19.6807,-999.0,20.1171,-1019.12,0.5,60379.3,60379.4,253.263479,75.9035118
2024ecj,ZTF24aagzzph,,10.575274955946952,0.06,0.06,19.4252,19.3691,2024-03-10T08:50:42.996459,2,2,rising/peak,,SN,6.57,19.4252,19.3691,18.151,17.3497,0.8,0.100321,60379.3,60379.4,261.9108201,75.6261633
2024eca,ZTF24aagtmbq,,10.60328415594995,,,19.4162,,2024-03-10T08:56:33.996490,1,1,,,SN,6.52,19.4162,,19.0601,18.6833,0.38,0.140958,60379.4,60379.4,219.5388629,20.1726866
2024ecb,ZTF24aahaanm,,10.569545755628496,,,,19.0763,2024-03-10T07:55:21.996490,1,1,,,SN,10.4,,19.0763,19.62,19.5396,0.08,,60379.3,60379.3,223.3909203,3.111314
2024ece,ZTF24aahabiv,,0.7329369559884071,,,18.9249,,2024-03-10T08:03:09.999343,1,1,,,VS,1.36,18.9249,,18.1007,17.3578,0.74,0.00916667,60379.3,60379.3,179.4111125,-21.8657752
2024ech,ZTF24aahaajg,,10.569545755628496,,,,17.2989,2024-03-10T07:55:21.996490,1,1,,,NT,0.75,,17.2989,18.9015,18.0257,0.88,0.141345,60379.3,60379.3,225.4547438,4.9324473
2024ecn,ZTF24aagteml,,0.7149855559691787,,,19.4826,,2024-03-10T08:26:28.003189,1,1,,,SN,3.69,19.4826,,19.8653,19.2971,0.57,0.328979,60369.5,60379.4,206.1606787,19.97989175
2024ecp,ZTF24aagkoxh,,0.7135735559277236,,,19.6332,,2024-03-10T08:59:18.000953,2,2,,,SN,2.15,19.6332,,19.1226,18.6106,0.51,0.00125,60374.4,60379.4,197.95038995,19.300344850000002
2024ecq,ZTF24aacaqiu,,0.7565827555954456,,,,18.9857,2024-03-10T07:32:13.997741,1,1,,,NT,0.25,,18.9857,18.1681,17.6521,0.52,0.0478214,60379.3,60379.3,171.3360271,-12.5968449
2024eda,ZTF24aagtnao,,16.649939255788922,,,,19.5937,2024-03-05T10:33:10.995826,1,1,,,SN,9.18,,19.5937,21.138,20.8055,0.33,0.924917,60374.4,60374.4,194.4146767,-22.9667989
2024edg,ZTF24aahapfo,,0.7173814559355378,,,20.0527,,2024-03-10T08:54:26.997138,1,1,,,SN,2.72,20.0527,,21.2606,20.8695,0.39,0.5,60379.4,60379.4,211.5427447,36.3146014
2024edh,ZTF24aahahjj,,0.7140364558435977,,,20.1952,,2024-03-10T08:28:34.000335,1,1,,,NT,1.0,20.1952,,19.0412,18.3709,0.67,0.0025,60379.4,60379.4,194.6879029,24.006698
2024edi,ZTF24aahagwy,,0.7261892557144165,,,19.9673,,2024-03-10T08:19:47.003509,1,1,,,SN,0.99,19.9673,,21.0295,20.7257,0.3,0.00641667,60379.3,60379.3,195.5609873,47.9604084
2024edj,ZTF24aahabfn,,10.648423055652529,,,18.6503,,2024-03-10T08:03:50.002548,1,1,,,VS,0.27,18.6503,,17.927,17.349,0.58,0.0216667,60379.3,60379.3,183.7218059,-16.2422493
2024edm,ZTF24aagzsyy,,11.543376755900681,,,19.3777,,2024-03-10T07:00:13.999671,1,1,,,NT,1.17,19.3777,,18.9471,18.087,0.86,0.0305,60379.3,60379.3,185.0514832,4.2697044
2024edn,ZTF24aagzsfx,,11.543376755900681,,,19.8699,,2024-03-10T07:00:13.999671,1,1,,,SN,3.08,19.8699,,19.678,18.7659,0.91,0.0359286,60379.3,60379.3,187.5594346,3.2429294
2024edo,ZTF24aagzrgi,,10.709233255591244,,,19.7043,,2024-03-10T06:57:30.003860,1,1,,,SN,3.86,19.7043,,-999.0,19.8052,-1018.81,0.5,60379.3,60379.3,172.2446924,-8.0713538
2024edp,ZTF24aagterj,,0.7130989558063447,,,19.1342,,2024-03-10T08:27:08.999992,1,1,,,SN,1.77,19.1342,,19.9199,19.1528,0.77,0.00333333,60379.4,60379.4,207.6373167,12.0806901
2024edq,ZTF24aagtely,,0.7149855559691787,,,20.167,,2024-03-10T08:26:28.003189,1,1,,,SN,0.94,20.167,,22.1715,21.5353,0.64,,60379.4,60379.4,210.3553824,16.4726998
2024edr,ZTF24aagsycr,,0.7319878558628261,,,19.2755,,2024-03-10T08:04:30.999351,1,1,,,SN,1.81,19.2755,,-999.0,-999.0,0.0,0.5,60379.3,60379.3,179.003672,-7.7033051
2024eds,ZTF24aafuzvc,,0.7135735559277236,,,19.6356,,2024-03-10T08:59:18.000953,1,1,,,SN,2.03,19.6356,,20.1335,19.8589,0.27,,60379.4,60379.4,201.2950125,17.9463362
