TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023ykk,ZTF23abdgerf,,0.12,0.04,20.1658,20.124,2023-09-18T08:09:29.001594,3.0,3.0,rising/peak,,SN,2.75,20.0976,20.124,19.8525,19.3659,0.49,0.00125,60193.4,60205.3,17.261552599999998,3.4925715500000005
2023ykm,ZTF23abscohj,SN Ia,-0.01,0.02,19.0454,19.025,2023-12-18T11:13:26.999053,17.0,17.0,,fading,SN,1.84,18.4038,18.4919,21.3604,21.2798,0.08,,60287.3,60296.5,132.20927425555556,39.65760072222222
2023ykq,ZTF23absbygx,,,,20.4447,,2023-12-14T11:25:45.001930,,,,,SN,2.56,20.4447,,-999.0,-999.0,0.0,0.5,60292.4,60292.5,117.67477915,54.7802964
2023ykv,ZTF23abpzlxd,,-0.14,0.0,20.246,20.2439,2023-11-15T10:12:32.996147,1.0,1.0,,fading,SN,2.38,20.014,20.1539,20.8199,20.5534,0.27,0.0025,60242.5,60263.4,148.25977643333334,20.39816017777777
2023ylf,ZTF23abqnvoa,,0.26,0.2,20.4117,20.2138,2023-11-13T03:43:52.003181,1.0,1.0,rising/peak,,SN,1.18,20.4117,20.2138,21.1111,20.8796,0.23,0.5,60257.2,60261.2,4.5336455,9.1328329
2023ylj,ZTF23abpiigx,,0.5,0.66,20.6512,19.9898,2023-11-14T11:40:56.003509,5.0,5.0,,fading,SN,0.85,20.3033,19.8988,19.5535,18.8931,0.66,0.00166667,60252.4,60262.5,100.01497286,38.11058435
2023ylo,ZTF23abcnxwc,,,,,20.4358,2023-09-13T12:12:30.997451,4.0,4.0,,fading,SN,1.2,,20.2284,20.2967,19.7548,0.54,0.00625,60198.5,60200.5,121.25568366,34.79907416
2023ylq,ZTF23abqkhmd,,,,,20.2512,2023-11-12T08:55:31.002220,1.0,1.0,,,SN,0.87,,20.2512,20.3007,19.1388,1.16,0.030875,60252.4,60260.4,93.09031035,35.816225
