TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024egl,ZTF24aahdjna,,14.548540654592216,-0.17,-0.17,19.5704,19.7358,2024-03-14T09:17:37.000305,1.0,1.0,rising/peak,,SN,232.81,19.5704,19.7358,21.6904,21.4377,0.25,,60379.3,60383.4,257.80423275,72.54805955
2024egk,ZTF24aahdiif,,9.548702754545957,-0.14,-0.14,19.9878,20.1241,2024-03-14T09:51:38.001579,1.0,1.0,rising/peak,,SN,0.35,19.9878,20.1241,21.1461,20.7798,0.37,,60383.4,60383.4,216.59539995,45.38346035
2021aibm,ZTF21aadrvao,,20.504698054865003,0.04,-0.06,19.2996,19.3615,2024-03-14T10:22:00.998413,7.0,1.0,,,AGN,0.33,19.2996,19.2455,18.9991,18.9624,0.04,0.003125,60353.5,60383.4,240.55356295714287,15.630036685714286
2021aibl,ZTF18acxdfdu,,0.6251263548620045,1.04,1.04,18.9125,17.8745,2024-03-14T10:26:45.997428,2.0,2.0,rising/peak,,VS,0.64,18.9125,17.8745,17.1772,16.7562,0.42,0.626466,60374.5,60383.4,222.9356919,-6.1688220000000005
2018mna,ZTF18aagzlgi,,0.6277189548127353,1.08,1.08,20.0107,18.9279,2024-03-14T10:20:38.996162,1.0,1.0,rising/peak,,NT,0.48,20.0107,18.9279,18.1759,17.2876,0.89,0.122833,60369.4,60383.4,231.5492516,29.651339
2024ega,ZTF24aaguphd,,14.634871654678136,1.56,1.56,20.1767,18.6175,2024-03-14T09:56:47.996162,1.0,1.0,rising/peak,,SN,14.68,20.1767,18.6175,18.8832,18.8246,0.06,0.0398333,60369.5,60383.4,247.04806530000002,47.4796049
2021aibl,ZTF18adptanm,,72.50002215476707,,,18.8169,,2024-01-17T11:57:17.999992,,,,,VS,0.28,18.8169,,17.1772,16.7562,0.42,0.626466,60326.5,60326.5,222.935425,-6.1688851
2024egd,ZTF24aagupsf,,14.538205054588616,,,,18.4082,2024-03-14T09:56:47.996162,1.0,1.0,,,SN,8.53,,18.4082,22.1474,-999.0,1021.15,0.5,60383.4,60383.4,247.6728645,44.5111389
2024egi,ZTF24aaheadk,,14.562406454700977,,,,19.2318,2024-03-14T10:24:42.998382,1.0,1.0,,,AGN,0.42,,19.2318,18.7246,18.4746,0.25,,60383.4,60383.4,228.2593638,9.735262
2024egj,ZTF24aaheada,,14.562406454700977,,,,19.1558,2024-03-14T10:24:42.998382,1.0,1.0,,,NT,0.51,,19.1558,18.8917,18.3488,0.54,0.00583333,60383.4,60383.4,228.2600061,9.5380871
