TNS_ID,ZTF_ID,type,Days_ago,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2024fmy,ZTF24aaiegdk,,11.639534266199917,-0.6,-0.47,19.7787,20.2507,2024-04-03T07:41:51.002861,1,1,,fading,SN,6.4,19.5245,20.2507,19.0612,18.6308,0.43,0.0273333,60397.3,60403.3,167.09428126666666,39.815567
2024fnw,ZTF24aaictgf,,6.739325866103172,-0.44,-0.44,19.8118,20.2488,2024-04-03T06:39:04.999671,2,2,rising/peak,,NT,1.44,19.8118,20.2488,20.7882,19.6545,1.13,0.0152917,60403.2,60403.3,152.523637,18.6571079
2024fms,ZTF24aaicpor,,11.639059666078538,-0.22,-0.31,19.5477,19.8617,2024-04-03T07:41:51.002861,3,3,rising/peak,,SN,4.2,19.5477,19.8617,18.9468,18.3111,0.64,0.00279762,60397.3,60403.3,162.25749614285715,41.96541502857143
2024fmu,ZTF24aahxupn,,5.681872166227549,-0.34,-0.22,19.7427,19.9618,2024-04-03T06:58:08.996162,1,1,rising/peak,,SN,1.66,19.7427,19.9618,20.7721,20.2725,0.5,,60397.3,60403.3,147.9290082,1.2213016
2024fmq,ZTF24aahxvle,,6.7360388659872115,-0.1,-0.15,19.5821,19.7275,2024-04-03T06:53:23.997108,2,2,rising/peak,,SN,1.64,19.5821,19.7275,19.6205,18.6722,0.95,0.00125,60397.3,60403.3,134.7609925666667,21.653538533333332
2024fnv,ZTF24aaicwow,,6.771906866226345,-0.12,-0.12,19.9066,20.0231,2024-04-03T05:59:55.999702,1,1,rising/peak,,SN,4.31,19.9066,20.0231,20.4476,19.2654,1.18,0.00633333,60397.3,60403.2,146.14194785,16.1881606
2024fnm,ZTF24aaifxdw,,6.616872166283429,-0.11,-0.11,19.4236,19.5295,2024-04-03T11:37:35.002548,2,2,rising/peak,,AGN,1.55,19.4236,19.5295,17.7444,17.3277,0.42,0.0164583,60403.4,60403.5,219.836948,9.47173855
2024fnt,ZTF24aaidgol,,6.714869866147637,-0.04,-0.09,19.8599,19.9509,2024-04-03T07:03:06.998405,1,1,,,SN,5.13,19.8599,19.8512,19.1362,18.5448,0.59,0.00666667,60397.4,60403.3,173.31474533333335,-11.035323133333335
2024fnk,ZTF24aaidmzf,,6.722068966366351,-0.05,-0.05,19.4492,19.5038,2024-04-03T06:49:55.997749,2,2,rising/peak,,SN,2.21,19.4492,19.5038,19.3589,18.5799,0.78,,60403.2,60403.3,124.77969010000001,51.097614050000004
2024flc,ZTF24aaicuxb,,6.793689266312867,-0.04,-0.04,19.1703,19.2133,2024-04-03T07:00:12.003822,2,2,rising/peak,,SN,2.11,19.1703,19.2133,18.4074,17.746,0.66,0.072,60403.2,60403.3,134.52668195,-5.9440475500000005
