TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024rot,01:34:21.555,+04:46:26.88,2024-08-07 10:54:16.998,2024-08-08,19.0957,ABMag,g - ZTF,0.043,Galaxy,LAMOST J013421.55+044626.8,['LAMOST J013421.55+044626.8' '23.59' '4.774' '0.043' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024rnp,01:57:16.303,+41:24:09.68,2024-08-07 02:49:00.768,2024-08-08,19.02,ABMag,L - GOTO,0.322,Galaxy,LEDA 2180567,['LEDA 2180567' '29.318' '41.403' '0.322' 'inf' 'Galaxy' 'G'],,,,B. Godson,No
2024rof,00:28:29.749,+00:10:33.03,2024-07-27 10:03:47.001,2024-08-08,19.6279,ABMag,g - ZTF,0.433,Galaxy,LEDA 1158987,['LEDA 1158987' '7.124' '0.176' '0.433' 'inf' 'Galaxy' 'G'],Galaxy,SDSS J002829.38+001031.7,['SDSS J002829.38+001031.7' '7.122' '0.175' '5.541' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024rnk,00:39:59.099,+03:52:27.67,2024-07-31 10:28:33.004,2024-08-08,20.3597,ABMag,g - ZTF,0.436,Galaxy,LAMOST J003959.07+035227.4,['LAMOST J003959.07+035227.4' '9.996' '3.874' '0.436' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024rnl,16:00:03.098,+33:28:27.92,2024-08-04 07:13:22.002,2024-08-08,20.0236,ABMag,g - ZTF,1.615,Galaxy,Gaia DR3 1323445145212699392,"['Gaia DR3 1323445145212699392' '240.013' '33.475' '1.615' 'inf' 'Galaxy'
 'G']",,,,A. Munoz-Arancibia,Yes
2024rnt,21:35:46.031,-25:51:46.28,2024-08-03 09:33:15.001,2024-08-08,19.555,ABMag,r - ZTF,2.857,Galaxy,LEDA  774235,['LEDA  774235' '323.942' '-25.863' '2.857' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024rph,05:09:39.676,-00:09:13.04,2024-08-07 19:13:09.120,2024-08-08,18.78,ABMag,L - GOTO,3.247,Galaxy,LEDA 1150598,['LEDA 1150598' '77.415' '-0.153' '3.247' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
2024rom,00:20:29.354,-32:29:53.44,2024-08-07 14:38:14.496,2024-08-08,20.06,ABMag,L - GOTO,3.481,Galaxy,2dFGRS TGS497Z166,['2dFGRS TGS497Z166' '5.123' '-32.499' '3.481' 'inf' 'Galaxy' 'G'],,,,M. Kennedy,No
2024rnu,17:43:28.894,+39:05:33.27,2024-08-07 04:25:24.997,2024-08-08,18.9595,ABMag,g - ZTF,3.636,Galaxy,LEDA 2143187,['LEDA 2143187' '265.872' '39.093' '3.636' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024rnb,16:16:10.393,+19:35:10.28,2024-08-04 04:44:11.999,2024-08-08,20.5834,ABMag,g - ZTF,3.736,Galaxy,SDSSCGB 56249.4,['SDSSCGB 56249.4' '244.042' '19.586' '3.736' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,Yes
2024rpo,06:04:23.670,-52:00:23.59,2024-08-07 18:59:22.272,2024-08-08,17.71,ABMag,L - GOTO,5.066,Galaxy,LEDA  449942,['LEDA  449942' '91.097' '-52.008' '5.066' 'inf' 'Galaxy' 'G'],,,,M. Kennedy,No
2024rpd,04:55:39.389,-04:48:10.82,2024-08-07 19:13:09.120,2024-08-08,18.32,ABMag,L - GOTO,5.122,Galaxy,LEDA  146685,['LEDA  146685' '73.913' '-4.802' '5.122' 'inf' 'Galaxy' 'G'],,,,A. Kumar,No
