TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024jbv,10:45:30.090,+09:24:07.93,2024-05-10 20:23:21.000,2024-05-19,21.3,ABMag,i - Sloan,0.134,Seyfert1,LEDA   32104,['LEDA   32104' '161.375' '9.402' '0.134' 'inf' 'Seyfert1' 'Sy1'],,,,Daniel Gruen,Yes
2024jcd,11:42:12.032,+47:17:46.13,2024-05-04 06:50:14.003,2024-05-19,20.1398,ABMag,g - ZTF,0.189,Galaxy,LEDA 2295762,['LEDA 2295762' '175.55' '47.296' '0.189' 'inf' 'Galaxy' 'G'],,,,Kate Bostow (UC Berkeley),Yes
2024jca,15:06:28.651,+56:36:54.85,2024-05-08 07:49:46.997,2024-05-19,20.3627,ABMag,g - ZTF,0.247,Galaxy,2MASX J15062859+5636543,['2MASX J15062859+5636543' '226.619' '56.615' '0.247' 'inf' 'Galaxy' 'G'],,,,Daniel Perley (LJMU),Yes
2024jcc,14:24:13.875,+04:13:23.39,2024-05-16 08:34:42.997,2024-05-19,19.5235,ABMag,g - ZTF,0.663,Galaxy,2MASX J14241387+0413233,['2MASX J14241387+0413233' '216.058' '4.223' '0.663' 'inf' 'Galaxy' 'G'],,,,Daniel Perley (LJMU),Yes
2024jay,10:05:09.789,+18:29:13.01,2024-05-07 04:15:14.996,2024-05-19,20.6024,ABMag,g - ZTF,1.099,Galaxy,SDSS J100509.77+182914.1,['SDSS J100509.77+182914.1' '151.291' '18.487' '1.099' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024jbx,11:22:52.933,-27:36:19.22,2024-05-11 04:02:54.003,2024-05-19,19.4416,ABMag,g - ZTF,1.833,Galaxy,LEDA  752489,['LEDA  752489' '170.72' '-27.606' '1.833' 'inf' 'Galaxy' 'G'],,,,Jyotsna Ravi (UC Berkeley),No
2024jbj,16:06:59.519,+25:21:49.99,2024-05-12 08:24:52.704,2024-05-19,20.7373,ABMag,g - ZTF,2.682,Galaxy,SDSS J160659.32+252150.2,['SDSS J160659.32+252150.2' '241.747' '25.364' '2.682' 'inf' 'Galaxy' 'G'],,,,K. De (Caltech) on behalf of ZTF,Yes
2024jbu,16:14:30.238,+50:41:41.75,2024-05-13 09:45:39.001,2024-05-19,20.4651,ABMag,g - ZTF,2.718,Galaxy,SDSS J161429.95+504142.2,['SDSS J161429.95+504142.2' '243.625' '50.695' '2.718' 'inf' 'Galaxy' 'G'],Galaxy,SDSSCGB 9904.3,['SDSSCGB 9904.3' '243.624' '50.696' '6.869' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024jbb,13:38:03.319,+03:10:26.41,2024-05-14 07:45:24.998,2024-05-19,20.0396,ABMag,g - ZTF,3.702,Galaxy,SDSS J133803.09+031027.9,['SDSS J133803.09+031027.9' '204.513' '3.174' '3.702' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024jax,12:19:39.110,+48:17:51.95,2024-05-16 05:21:43.004,2024-05-19,19.7734,ABMag,g - ZTF,3.853,Galaxy,2MASX J12193892+4817552,['2MASX J12193892+4817552' '184.912' '48.299' '3.853' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
