TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024asa,01:52:18.060,+22:07:07.72,2024-01-19 10:56:38.400,2024-01-25,17.98,ABMag,G - Gaia,0.025,QSO,QSO B0149+218,['QSO B0149+218' '28.075' '22.119' '0.025' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,Yes
2024asr,14:17:38.319,+37:01:36.13,2024-01-23 15:15:27.072,2024-01-25,19.54,ABMag,i - P1,0.386,Galaxy,Gaia DR3 1484108670481979520,"['Gaia DR3 1484108670481979520' '214.41' '37.027' '0.386' 'inf' 'Galaxy'
 'G']",K. C. Chambers,No
2024ask,14:36:01.527,+04:40:09.96,2024-01-22 14:50:16.800,2024-01-25,20.09,ABMag,w - P1,1.042,BrightestCG,SDSS J143601.47+044009.3,"['SDSS J143601.47+044009.3' '219.006' '4.669' '1.042' 'inf' 'BrightestCG'
 'BiC']",K. C. Chambers,No
2024ass,11:48:19.814,+38:44:52.86,2024-01-23 12:41:37.824,2024-01-25,19.56,ABMag,i - P1,2.9,LINER,MCG+07-24-032,['MCG+07-24-032' '177.083' '38.748' '2.9' 'inf' 'LINER' 'LIN'],K. C. Chambers,Yes
2024atg,14:16:59.976,+00:17:42.20,2024-01-22 14:45:36.864,2024-01-25,20.66,ABMag,w - P1,3.404,Galaxy,SDSS J141659.86+001739.2,['SDSS J141659.86+001739.2' '214.249' '0.294' '3.404' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024ast,11:15:31.462,+40:46:12.24,2024-01-23 12:45:27.648,2024-01-25,20.19,ABMag,i - P1,3.425,Galaxy,SDSS J111531.73+404613.5,['SDSS J111531.73+404613.5' '168.882' '40.77' '3.425' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024asb,16:43:05.530,-00:38:47.83,2024-01-20 08:51:21.600,2024-01-25,18.67,ABMag,G - Gaia,3.538,EmissionG,MCG+00-43-001,['MCG+00-43-001' '250.774' '-0.647' '3.538' 'inf' 'EmissionG' 'EmG'],S.T. Hodgkin,No
2024asx,13:57:46.436,+09:54:19.76,2024-01-22 14:52:42.816,2024-01-25,20.85,ABMag,w - P1,3.619,Seyfert1,SDSS J135746.19+095420.9,"['SDSS J135746.19+095420.9' '209.443' '9.906' '3.619' 'inf' 'Seyfert1'
 'Sy1']",K. C. Chambers,Yes
2024aso,12:06:31.450,-04:30:01.87,2024-01-23 14:50:39.264,2024-01-25,20.83,ABMag,w - P1,3.892,Galaxy,2dFGRS TGN120Z104,['2dFGRS TGN120Z104' '181.632' '-4.5' '3.892' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024asq,15:12:40.736,+34:24:39.08,2024-01-23 15:24:06.336,2024-01-25,20.35,ABMag,i - P1,4.399,LINER,2MASX J15124062+3424431,['2MASX J15124062+3424431' '228.169' '34.412' '4.399' 'inf' 'LINER' 'LIN'],K. C. Chambers,Yes
2024asm,15:07:19.501,+39:26:42.31,2024-01-24 15:45:24.192,2024-01-25,19.78,ABMag,z - P1,4.488,Galaxy,LEDA 3563579,['LEDA 3563579' '226.83' '39.446' '4.488' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024atc,14:18:04.351,+00:54:25.57,2024-01-22 14:45:36.864,2024-01-25,20.82,ABMag,w - P1,4.781,Seyfert1,LEDA  214245,['LEDA  214245' '214.517' '0.907' '4.781' 'inf' 'Seyfert1' 'Sy1'],K. C. Chambers,Yes
2024atj,12:22:00.767,+00:30:14.43,2024-01-21 14:27:21.312,2024-01-25,21.28,ABMag,w - P1,4.857,Galaxy,SDSS J122200.67+003010.0,['SDSS J122200.67+003010.0' '185.503' '0.503' '4.857' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024asw,12:03:06.802,+52:44:58.06,2024-01-22 13:51:10.080,2024-01-25,20.27,ABMag,i - P1,6.213,Galaxy,SDSS J120307.23+524453.1,['SDSS J120307.23+524453.1' '180.78' '52.748' '6.213' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024art,00:43:01.450,+41:16:17.22,2024-01-23 22:57:59.616,2024-01-25,17.22,ABMag,g - Sloan,7.296,GlobCluster,2MASS J00430119+4116101,"['2MASS J00430119+4116101' '10.755' '41.27' '7.296' 'inf' 'GlobCluster'
 'GlC']",M. Michaud (MCD Observatory) ,No
2024asl,13:28:52.640,+38:34:34.38,2024-01-24 13:19:18.912,2024-01-25,19.27,ABMag,z - P1,8.011,RadioG,FIRST J132852.0+383439,['FIRST J132852.0+383439' '202.217' '38.578' '8.011' 'inf' 'RadioG' 'rG'],K. C. Chambers,No
