TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024mlr,23:49:21.050,+05:34:39.86,2024-05-24 23:47:02.400,2024-06-24,17.19,ABMag,G - Gaia,0.026,BLLac,ICRF J234921.0+053439,['ICRF J234921.0+053439' '357.338' '5.578' '0.026' 'inf' 'BLLac' 'BLL'],,,,S.T. Hodgkin,No
2024mlo,14:10:44.150,+07:05:15.50,2024-06-05 21:18:43.200,2024-06-24,18.43,ABMag,G - Gaia,0.036,Seyfert1,SDSS J141044.14+070515.5,"['SDSS J141044.14+070515.5' '212.684' '7.088' '0.036' 'inf' 'Seyfert1'
 'Sy1']",,,,S.T. Hodgkin,Yes
2024mlq,23:29:05.790,+08:34:15.85,2024-06-20 17:36:57.600,2024-06-24,18.16,ABMag,G - Gaia,0.049,Seyfert1,ICRF J232905.7+083415,['ICRF J232905.7+083415' '352.274' '8.571' '0.049' 'inf' 'Seyfert1' 'Sy1'],,,,S.T. Hodgkin,No
2024mkp,12:46:31.533,-11:25:42.05,2024-06-21 05:03:03.000,2024-06-24,19.4416,ABMag,g - ZTF,0.564,Galaxy,Gaia DR3 3530308708943580672,"['Gaia DR3 3530308708943580672' '191.631' '-11.428' '0.564' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),No
2024mlj,11:03:15.690,-12:49:37.45,2024-06-20 04:13:26.400,2024-06-24,18.47,ABMag,G - Gaia,0.604,Galaxy,LEDA  114195,['LEDA  114195' '165.816' '-12.827' '0.604' 'inf' 'Galaxy' 'G'],,,,S.T. Hodgkin,No
2024mmb,13:27:31.540,+31:14:53.60,2024-06-07 08:35:13.920,2024-06-24,21.3,ABMag,w - P1,1.85,Galaxy,2MASX J13273142+3114542,['2MASX J13273142+3114542' '201.881' '31.248' '1.85' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024mkv,13:53:50.320,-04:14:51.84,2024-06-21 05:07:06.000,2024-06-24,19.4518,ABMag,g - ZTF,2.126,Galaxy,2dFGRS TGN141Z242,['2dFGRS TGN141Z242' '208.459' '-4.248' '2.126' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024mnz,15:30:37.635,-27:48:19.82,2024-05-30 08:59:10.752,2024-06-24,21.08,ABMag,w - P1,2.344,Galaxy,LEDA  749633,['LEDA  749633' '232.657' '-27.806' '2.344' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024mku,09:50:59.744,+20:30:46.17,2024-06-22 04:21:36.002,2024-06-24,18.8846,ABMag,r - ZTF,2.728,Galaxy,LEDA 1629416,['LEDA 1629416' '147.748' '20.513' '2.728' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024mlv,13:39:42.875,-28:32:19.96,2024-06-02 06:50:13.632,2024-06-24,21.04,ABMag,w - P1,2.98,Galaxy,[QPD2020] G133942.9-283217,"['[QPD2020] G133942.9-283217' '204.929' '-28.538' '2.98' 'inf' 'Galaxy'
 'G']",,,,K. C. Chambers,No
2024mmy,17:21:41.677,+04:19:17.29,2024-05-31 11:47:54.240,2024-06-24,21.42,ABMag,w - P1,3.308,Galaxy,LEDA 1266617,['LEDA 1266617' '260.424' '4.321' '3.308' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024mlt,22:25:50.404,+17:48:00.20,2024-06-21 10:28:40.002,2024-06-24,19.7604,ABMag,g - ZTF,3.56,Galaxy,LEDA 1542013,['LEDA 1542013' '336.461' '17.799' '3.56' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
