TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024lwn,00:36:08.320,+19:20:10.93,2024-06-16 05:39:50.400,2024-06-21,18.26,ABMag,G - Gaia,0.065,QSO,SDSS J003608.32+192010.9,['SDSS J003608.32+192010.9' '9.035' '19.336' '0.065' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2024lwr,07:08:31.250,-33:42:44.68,2024-06-16 03:11:31.200,2024-06-21,18.89,ABMag,G - Gaia,0.079,Galaxy,Gaia DR3 5602940216670108672,"['Gaia DR3 5602940216670108672' '107.13' '-33.712' '0.079' 'inf' 'Galaxy'
 'G']",,,,S.T. Hodgkin,No
2024lwl,22:52:31.230,+29:40:11.03,2024-06-16 11:16:48.000,2024-06-21,19,ABMag,G - Gaia,0.089,QSO,SDSS J225231.23+294011.1,['SDSS J225231.23+294011.1' '343.13' '29.67' '0.089' 'inf' 'QSO' 'QSO'],,,,S.T. Hodgkin,Yes
2024lvm,13:23:27.425,+22:24:49.10,2024-04-16 08:19:14.016,2024-06-21,20.54,ABMag,w - P1,0.13,Galaxy,NGP9 F380-0943788,['NGP9 F380-0943788' '200.864' '22.414' '0.13' 'inf' 'Galaxy' 'G'],Galaxy,SDSSCGB 26041.4,['SDSSCGB 26041.4' '200.865' '22.411' '8.87' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024lvr,22:55:09.318,+00:59:22.23,2024-06-17 13:08:04.992,2024-06-21,20.35,ABMag,w - P1,0.905,Galaxy,SDSS J225509.37+005922.3,['SDSS J225509.37+005922.3' '343.789' '0.99' '0.905' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lvg,14:25:09.883,-00:48:25.26,2024-04-17 09:53:02.976,2024-06-21,21.27,ABMag,w - P1,1.969,Galaxy,GAMA J142509.99-004826.3,['GAMA J142509.99-004826.3' '216.292' '-0.807' '1.969' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024lvp,12:21:50.020,-06:01:17.67,2024-05-08 06:28:54.048,2024-06-21,20.88,ABMag,w - P1,2.17,Galaxy,LEDA 1037684,['LEDA 1037684' '185.459' '-6.021' '2.17' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024lwa,22:32:47.056,-09:26:49.25,2024-06-16 13:23:40.704,2024-06-21,21.24,ABMag,w - P1,2.829,Galaxy,LEDA  990968,['LEDA  990968' '338.197' '-9.447' '2.829' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lvv,16:51:34.237,+24:58:46.79,2024-06-16 10:30:51.840,2024-06-21,21.09,ABMag,w - P1,4.042,Galaxy,SDSS J165133.95+245847.7,['SDSS J165133.95+245847.7' '252.891' '24.98' '4.042' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lvz,22:16:49.511,-07:40:32.13,2024-06-16 13:38:51.360,2024-06-21,21.84,ABMag,w - P1,4.465,Galaxy,2MASX J22164968-0740278,['2MASX J22164968-0740278' '334.207' '-7.674' '4.465' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lwc,22:39:36.022,+26:51:02.35,2024-06-14 10:35:52.002,2024-06-21,20.6053,ABMag,g - ZTF,5.766,Galaxy,LEDA 1790270,['LEDA 1790270' '339.899' '26.852' '5.766' 'inf' 'Galaxy' 'G'],,,,A. Munoz-Arancibia,No
2024lvh,15:59:28.808,-17:07:43.61,2024-04-16 12:37:09.120,2024-06-21,21.19,ABMag,w - P1,5.88,Galaxy,LEDA  888400,['LEDA  888400' '239.868' '-17.129' '5.88' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024lwp,06:36:18.200,-32:33:19.33,2024-06-16 01:17:45.600,2024-06-21,18.62,ABMag,G - Gaia,8.213,Galaxy,LEDA  689963,['LEDA  689963' '99.073' '-32.556' '8.213' 'inf' 'Galaxy' 'G'],,,,S.T. Hodgkin,No
2024lvo,17:19:56.195,+06:04:13.49,2024-04-10 12:49:33.024,2024-06-21,21.14,ABMag,w - P1,8.89,Galaxy,LEDA 1294054,['LEDA 1294054' '259.982' '6.071' '8.89' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
