TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024gxw,14:37:05.274,+00:37:15.23,2024-03-19 13:43:39.072,2024-04-21,21.77,ABMag,w - P1,0.934,Galaxy,GAMA 93189,['GAMA 93189' '219.272' '0.621' '0.934' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024gwy,09:53:11.912,+00:51:26.62,2024-04-16 04:56:38.002,2024-04-21,19.1425,ABMag,r - ZTF,1.106,Galaxy,2dFGRS TGN419Z240,['2dFGRS TGN419Z240' '148.299' '0.857' '1.106' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024gxr,17:22:32.637,+18:13:58.20,2024-04-17 09:07:25.003,2024-04-21,19.3893,ABMag,r - ZTF,1.202,Galaxy,LEDA 1553798,['LEDA 1553798' '260.636' '18.233' '1.202' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024gxv,13:35:13.381,+31:12:49.90,2024-02-17 15:06:33.984,2024-04-21,21.55,ABMag,w - P1,2.122,Galaxy,[SMB88] 5818,['[SMB88] 5818' '203.805' '31.214' '2.122' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024gyb,13:34:45.144,+26:45:55.69,2024-04-17 08:05:47.904,2024-04-21,20.17,ABMag,w - P1,3.548,Galaxy,NGP9 F324-1048298,['NGP9 F324-1048298' '203.689' '26.766' '3.548' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024gyh,12:05:10.816,+32:47:05.45,2024-04-10 06:02:32.064,2024-04-21,19.88,ABMag,w - P1,3.723,Galaxy,2MASX J12051097+3247084,['2MASX J12051097+3247084' '181.296' '32.786' '3.723' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024gyp,19:25:32.728,+31:45:53.93,2024-04-20 09:41:41.003,2024-04-21,18.9701,ABMag,r - ZTF,4.285,Galaxy,LEDA 2815322,['LEDA 2815322' '291.385' '31.765' '4.285' 'inf' 'Galaxy' 'G'],Jacob Wise (LJMU),No
2024gyr,11:09:11.556,+53:21:43.12,2024-04-20 06:51:35.712,2024-04-21,18.4604,ABMag,g - ZTF,4.352,Galaxy,MCG+09-18-092,['MCG+09-18-092' '167.298' '53.361' '4.352' 'inf' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF,Yes
2024gyg,13:53:30.705,-10:41:09.96,2024-04-16 10:39:05.184,2024-04-21,20.87,ABMag,w - P1,5.041,Galaxy,LEDA  975081,['LEDA  975081' '208.378' '-10.688' '5.041' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024gxm,13:09:37.785,+34:12:37.04,2024-02-17 15:00:48.384,2024-04-21,20.93,ABMag,w - P1,5.446,Galaxy,NGP9 F269-1338239,['NGP9 F269-1338239' '197.407' '34.209' '5.446' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024gwp,14:07:25.545,+14:55:07.97,2024-04-20 04:06:27.360,2024-04-21,18.87,ABMag,g - ZTF,5.748,Galaxy,Z 103-75,['Z 103-75' '211.855' '14.92' '5.748' '3.146' 'Galaxy' 'G'],J. Nordin,Yes
2024gxi,12:21:27.256,+46:56:11.63,2024-02-10 14:18:04.032,2024-04-21,20.92,ABMag,w - P1,7.069,Galaxy,2MASX J12212671+4656158,['2MASX J12212671+4656158' '185.361' '46.938' '7.069' 'inf' 'Galaxy' 'G'],K. C. Chambers,Yes
2024gwq,09:02:14.965,+46:24:56.84,2024-04-20 05:22:28.001,2024-04-21,19.4306,ABMag,g - ZTF,9.645,Galaxy,Z 238-5,['Z 238-5' '135.564' '46.418' '9.645' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
