TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024fiz,12:46:15.046,+36:02:24.91,2024-03-31 10:25:34.752,2024-04-03,18.853,ABMag,orange - ATLAS,0.408,Galaxy,2MASX J12461501+3602249,['2MASX J12461501+3602249' '191.563' '36.04' '0.408' 'inf' 'Galaxy' 'G'],ClG,[AWK2020] 868,['[AWK2020] 868' '191.563' '36.04' '0.442' 'inf' 'ClG' 'ClG'],J. Tonry,Yes
2024fka,11:41:43.961,+05:08:45.11,2024-03-31 09:28:42.816,2024-04-03,19.327,ABMag,cyan - ATLAS,0.471,Galaxy,2MASX J11414397+0508451,['2MASX J11414397+0508451' '175.433' '5.146' '0.471' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2024fjp,18:06:15.023,+45:06:50.15,2024-04-02 12:01:54.048,2024-04-03,18.479,ABMag,orange - ATLAS,0.501,Galaxy,2MASX J18061505+4506501,['2MASX J18061505+4506501' '271.563' '45.114' '0.501' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024fkk,13:25:50.502,+23:47:22.07,2024-04-01 10:10:43.968,2024-04-03,19.206,ABMag,cyan - ATLAS,0.567,Galaxy,2MASX J13255048+2347217,['2MASX J13255048+2347217' '201.46' '23.789' '0.567' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2024fkc,12:39:37.456,-06:37:44.74,2024-03-31 09:54:58.752,2024-04-03,19.145,ABMag,orange - ATLAS,0.583,Galaxy,LCRS B123702.4-062116,['LCRS B123702.4-062116' '189.906' '-6.629' '0.583' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024fkr,14:02:21.268,+39:22:12.98,2024-04-02 09:15:13.248,2024-04-03,19.296,ABMag,orange - ATLAS,0.59,LINER,2MASX J14022128+3922122,['2MASX J14022128+3922122' '210.589' '39.37' '0.59' 'inf' 'LINER' 'LIN'],,,,J. Tonry,Yes
2024fjt,14:07:23.706,+24:19:42.44,2024-04-01 12:14:44.736,2024-04-03,19.157,ABMag,orange - ATLAS,0.859,Galaxy,LEDA 1704844,['LEDA 1704844' '211.849' '24.329' '0.859' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2024fik,14:12:29.304,+45:41:27.62,2024-03-29 11:03:09.792,2024-04-03,19.54,ABMag,i - P1,0.862,GinPair,MCG+08-26-012,['MCG+08-26-012' '213.122' '45.691' '0.862' 'inf' 'GinPair' 'GiP'],,,,D. O. Jones (UC Santa Cruz),No
2024fjk,14:49:33.043,+27:57:28.09,2024-02-28 12:53:49.632,2024-04-03,18.527,ABMag,orange - ATLAS,0.986,Galaxy,2MASX J14493295+2757283,['2MASX J14493295+2757283' '222.387' '27.958' '0.986' 'inf' 'Galaxy' 'G'],,,,J. Tonry,Yes
2024fio,08:56:44.502,-65:05:07.04,2024-04-02 01:53:57.696,2024-04-03,18.621,ABMag,orange - ATLAS,1.434,Seyfert2,LEDA  316404,['LEDA  316404' '134.186' '-65.086' '1.434' 'inf' 'Seyfert2' 'Sy2'],,,,J. Tonry,No
