TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024kbd,14:40:50.828,+02:00:21.96,2024-05-30 07:30:36.003,2024-06-02,20.3099,ABMag,g - ZTF,0.276,Galaxy,GAMA 251759,['GAMA 251759' '220.212' '2.006' '0.276' 'inf' 'Galaxy' 'G'],F. Forster,No
2024jzb,11:08:18.851,-12:51:26.25,2024-05-27 05:06:36.996,2024-06-02,20.1561,ABMag,g - ZTF,0.298,Galaxy,2MASX J11081883-1251261,['2MASX J11081883-1251261' '167.079' '-12.857' '0.298' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024kbj,16:37:31.096,+38:59:47.07,2024-05-25 06:28:48.000,2024-06-02,19.9164,ABMag,g - ZTF,0.306,Galaxy,Gaia DR3 1331642107476429312,"['Gaia DR3 1331642107476429312' '249.38' '38.996' '0.306' 'inf' 'Galaxy'
 'G']",F. Forster,No
2024kab,16:38:34.509,+22:39:05.87,2024-05-26 01:16:58.944,2024-06-02,19.85,ABMag,L - GOTO,0.566,Galaxy,SDSSCGB 27848.4,['SDSSCGB 27848.4' '249.644' '22.651' '0.566' 'inf' 'Galaxy' 'G'],S. Belkin,No
2024jzp,10:13:22.056,-01:55:50.93,2024-06-01 04:23:20.996,2024-06-02,19.6101,ABMag,r - ZTF,0.663,Galaxy,2dFGRS TGN288Z229,['2dFGRS TGN288Z229' '153.342' '-1.931' '0.663' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),No
2024kbk,11:10:34.425,+23:56:00.00,2024-06-01 05:12:27.996,2024-06-02,19.9912,ABMag,g - ZTF,0.908,GtowardsCl,DES J111034.35+235559.7,"['DES J111034.35+235559.7' '167.643' '23.933' '0.908' 'inf' 'GtowardsCl'
 'GiC']",F. Forster,Yes
2024kbl,13:31:23.635,+09:49:26.83,2024-06-01 08:18:14.400,2024-06-02,16.8,ABMag,g - Sloan,1.119,GtowardsGroup,Z  73-9,['Z  73-9' '202.848' '9.824' '1.119' 'inf' 'GtowardsGroup' 'GiG'],K. Z. Stanek,Yes
2024kan,22:49:07.019,+32:47:53.12,2024-06-01 09:43:12.864,2024-06-02,18.6851,ABMag,r - ZTF,1.145,Galaxy,LEDA 2012722,['LEDA 2012722' '342.279' '32.798' '1.145' 'inf' 'Galaxy' 'G'],K. De (Caltech) on behalf of ZTF,No
2024jzz,11:01:39.773,+51:14:27.07,2024-06-01 05:48:08.997,2024-06-02,19.0678,ABMag,g - ZTF,1.26,Galaxy,SDSS J110139.67+511426.2,['SDSS J110139.67+511426.2' '165.415' '51.241' '1.26' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
2024kax,14:27:22.535,+22:38:09.25,2024-05-30 07:28:33.004,2024-06-02,20.3468,ABMag,g - ZTF,1.438,Galaxy,LEDA 1673483,['LEDA 1673483' '216.844' '22.636' '1.438' 'inf' 'Galaxy' 'G'],F. Forster,Yes
2024kao,15:44:38.148,-01:36:58.70,2024-05-30 07:03:39.001,2024-06-02,20.3238,ABMag,g - ZTF,2.165,EmissionG,2MASX J15443811-0136567,"['2MASX J15443811-0136567' '236.159' '-1.616' '2.165' 'inf' 'EmissionG'
 'EmG']",F. Forster,Yes
2024jzc,10:43:05.103,+01:14:38.88,2024-05-27 04:21:52.997,2024-06-02,19.9925,ABMag,g - ZTF,2.361,Galaxy,2dFGRS TGN430Z165,['2dFGRS TGN430Z165' '160.771' '1.243' '2.361' 'inf' 'Galaxy' 'G'],Jesper Sollerman (SU),Yes
