TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Reporter,SDSS_image
2024lxi,00:08:27.109,+27:19:27.05,2024-06-18 10:47:45.000,2024-06-22,20.2512,ABMag,g - ZTF,0.342,Galaxy,Gaia DR3 2853839814951457920,"['Gaia DR3 2853839814951457920' '2.113' '27.324' '0.342' 'inf' 'Galaxy'
 'G']",,,,Jesper Sollerman (SU),No
2018mnn,13:16:29.583,+33:40:42.14,2018-06-09 05:40:13.995,2024-06-22,19.8077,ABMag,r - ZTF,0.673,Galaxy,2MASX J13162949+3340421,['2MASX J13162949+3340421' '199.123' '33.678' '0.673' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024maq,10:39:15.875,+21:50:03.24,2024-04-10 09:07:35.328,2024-06-22,20.7,ABMag,w - P1,0.95,Galaxy,SDSSCGB 71385.4,['SDSSCGB 71385.4' '159.816' '21.834' '0.95' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024lxp,13:56:42.926,-14:38:56.77,2024-06-11 05:32:37.000,2024-06-22,18.2885,ABMag,i - ZTF,1.162,Seyfert2,LEDA  921856,['LEDA  921856' '209.179' '-14.649' '1.162' 'inf' 'Seyfert2' 'Sy2'],,,,Jesper Sollerman (SU),No
2024maa,12:23:57.383,+08:45:44.10,2024-03-31 08:43:54.048,2024-06-22,20.81,ABMag,w - P1,1.25,Galaxy,SDSS J122357.35+084545.2,['SDSS J122357.35+084545.2' '185.989' '8.763' '1.25' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lxv,22:26:10.299,-34:43:05.48,2024-06-14 01:42:54.144,2024-06-22,17.904,ABMag,orange - ATLAS,1.254,Galaxy,2dFGRS TGS531Z109,['2dFGRS TGS531Z109' '336.543' '-34.718' '1.254' 'inf' 'Galaxy' 'G'],,,,J. Tonry,No
2024lxq,15:28:12.108,-27:28:28.68,2024-06-12 07:32:25.998,2024-06-22,20.1893,ABMag,g - ZTF,1.265,Galaxy,LEDA  754380,['LEDA  754380' '232.051' '-27.475' '1.265' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),No
2024maz,11:49:32.504,-03:08:45.24,2024-04-03 08:51:00.864,2024-06-22,20.23,ABMag,w - P1,2.471,Galaxy,2dFGRS TGN241Z095,['2dFGRS TGN241Z095' '177.386' '-3.145' '2.471' 'inf' 'Galaxy' 'G'],Galaxy,LCRS B114659.1-025202,['LCRS B114659.1-025202' '177.386' '-3.145' '3.105' 'inf' 'Galaxy' 'G'],K. C. Chambers,No
2024lzh,12:00:30.985,+03:21:58.79,2024-04-09 08:36:43.776,2024-06-22,20.12,ABMag,w - P1,3.245,GtowardsCl,LARCS a1437r03-1490,['LARCS a1437r03-1490' '180.13' '3.367' '3.245' 'inf' 'GtowardsCl' 'GiC'],,,,K. C. Chambers,No
2024lxn,14:42:45.252,+14:55:22.26,2024-06-19 05:36:11.998,2024-06-22,19.3965,ABMag,g - ZTF,3.531,Galaxy,2MASX J14424504+1455209,['2MASX J14424504+1455209' '220.688' '14.923' '3.531' 'inf' 'Galaxy' 'G'],,,,Jesper Sollerman (SU),Yes
2024mai,14:19:13.057,+22:29:45.97,2024-04-10 12:53:09.888,2024-06-22,20.16,ABMag,w - P1,3.536,Galaxy,LEDA 1671019,['LEDA 1671019' '214.803' '22.496' '3.536' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lzf,11:03:17.102,+27:16:24.96,2024-04-01 07:39:33.696,2024-06-22,20.31,ABMag,w - P1,3.661,Galaxy,LEDA 1802988,['LEDA 1802988' '165.822' '27.273' '3.661' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lzi,11:59:46.199,-01:35:29.66,2024-04-03 08:50:06.432,2024-06-22,19.37,ABMag,w - P1,4.049,Galaxy,LEDA 1115111,['LEDA 1115111' '179.944' '-1.592' '4.049' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lzr,11:28:05.419,+14:40:16.92,2024-04-10 10:25:18.336,2024-06-22,20.22,ABMag,w - P1,4.089,Galaxy,LEDA 1464126,['LEDA 1464126' '172.022' '14.672' '4.089' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024lzg,15:25:27.813,+19:12:06.30,2024-04-10 10:07:03.648,2024-06-22,20.95,ABMag,w - P1,4.188,Galaxy,SDSS J152528.08+191204.8,['SDSS J152528.08+191204.8' '231.367' '19.201' '4.188' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024mae,11:50:07.507,-20:28:50.53,2024-03-31 09:05:23.136,2024-06-22,21.2,ABMag,w - P1,4.434,EmissionG,LEDA  841155,['LEDA  841155' '177.53' '-20.48' '4.434' 'inf' 'EmissionG' 'EmG'],,,,K. C. Chambers,No
2024lzt,08:00:52.608,+21:45:57.50,2024-04-09 06:11:34.656,2024-06-22,21.22,ABMag,w - P1,5.761,Galaxy,2MASX J08005303+2145574,['2MASX J08005303+2145574' '120.221' '21.766' '5.761' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024man,15:41:46.595,+25:07:47.41,2024-04-09 11:00:31.680,2024-06-22,20.16,ABMag,w - P1,5.761,Galaxy,SDSS J154146.88+250751.5,['SDSS J154146.88+250751.5' '235.445' '25.131' '5.761' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024mba,08:43:57.405,-04:27:48.90,2024-04-03 06:19:08.256,2024-06-22,20.39,ABMag,w - P1,6.069,Galaxy,LEDA 1057868,['LEDA 1057868' '130.99' '-4.462' '6.069' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,No
2024lys,00:01:29.813,+01:02:45.15,2024-06-19 13:48:51.840,2024-06-22,20.25,ABMag,w - P1,7.402,Galaxy,LEDA 1182934,['LEDA 1182934' '0.375' '1.048' '7.402' 'inf' 'Galaxy' 'G'],,,,K. C. Chambers,Yes
2024lzb,16:36:27.227,+04:37:16.05,2024-04-10 11:39:28.800,2024-06-22,20.11,ABMag,w - P1,7.913,GtowardsCl,LARCS a2204r06-2016,['LARCS a2204r06-2016' '249.115' '4.622' '7.913' 'inf' 'GtowardsCl' 'GiC'],,,,K. C. Chambers,No
2024max,14:52:51.773,+18:25:55.76,2024-04-10 09:59:16.224,2024-06-22,21.58,ABMag,w - P1,9.24,EmissionG,2MASX J14525237+1826000,"['2MASX J14525237+1826000' '223.218' '18.433' '9.24' 'inf' 'EmissionG'
 'EmG']",,,,K. C. Chambers,Yes
