TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024eeq,04:01:19.910,+04:13:34.43,2024-02-12 22:14:52.800,2024-03-12,18.63,ABMag,G - Gaia,0.049,QSO,QSO J0401+0413,['QSO J0401+0413' '60.333' '4.226' '0.049' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024eeh,14:32:57.690,-18:01:35.18,2024-03-08 21:15:50.400,2024-03-12,17.96,ABMag,G - Gaia,0.069,QSO,QSO B1430-178,['QSO B1430-178' '218.24' '-18.026' '0.069' 'inf' 'QSO' 'QSO'],S.T. Hodgkin,No
2024eeg,13:14:08.003,-58:32:40.93,2024-03-09 00:39:04.896,2024-03-12,17.93,ABMag,cyan - ATLAS,0.564,GtowardsGroup,2MASX J13140807-5832409,"['2MASX J13140807-5832409' '198.534' '-58.545' '0.564' '0.234'
 'GtowardsGroup' 'GiG']",J. Tonry,No
2024eew,12:09:13.640,+60:42:20.39,2024-03-05 08:21:23.996,2024-03-12,19.0211,ABMag,g - ZTF,2.441,EmissionG,2MASX J12091378+6042191,"['2MASX J12091378+6042191' '182.308' '60.705' '2.441' 'inf' 'EmissionG'
 'EmG']",A. Munoz-Arancibia,Yes
2024eex,11:50:36.704,+21:59:02.27,2024-03-05 10:10:33.600,2024-03-12,20.1,ABMag,g - ZTF,3.15,Galaxy,2MASX J11503688+2159014,['2MASX J11503688+2159014' '177.654' '21.984' '3.15' 'inf' 'Galaxy' 'G'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024edz,11:36:04.799,-34:20:08.84,2024-03-09 07:00:53.856,2024-03-12,19.093,ABMag,orange - ATLAS,4.922,Galaxy,LEDA  663735,['LEDA  663735' '174.021' '-34.337' '4.922' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024eej,10:11:12.131,-01:11:15.59,2024-03-05 08:42:43.200,2024-03-12,19.27,ABMag,r - ZTF,4.933,GtowardsCl,LEDA   82591,['LEDA   82591' '152.801' '-1.187' '4.933' 'inf' 'GtowardsCl' 'GiC'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024eeb,03:44:34.040,-66:13:42.18,2024-03-08 18:01:26.400,2024-03-12,18.741,ABMag,cyan - ATLAS,6.008,Galaxy,2MASX J03443475-6613380,['2MASX J03443475-6613380' '56.145' '-66.227' '6.008' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024edw,16:39:10.595,+29:24:58.49,2024-03-11 06:23:14.496,2024-03-12,19.31,ABMag,L - GOTO,7.605,Galaxy,SDSS J163911.15+292500.7,['SDSS J163911.15+292500.7' '249.796' '29.417' '7.605' 'inf' 'Galaxy' 'G'],G. Ramsay,Yes
2024eek,18:37:56.111,-62:31:34.09,2024-03-11 08:26:55.392,2024-03-12,17.859,ABMag,orange - ATLAS,7.917,Galaxy,6dFGS gJ183755.4-623128,['6dFGS gJ183755.4-623128' '279.481' '-62.524' '7.917' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024edt,15:57:47.567,+32:15:02.56,2024-03-04 04:25:55.488,2024-03-12,20.18,ABMag,L - GOTO,8.321,Galaxy,LEDA 1987887,['LEDA 1987887' '239.449' '32.249' '8.321' 'inf' 'Galaxy' 'G'],K. Ulaczyk,Yes
