TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Reporter,SDSS_image
2024wsu,05:29:29.858,+05:41:11.45,2024-09-27 13:35:51.648,2024-09-28,18.824,ABMag,orange - ATLAS,0.018,Galaxy,2MASX J05292985+0541114,['2MASX J05292985+0541114' '82.374' '5.687' '0.018' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024wst,02:54:40.860,+14:36:02.62,2024-09-27 11:26:57.984,2024-09-28,19.315,ABMag,cyan - ATLAS,1.721,Galaxy,LEDA 1462191,['LEDA 1462191' '43.67' '14.6' '1.721' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024wsq,00:58:37.546,-44:42:46.18,2024-09-27 06:50:04.128,2024-09-28,18.389,ABMag,cyan - ATLAS,1.9,Galaxy,LEDA  101769,['LEDA  101769' '14.656' '-44.713' '1.9' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024wrt,10:26:55.353,+21:31:42.51,2024-09-27 12:41:29.996,2024-09-28,18.0873,ABMag,r - ZTF,2.114,Galaxy,LEDA 1651868,['LEDA 1651868' '156.731' '21.528' '2.114' '1.876' 'Galaxy' 'G'],A. Munoz-Arancibia,Yes
2024wra,06:52:57.072,-71:45:44.86,2024-09-25 01:56:04.704,2024-09-28,16.285,ABMag,orange - ATLAS,2.558,GtowardsGroup,ESO  58-19,['ESO  58-19' '103.238' '-71.762' '2.558' '0.805' 'GtowardsGroup' 'GiG'],J. Tonry,No
2024wqu,20:16:28.838,-44:31:04.02,2024-09-26 00:50:50.000,2024-09-28,20.2,ABMag,BG-q - BlackGem,3.592,Galaxy,NAME DJRS J20162915-4431031,"['NAME DJRS J20162915-4431031' '304.121' '-44.518' '3.592' 'inf' 'Galaxy'
 'G']",H. Tranin,No
2024wqz,01:57:06.189,-10:23:25.84,2024-09-27 00:31:48.576,2024-09-28,19.094,ABMag,orange - ATLAS,5.105,Galaxy,LEDA  978757,['LEDA  978757' '29.277' '-10.391' '5.105' 'inf' 'Galaxy' 'G'],J. Tonry,Yes
2024wrw,21:41:06.578,-01:51:25.05,2024-09-22 04:38:10.000,2024-09-28,20.0504,ABMag,r - ZTF,5.811,Galaxy,LEDA 1108189,['LEDA 1108189' '325.276' '-1.856' '5.811' 'inf' 'Galaxy' 'G'],A. Munoz-Arancibia,No
2024wri,19:12:42.931,-03:56:14.63,2024-09-27 06:24:32.256,2024-09-28,18.023,ABMag,cyan - ATLAS,6.093,Galaxy,2MASX J19124311-0356087,['2MASX J19124311-0356087' '288.18' '-3.936' '6.093' 'inf' 'Galaxy' 'G'],J. Tonry,No
2024wrc,01:27:34.387,-12:26:45.27,2024-09-23 10:42:59.328,2024-09-28,19.83,ABMag,w - P1,7.206,EmissionG,LEDA  952675,['LEDA  952675' '21.895' '-12.445' '7.206' 'inf' 'EmissionG' 'EmG'],K. C. Chambers,No
