TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024ciz,09:57:54.780,+01:52:34.95,2024-02-12 08:30:23.003,2024-02-13,20.1661,ABMag,r - ZTF,0.292,Galaxy,COSMOS 1056079,['COSMOS 1056079' '149.478' '1.876' '0.292' 'inf' 'Galaxy' 'G'],Galaxy,UVISTADR1 J095754.47+015230.5,"['UVISTADR1 J095754.47+015230.5' '149.477' '1.875' '6.327' 'inf' 'Galaxy'
 'G']",Galaxy,UVISTADR1 J095754.31+015238.5,"['UVISTADR1 J095754.31+015238.5' '149.476' '1.877' '8.115' 'inf' 'Galaxy'
 'G']",F. Forster,No
2024chz,08:40:15.534,+23:22:29.69,2024-02-12 06:12:57.600,2024-02-13,18.9,ABMag,g - ZTF,0.496,Galaxy,ECO 12079,['ECO 12079' '130.065' '23.375' '0.496' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024cki,09:12:10.201,+61:42:16.52,2024-02-12 09:16:43.000,2024-02-13,19.7949,ABMag,r - ZTF,1.929,Galaxy,2MASX J09121031+6142180,['2MASX J09121031+6142180' '138.043' '61.705' '1.929' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024cis,08:51:48.256,+85:00:28.53,2024-02-12 07:52:19.200,2024-02-13,19.48,ABMag,r - ZTF,1.974,Galaxy,LEDA 2789473,['LEDA 2789473' '132.947' '85.008' '1.974' 'inf' 'Galaxy' 'G'],,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024chy,09:27:24.708,+33:41:55.17,2024-02-11 07:27:35.997,2024-02-13,19.561,ABMag,r - ZTF,2.194,LowSurfBrghtG,MCG+06-21-038,['MCG+06-21-038' '141.854' '33.698' '2.194' 'inf' 'LowSurfBrghtG' 'LSB'],,,,,,,Jesper Sollerman on behalf of ZTF,Yes
2024cjr,11:57:08.642,+21:10:20.04,2024-02-12 11:53:28.003,2024-02-13,18.8658,ABMag,g - ZTF,2.369,Galaxy,LEDA 1644343,['LEDA 1644343' '179.285' '21.172' '2.369' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024ckj,09:14:30.792,+59:51:05.35,2024-02-12 06:26:35.998,2024-02-13,20.3237,ABMag,g - ZTF,2.74,Galaxy,SDSS J091430.94+595107.8,['SDSS J091430.94+595107.8' '138.629' '59.852' '2.74' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024cko,02:01:43.378,-35:00:34.18,2024-02-11 19:13:36.768,2024-02-13,19.078,ABMag,orange - ATLAS,2.945,Galaxy,2dFGRS TGS571Z026,['2dFGRS TGS571Z026' '30.431' '-35.01' '2.945' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024cjh,12:07:15.796,+51:49:40.19,2024-02-12 11:42:13.997,2024-02-13,19.0945,ABMag,g - ZTF,3.056,Galaxy,2MASX J12071567+5149379,['2MASX J12071567+5149379' '181.815' '51.827' '3.056' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,Yes
2024chi,12:18:26.749,+06:55:32.96,2024-02-09 13:01:23.232,2024-02-13,21.82,ABMag,w - P1,3.188,Galaxy,SDSS J121826.79+065536.0,['SDSS J121826.79+065536.0' '184.612' '6.927' '3.188' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
